Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 5726194
n_zero_after_scaled  = 22413410
sMAD_WPS min         = 0.028713683831527045
sMAD_WPS median      = 0.039040455025502796
WPS_scaled min       = -0.8143829847105595
WPS_scaled median    = 7.714874021776694e-17
WPS_scaled max       = 48.41898573740066
