Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    1   1.434760e+05    30.31%
   2    0   9.449976e+04    19.96%
   3    2   3.486159e+04     7.36%
   4    4   3.160988e+04     6.68%
   5   16   2.591061e+04     5.47%
   6    9   1.785622e+04     3.77%
   7    3   1.775244e+04     3.75%
   8    8   1.197581e+04     2.53%
   9   12   1.026768e+04     2.17%
  10    6   8.691134e+03     1.84%
  11   27   7.755016e+03     1.64%
  12   33   7.041199e+03     1.49%
  13   34   6.292938e+03     1.33%
  14   24   5.408631e+03     1.14%
  15   37   5.362098e+03     1.13%
  16   19   5.193158e+03     1.10%
  17   11   4.143040e+03     0.88%
  18   21   3.732208e+03     0.79%
  19    5   3.334234e+03     0.70%
  20    7   2.987482e+03     0.63%
  21   29   2.927734e+03     0.62%
  22   30   2.750533e+03     0.58%
  23   25   2.144949e+03     0.45%
  24   18   2.101533e+03     0.44%
  25   15   1.600411e+03     0.34%
  26   32   1.456259e+03     0.31%
  27   10   1.387729e+03     0.29%
  28   17   1.343936e+03     0.28%
  29   20   1.080370e+03     0.23%
  30   36   1.014675e+03     0.21%
  31   40   9.808271e+02     0.21%
  32   28   9.320822e+02     0.20%
  33   41   8.530932e+02     0.18%
  34   22   6.832432e+02     0.14%
  35   39   6.488230e+02     0.14%
  36   23   6.191598e+02     0.13%
  37   31   6.036599e+02     0.13%
  38   14   5.510109e+02     0.12%
  39   42   5.082822e+02     0.11%
  40   35   3.417904e+02     0.07%
  41   38   3.254974e+02     0.07%
  42   26   2.116505e+02     0.04%
  43   13   1.638718e+02     0.03%
