Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3047354
n_zero_after_scaled  = 22269972
sMAD_WPS min         = 0.05327215911969015
sMAD_WPS median      = 0.06714556090000386
WPS_scaled min       = -0.951808628398634
WPS_scaled median    = 0.0
WPS_scaled max       = 70.66197545728035
