Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    9   2.735872e+04    12.18%
   2    2   2.330237e+04    10.37%
   3    0   1.783941e+04     7.94%
   4   35   1.598991e+04     7.12%
   5    4   1.067392e+04     4.75%
   6    5   9.311675e+03     4.14%
   7   14   8.869632e+03     3.95%
   8    6   7.657649e+03     3.41%
   9   25   6.859452e+03     3.05%
  10    3   6.538366e+03     2.91%
  11    1   6.449560e+03     2.87%
  12   40   5.767113e+03     2.57%
  13   21   5.397760e+03     2.40%
  14   32   5.062367e+03     2.25%
  15    7   4.450069e+03     1.98%
  16   31   3.940525e+03     1.75%
  17   11   3.610264e+03     1.61%
  18   33   3.463788e+03     1.54%
  19   29   3.006575e+03     1.34%
  20   47   2.913618e+03     1.30%
  21   16   2.829412e+03     1.26%
  22   30   2.817098e+03     1.25%
  23   24   2.700481e+03     1.20%
  24   38   2.639919e+03     1.18%
  25   10   2.291879e+03     1.02%
  26   20   2.162261e+03     0.96%
  27   52   2.090115e+03     0.93%
  28   13   1.845412e+03     0.82%
  29   18   1.822269e+03     0.81%
  30   36   1.624590e+03     0.72%
  31   34   1.607000e+03     0.72%
  32   41   1.603555e+03     0.71%
  33   48   1.546056e+03     0.69%
  34   50   1.523585e+03     0.68%
  35   45   1.461021e+03     0.65%
  36   54   1.422735e+03     0.63%
  37   26   1.320697e+03     0.59%
  38   51   1.159366e+03     0.52%
  39    8   9.788429e+02     0.44%
  40   46   8.285341e+02     0.37%
  41   17   8.249182e+02     0.37%
  42   56   7.843911e+02     0.35%
  43   23   6.791495e+02     0.30%
  44   39   6.434827e+02     0.29%
  45   19   6.199256e+02     0.28%
  46   27   6.144928e+02     0.27%
  47   12   5.959213e+02     0.27%
  48   28   5.852557e+02     0.26%
  49   15   5.795942e+02     0.26%
  50   44   5.626033e+02     0.25%
  51   42   5.350069e+02     0.24%
  52   49   5.293449e+02     0.24%
  53   58   4.830665e+02     0.22%
  54   43   4.010481e+02     0.18%
  55   57   3.922702e+02     0.17%
  56   37   3.802817e+02     0.17%
  57   53   2.988885e+02     0.13%
  58   22   2.359173e+02     0.11%
  59   55   1.808175e+02     0.08%
