angle_deg,uncorrected_slope_min_per_km,uncorrected_intercept_minutes,uncorrected_speed_km_per_min,uncorrected_speed_m_per_s,uncorrected_r_squared,uncorrected_number_of_fit_points,corrected_slope_min_per_km,corrected_intercept_minutes,corrected_speed_km_per_min,corrected_speed_m_per_s,corrected_r_squared,corrected_number_of_fit_points
7.500000000000000000e+01,1.674520963763991357e-02,4.885221020679189063e-01,5.971857155805312090e+01,9.953095259675519628e+02,7.979252594974255430e-01,2.510000000000000000e+02,1.674520963763991357e-02,4.885221020679189063e-01,5.971857155805312090e+01,9.953095259675519628e+02,7.979252594974255430e-01,2.510000000000000000e+02
8.000000000000000000e+01,1.719294251565167686e-02,4.325554923164482424e-01,5.816340042372882380e+01,9.693900070621471059e+02,7.621636242148871476e-01,2.510000000000000000e+02,1.719294251565167686e-02,4.325554923164482424e-01,5.816340042372882380e+01,9.693900070621471059e+02,7.621636242148871476e-01,2.510000000000000000e+02
8.500000000000000000e+01,1.517890343388351125e-02,2.380952380952380265e-01,6.588091190880912507e+01,1.098015198480152094e+03,7.601719241044113673e-01,2.510000000000000000e+02,1.517890343388351125e-02,2.380952380952380265e-01,6.588091190880912507e+01,1.098015198480152094e+03,7.601719241044113673e-01,2.510000000000000000e+02
9.000000000000000000e+01,1.286890533105672536e-02,1.523430089167144008e-01,7.770668710932892509e+01,1.295111451822148638e+03,6.313503348042766028e-01,2.510000000000000000e+02,1.286890533105672536e-02,1.523430089167144008e-01,7.770668710932892509e+01,1.295111451822148638e+03,6.313503348042766028e-01,2.510000000000000000e+02
9.500000000000000000e+01,-3.061278694744828249e-03,1.322898880667804589e+00,-3.266608824987607704e+02,-5.444348041646012462e+03,4.272925827256246478e-03,2.510000000000000000e+02,-3.061278694744828249e-03,1.322898880667804589e+00,-3.266608824987607704e+02,-5.444348041646012462e+03,4.272925827256246478e-03,2.510000000000000000e+02
1.000000000000000000e+02,8.901536710301648919e-03,3.534433693796245057e-01,1.123401534526854419e+02,1.872335890878090595e+03,5.314765458422174849e-01,2.510000000000000000e+02,8.901536710301648919e-03,3.534433693796245057e-01,1.123401534526854419e+02,1.872335890878090595e+03,5.314765458422174849e-01,2.510000000000000000e+02
1.050000000000000000e+02,1.309444128248909156e-01,-1.028040220072092481e+01,7.636828318419954797e+00,1.272804719736659109e+02,2.763742508267874598e-01,2.510000000000000000e+02,1.309444128248909156e-01,-1.028040220072092481e+01,7.636828318419954797e+00,1.272804719736659109e+02,2.763742508267874598e-01,2.510000000000000000e+02
1.100000000000000000e+02,5.991576550939099050e-02,-4.262379055207739853e+00,1.669009803176533779e+01,2.781683005294223108e+02,6.353020072669679497e-02,2.510000000000000000e+02,5.991576550939099050e-02,-4.262379055207739853e+00,1.669009803176533779e+01,2.781683005294223108e+02,6.353020072669679497e-02,2.510000000000000000e+02
1.150000000000000000e+02,2.022386643900588032e-02,-2.193321950294061295e+00,4.944652908067542540e+01,8.241088180112570853e+02,6.831704136058935894e-03,2.510000000000000000e+02,2.022386643900588032e-02,-2.193321950294061295e+00,4.944652908067542540e+01,8.241088180112570853e+02,6.831704136058935894e-03,2.510000000000000000e+02
1.200000000000000000e+02,9.322253841775754446e-02,-9.557199772339213695e+00,1.072701963465859087e+01,1.787836605776431895e+02,9.247449710741895146e-02,2.510000000000000000e+02,9.322253841775754446e-02,-9.557199772339213695e+00,1.072701963465859087e+01,1.787836605776431895e+02,9.247449710741895146e-02,2.510000000000000000e+02
1.250000000000000000e+02,-7.789641434262949138e-02,1.880478087649398278e+00,-1.283756137479541515e+01,-2.139593562465902608e+02,1.386377769476133670e-01,2.510000000000000000e+02,-7.789641434262949138e-02,1.880478087649398278e+00,-1.283756137479541515e+01,-2.139593562465902608e+02,1.386377769476133670e-01,2.510000000000000000e+02
1.300000000000000000e+02,-3.553936634414722046e-02,-1.796623031682792249e+00,-2.813781175264776380e+01,-4.689635292107960822e+02,2.130715243218517241e-02,2.510000000000000000e+02,-3.553936634414722046e-02,-1.796623031682792249e+00,-2.813781175264776380e+01,-4.689635292107960822e+02,2.130715243218517241e-02,2.510000000000000000e+02
1.350000000000000000e+02,-1.320645038892050982e-01,5.018023145513182293e+00,-7.572057370078377758e+00,-1.262009561679729615e+02,5.773627804177391409e-01,2.510000000000000000e+02,-1.320645038892050982e-01,5.018023145513182293e+00,-7.572057370078377758e+00,-1.262009561679729615e+02,5.773627804177391409e-01,2.510000000000000000e+02
1.400000000000000000e+02,-1.228973629292354486e-01,8.601783342819185885e-01,-8.136871094425369932e+00,-1.356145182404228251e+02,5.244700458920081854e-01,2.510000000000000000e+02,-1.228973629292354486e-01,8.601783342819185885e-01,-8.136871094425369932e+00,-1.356145182404228251e+02,5.244700458920081854e-01,2.510000000000000000e+02
1.450000000000000000e+02,-9.836615442989944669e-02,-4.995067349649024990e+00,-1.016609834750273933e+01,-1.694349724583789794e+02,2.803166346540519882e-01,2.510000000000000000e+02,-9.836615442989944669e-02,-4.995067349649024990e+00,-1.016609834750273933e+01,-1.694349724583789794e+02,2.803166346540519882e-01,2.510000000000000000e+02
1.500000000000000000e+02,-1.178706127869474513e-01,-1.369759059002085388e+00,-8.483878859673971817e+00,-1.413979809945662112e+02,4.735029045042464801e-01,2.510000000000000000e+02,-1.178706127869474513e-01,-1.369759059002085388e+00,-8.483878859673971817e+00,-1.413979809945662112e+02,4.735029045042464801e-01,2.510000000000000000e+02
1.550000000000000000e+02,-1.411193321950294233e-01,-1.300322519446025282e+00,-7.086201333620132381e+00,-1.181033555603355438e+02,4.172232471087053973e-01,2.510000000000000000e+02,-1.411193321950294233e-01,-1.300322519446025282e+00,-7.086201333620132381e+00,-1.181033555603355438e+02,4.172232471087053973e-01,2.510000000000000000e+02
1.600000000000000000e+02,-1.187842914058053478e-01,-4.825270347182698316e+00,-8.418621588469795469e+00,-1.403103598078299399e+02,3.136841619130120717e-01,2.510000000000000000e+02,-1.187842914058053478e-01,-4.825270347182698316e+00,-8.418621588469795469e+00,-1.403103598078299399e+02,3.136841619130120717e-01,2.510000000000000000e+02
1.650000000000000000e+02,-2.133910073989755407e-01,3.351166761525319782e+00,-4.686233090086629360e+00,-7.810388483477714772e+01,6.224498139267551355e-01,2.510000000000000000e+02,-2.133910073989755407e-01,3.351166761525319782e+00,-4.686233090086629360e+00,-7.810388483477714772e+01,6.224498139267551355e-01,2.510000000000000000e+02
1.700000000000000000e+02,-2.657818250806298632e-01,9.541453234680323803e+00,-3.762484510355933232e+00,-6.270807517259888897e+01,7.713538881302617334e-01,2.510000000000000000e+02,-2.657818250806298632e-01,9.541453234680323803e+00,-3.762484510355933232e+00,-6.270807517259888897e+01,7.713538881302617334e-01,2.510000000000000000e+02
1.750000000000000000e+02,-2.893902485296907523e-01,6.317207361032058266e+00,-3.455541453385919226e+00,-5.759235755643199184e+01,7.462073880476582932e-01,2.510000000000000000e+02,-2.893902485296907523e-01,6.317207361032058266e+00,-3.455541453385919226e+00,-5.759235755643199184e+01,7.462073880476582932e-01,2.510000000000000000e+02
