image_index,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,-0.21784421049249703,0.3579951071759264,0.7721893363183516,1.0,0.7275888485824242,0.1752735625590307,-0.5735020567654245
1,-0.4977962744490957,0.20700038201941395,0.767138850724689,0.9915777036963764,0.6868572793255499,0.1677799367431141,-0.459512027660711
2,-0.2056026287519287,0.40536505779748655,0.8060909796841504,0.9429419233213396,0.5008964926709194,-0.14170022268504612,-0.8167110333711576
3,-0.2654439310601212,0.41731375613180544,0.8248916400044475,0.9116130067221655,0.550730219858266,0.09355582136402218,-0.4381536211841638
4,-0.04390518608397398,0.5454706372164468,0.9229454467195772,0.9118535797826541,0.3549485267554,-0.3316080254694589,-0.9240345736197558
5,-0.34066790158576254,0.31262269310558444,0.8040782241099595,0.9962774120643187,0.6713287103187104,0.10282091840099628,-0.529447221646741
6,-0.552531587777215,0.2878540792467481,0.8535339345103348,0.9515649913712059,0.42198954010089107,-0.2869637707906856,-0.9013116757138278
7,-0.1778619854859771,0.38845442903566596,0.7697309138376356,0.881994254602795,0.5111116027509213,-0.007482183767418493,-0.6120505432898298
8,-0.33315688211231265,0.14477247794680648,0.5379501773850606,0.9422551817791565,0.8947679785540847,0.4273910499355895,-0.3461302228018207
9,-0.3471769678800657,0.3535571993877624,0.8077724012095198,0.887667958151239,0.37436207503894336,-0.26518953007963597,-0.8268374671442507
10,-0.036231808676523425,0.6275919109786481,0.9275983202310862,0.8024234805698103,0.09250509313816391,-0.47550460833631125,-0.9107309956196123
11,-0.13255150041150687,0.5405770460610397,0.9202945957279258,0.9343675108997296,0.5558786881341731,0.018991390583094736,-0.6285953901164973
12,-0.09100239628311779,0.5016731042960507,0.8796576207976348,0.9566834052180018,0.5305015816398779,-0.022386607456184482,-0.5948894740190859
13,-0.3288885005189216,0.36658057845122705,0.7989159832318713,0.9060392049761725,0.5069149332345944,-0.0812502441942351,-0.6777652350102887
14,0.29572546549335343,0.747848563519226,0.8079298360640486,0.5545782428216046,0.02165915587056566,-0.36474861850153883,-0.7562352388151462
15,0.0001932399227517756,0.6473429877436843,0.9334923153517536,0.8472223339057201,0.3335211678711849,-0.307641640894742,-0.7797247512052504
16,-0.26060749626134716,0.4366311461432173,0.8391520741693825,0.8805416158130834,0.368294893354598,-0.23345139501062762,-0.7796263773496606
17,-0.12328746458820439,0.40021016561995504,0.7607588360154438,0.9699184368631633,0.6380801812430636,-0.0011648382608454577,-0.693613518149288
18,-0.17652465780104465,0.3444001846068283,0.7390401133043092,0.9445755528927344,0.6724611712718409,0.1431994049941423,-0.5315521603335178
19,-0.04067528244241714,0.5691971289704909,0.9257092932291076,0.9570177499922945,0.5288158890901014,-0.03933143069983547,-0.6653649827787953
20,-0.13877745330900537,0.5357827949712546,0.8908670574491848,0.9175702773090275,0.42915500070220736,-0.21710413635756987,-0.855015085920579
21,0.24207695130551454,0.7426222471674031,0.969003576469325,0.9188324083938728,0.43743213129058267,-0.13448581640273094,-0.7518157587149601
22,0.24068088676378685,0.7198584420346834,0.9495513238288813,0.9092918997659247,0.3458932148258804,-0.22824100157952631,-0.7530983300874671
23,0.2287495030592368,0.6890610252061407,0.9177573903766187,0.9240969490357485,0.40834634213477394,-0.177171725118638,-0.7862083020632611
24,0.11214125422743981,0.7079473235557927,0.9259681660386423,0.7736297552880049,0.21064259334429836,-0.3604309188330863,-0.8420458461462174
25,0.12532481128237172,0.7512168106685362,0.993885271215915,0.8086969749295141,0.12253203829759052,-0.4594855839042822,-0.9122673913445782
26,-0.182686088225551,0.4652241562047541,0.8620002947684071,0.9308475131453691,0.440260792743695,-0.20519420313663705,-0.8665044085499578
27,0.016499592845333755,0.672116912449702,0.9610117233667477,0.8390230240741303,0.19164323765354085,-0.44049999955538177,-0.9289046105299907
28,0.18824044107398774,0.775316337086416,0.9830624632307576,0.7678952434733866,0.10641739961794183,-0.44701158754738335,-0.8266960109485153
29,0.14321146427181297,0.7042498413437082,0.9679063074119929,0.9028082170408567,0.37791174621918344,-0.23785933754667765,-0.8512181216285191
