Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   1.716665e+05    70.78%
   2    1   3.604993e+04    14.86%
   3   15   3.660688e+03     1.51%
   4    4   3.396300e+03     1.40%
   5    9   3.109680e+03     1.28%
   6    2   1.810993e+03     0.75%
   7    8   1.788631e+03     0.74%
   8   13   1.619584e+03     0.67%
   9   10   1.602028e+03     0.66%
  10   12   1.548127e+03     0.64%
  11   11   1.467527e+03     0.61%
  12   21   1.284316e+03     0.53%
  13   24   8.172623e+02     0.34%
  14   19   7.222885e+02     0.30%
  15   16   6.780539e+02     0.28%
  16   14   6.671893e+02     0.28%
  17    3   5.578559e+02     0.23%
  18   31   5.303613e+02     0.22%
  19   20   5.185093e+02     0.21%
  20   27   5.080571e+02     0.21%
  21   45   4.595559e+02     0.19%
  22   33   4.397378e+02     0.18%
  23   22   4.323263e+02     0.18%
  24    6   4.269813e+02     0.18%
  25   49   3.897978e+02     0.16%
  26   37   3.637899e+02     0.15%
  27   53   3.424747e+02     0.14%
  28    7   3.167092e+02     0.13%
  29    5   3.003934e+02     0.12%
  30   46   2.934880e+02     0.12%
  31   34   2.906321e+02     0.12%
  32   29   2.509115e+02     0.10%
  33   65   2.448612e+02     0.10%
  34   17   2.242008e+02     0.09%
  35   35   2.235848e+02     0.09%
  36   40   2.084267e+02     0.09%
  37   39   2.078782e+02     0.09%
  38   64   1.776097e+02     0.07%
  39   72   1.621486e+02     0.07%
  40   42   1.585379e+02     0.07%
  41   48   1.532398e+02     0.06%
  42   23   1.502069e+02     0.06%
  43   61   1.178640e+02     0.05%
  44   67   1.173650e+02     0.05%
  45   73   1.090147e+02     0.04%
  46   41   1.068377e+02     0.04%
  47   75   9.987285e+01     0.04%
  48   60   9.728800e+01     0.04%
  49   63   9.617474e+01     0.04%
  50   69   9.613767e+01     0.04%
  51   30   9.482321e+01     0.04%
  52   38   9.216134e+01     0.04%
  53   62   8.314138e+01     0.03%
  54   32   7.543102e+01     0.03%
  55   18   6.921969e+01     0.03%
  56   43   6.808418e+01     0.03%
  57   78   6.576858e+01     0.03%
  58   68   6.568462e+01     0.03%
  59   25   6.546003e+01     0.03%
  60   55   5.547699e+01     0.02%
  61   28   5.187337e+01     0.02%
  62   59   4.687661e+01     0.02%
  63   56   4.550632e+01     0.02%
  64   51   4.460552e+01     0.02%
  65   57   4.411296e+01     0.02%
  66   77   4.402255e+01     0.02%
  67   26   4.399169e+01     0.02%
  68   80   4.140630e+01     0.02%
  69   66   3.957929e+01     0.02%
  70   79   3.836260e+01     0.02%
  71   58   3.602776e+01     0.01%
  72   76   3.586665e+01     0.01%
  73   71   3.489591e+01     0.01%
  74   47   3.211420e+01     0.01%
  75   54   2.822121e+01     0.01%
  76   44   2.334214e+01     0.01%
  77   50   2.278731e+01     0.01%
  78   52   2.228213e+01     0.01%
  79   36   1.817453e+01     0.01%
  80   74   1.506026e+01     0.01%
  81   70   1.243912e+01     0.01%
