roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_52,0,0,29,0.0,29.0,0.63125,25.324624642407336,3.4301982510697835,51.35061484619411,15.155818645056526,-1,42.589285714285715,-40.36911440787785,5.467961227241921,0.24420379674511156
ROI_52,1,5,34,5.0,34.0,0.46249999999999997,25.3660624918964,3.3998006474380524,51.322056610224244,15.152073454318332,-1,42.42857142857144,-29.62576743056082,3.9707267662628754,0.2099720783171205
ROI_52,2,10,39,10.0,39.0,0.471875,25.39792798178902,3.3811218691355136,51.35749817315807,15.209673586526696,-1,50.25000000000001,-30.264260773754277,4.028956772723031,0.2825399067558598
ROI_52,3,15,44,15.0,44.0,0.528125,25.445577060339055,3.3712447701140427,51.29705549904777,15.209935731869795,-1,41.51785714285716,-33.93546814391809,4.496057182364845,0.28778132875422435
