Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   14   3.427149e+04    27.48%
   2    4   1.164621e+04     9.34%
   3   35   8.315668e+03     6.67%
   4    1   8.196491e+03     6.57%
   5    0   8.182802e+03     6.56%
   6   36   7.067682e+03     5.67%
   7    3   5.873658e+03     4.71%
   8    2   3.638254e+03     2.92%
   9    6   3.493189e+03     2.80%
  10   30   3.328256e+03     2.67%
  11    8   3.309847e+03     2.65%
  12   23   2.926005e+03     2.35%
  13   24   2.208492e+03     1.77%
  14   16   2.119751e+03     1.70%
  15   10   2.062560e+03     1.65%
  16   21   1.621436e+03     1.30%
  17    9   1.566573e+03     1.26%
  18   27   1.523506e+03     1.22%
  19    5   1.428732e+03     1.15%
  20   12   1.187598e+03     0.95%
  21   20   1.158362e+03     0.93%
  22   17   1.120756e+03     0.90%
  23   26   1.078624e+03     0.86%
  24   25   9.845795e+02     0.79%
  25   15   9.722235e+02     0.78%
  26   13   9.050053e+02     0.73%
  27   11   7.429221e+02     0.60%
  28    7   7.016582e+02     0.56%
  29   33   5.100560e+02     0.41%
  30   22   4.456433e+02     0.36%
  31   18   4.272243e+02     0.34%
  32   28   2.957798e+02     0.24%
  33   29   2.845050e+02     0.23%
  34   31   2.586048e+02     0.21%
  35   32   2.574937e+02     0.21%
  36   34   2.485661e+02     0.20%
  37   19   2.094929e+02     0.17%
  38   37   1.289760e+02     0.10%
