cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       55        897       0   0.037  0.045    712     1.189           0.0       110.0       110.0      58.7      49.4
       55        912       0   0.009  0.419   4644     1.000          46.1        94.5       140.6      49.4      49.4
       55        884       0   0.004  0.229   1868     1.091          55.7       109.5       165.2      58.7      64.0
       55        880       0   0.003  0.114   1888     1.091          32.9       110.0       142.9      58.7      64.0
       55        905       0   0.002  0.093   1048     1.414          30.0       110.0        80.0      58.7      83.0
       55        874       0   0.001  0.013    676     1.189           6.5       110.0       116.5      58.7      49.4
       55        875       0   0.001  0.056   3228     1.414          27.3       102.7       130.0      53.8      38.1
       55        892       0   0.001  0.084   1496     1.297          48.5        96.3       144.8      53.8      41.5
       55        889       0   0.001  0.144   1160     1.682          70.0       110.0         0.0      58.7      98.7
       55        896       0   0.001  0.017    224     1.414          10.0       110.0       100.0      58.7      41.5
       55        887       0   0.001  0.066    536     1.000          70.0       110.0         0.0      58.7      58.7
       55        893       0   0.001  0.091    736     2.000          57.1       102.9       160.0      58.7     117.4
       55        924       0   0.000  0.041    328     2.378          57.6        92.4       150.0      49.4     117.4
       55        900       0   0.000  0.027    216     1.414          89.8        90.0         0.2      49.4      34.9
       55        901       0   0.000  0.019    152     1.189          90.0        90.0         0.0      53.8      64.0
       55        888       0   0.000  0.010    180     1.542          40.0       110.0        70.0      58.7      90.5
       55        876       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        877       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        878       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        879       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        881       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        882       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        883       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        885       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        886       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        890       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        891       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        894       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        895       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        898       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        899       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        902       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        903       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        904       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        906       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        907       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        908       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        909       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        910       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        911       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        913       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        914       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        915       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        916       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        917       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        918       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        919       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        920       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        921       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        922       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        923       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        925       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        926       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        927       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        928       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        929       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        930       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        931       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        932       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        933       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        934       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        935       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        936       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        937       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
