Cluster power ranking (clustered only)

name = amp1p0
MIN_AMP = 1.0
THR = 0.25
WHITE_NOISE_THRESHOLD = 0.15
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   4.461553e+04    34.51%
   2    6   2.885479e+04    22.32%
   3    2   2.770130e+04    21.43%
   4    7   5.974166e+03     4.62%
   5    1   3.785931e+03     2.93%
   6   11   2.545984e+03     1.97%
   7    8   2.303937e+03     1.78%
   8    3   1.977789e+03     1.53%
   9   13   1.932471e+03     1.49%
  10    5   1.538143e+03     1.19%
  11    4   1.473021e+03     1.14%
  12   20   1.157684e+03     0.90%
  13   21   7.226382e+02     0.56%
  14   12   5.936586e+02     0.46%
  15   18   4.972398e+02     0.38%
  16   14   4.961351e+02     0.38%
  17   23   4.951739e+02     0.38%
  18   10   4.829976e+02     0.37%
  19    9   4.682626e+02     0.36%
  20   19   4.476707e+02     0.35%
  21   16   4.392977e+02     0.34%
  22   15   2.587959e+02     0.20%
  23   24   1.858442e+02     0.14%
  24   22   1.762117e+02     0.14%
  25   17   1.469386e+02     0.11%
