angle_deg,uncorrected_left_shift_minutes,uncorrected_left_correlation,uncorrected_right_shift_minutes,uncorrected_right_correlation,corrected_left_shift_minutes,corrected_left_correlation,corrected_right_shift_minutes,corrected_right_correlation
0.000000000000000000e+00,-1.640000000000000000e+02,4.948512453125329391e-01,1.640000000000000000e+02,4.948512453125329391e-01,-1.640000000000000000e+02,4.948512453125329391e-01,1.640000000000000000e+02,4.948512453125329391e-01
5.000000000000000000e+00,-1.640000000000000000e+02,4.955141007957478694e-01,1.640000000000000000e+02,4.955141007957478694e-01,-1.640000000000000000e+02,4.955141007957478694e-01,1.640000000000000000e+02,4.955141007957478694e-01
1.000000000000000000e+01,-1.640000000000000000e+02,4.961990706081076397e-01,1.640000000000000000e+02,4.961990706081076397e-01,-1.640000000000000000e+02,4.961990706081076397e-01,1.640000000000000000e+02,4.961990706081076397e-01
1.500000000000000000e+01,-1.640000000000000000e+02,4.967334133580159072e-01,1.640000000000000000e+02,4.967334133580159072e-01,-1.640000000000000000e+02,4.967334133580159072e-01,1.640000000000000000e+02,4.967334133580159072e-01
2.000000000000000000e+01,-1.640000000000000000e+02,4.972861900718059669e-01,1.640000000000000000e+02,4.972861900718059669e-01,-1.640000000000000000e+02,4.972861900718059669e-01,1.640000000000000000e+02,4.972861900718059669e-01
2.500000000000000000e+01,-1.640000000000000000e+02,4.977566438331068599e-01,1.640000000000000000e+02,4.977566438331068599e-01,-1.640000000000000000e+02,4.977566438331068599e-01,1.640000000000000000e+02,4.977566438331068599e-01
3.000000000000000000e+01,-1.640000000000000000e+02,4.984511267474306395e-01,1.640000000000000000e+02,4.984511267474306395e-01,-1.640000000000000000e+02,4.984511267474306395e-01,1.640000000000000000e+02,4.984511267474306395e-01
3.500000000000000000e+01,-1.640000000000000000e+02,4.987889799689624870e-01,1.640000000000000000e+02,4.987889799689624870e-01,-1.640000000000000000e+02,4.987889799689624870e-01,1.640000000000000000e+02,4.987889799689624870e-01
4.000000000000000000e+01,-1.640000000000000000e+02,4.991735050150392095e-01,1.640000000000000000e+02,4.991735050150392095e-01,-1.640000000000000000e+02,4.991735050150392095e-01,1.640000000000000000e+02,4.991735050150392095e-01
4.500000000000000000e+01,-1.640000000000000000e+02,4.996101082962907669e-01,1.640000000000000000e+02,4.996101082962907669e-01,-1.640000000000000000e+02,4.996101082962907669e-01,1.640000000000000000e+02,4.996101082962907669e-01
5.000000000000000000e+01,-1.640000000000000000e+02,4.997742811664933615e-01,1.640000000000000000e+02,4.997742811664933615e-01,-1.640000000000000000e+02,4.997742811664933615e-01,1.640000000000000000e+02,4.997742811664933615e-01
5.500000000000000000e+01,-1.640000000000000000e+02,4.998398286619696318e-01,1.640000000000000000e+02,4.998398286619696318e-01,-1.640000000000000000e+02,4.998398286619696318e-01,1.640000000000000000e+02,4.998398286619696318e-01
6.000000000000000000e+01,-1.640000000000000000e+02,4.997852644743582817e-01,1.640000000000000000e+02,4.997852644743582817e-01,-1.640000000000000000e+02,4.997852644743582817e-01,1.640000000000000000e+02,4.997852644743582817e-01
6.500000000000000000e+01,-1.640000000000000000e+02,4.995435665365800526e-01,1.640000000000000000e+02,4.995435665365800526e-01,-1.640000000000000000e+02,4.995435665365800526e-01,1.640000000000000000e+02,4.995435665365800526e-01
7.000000000000000000e+01,-1.640000000000000000e+02,4.997530196376155365e-01,1.640000000000000000e+02,4.997530196376155365e-01,-1.640000000000000000e+02,4.997530196376155365e-01,1.640000000000000000e+02,4.997530196376155365e-01
7.500000000000000000e+01,-1.660000000000000000e+02,4.997559528852823507e-01,1.660000000000000000e+02,4.997559528852823507e-01,-1.660000000000000000e+02,4.997559528852823507e-01,1.660000000000000000e+02,4.997559528852823507e-01
8.000000000000000000e+01,-1.660000000000000000e+02,4.994678355484699073e-01,1.660000000000000000e+02,4.994678355484699073e-01,-1.660000000000000000e+02,4.994678355484699073e-01,1.660000000000000000e+02,4.994678355484699073e-01
8.500000000000000000e+01,-1.660000000000000000e+02,4.988157148790489659e-01,1.660000000000000000e+02,4.988157148790489659e-01,-1.660000000000000000e+02,4.988157148790489659e-01,1.660000000000000000e+02,4.988157148790489659e-01
9.000000000000000000e+01,-1.660000000000000000e+02,4.981694267354825345e-01,1.660000000000000000e+02,4.981694267354825345e-01,-1.660000000000000000e+02,4.981694267354825345e-01,1.660000000000000000e+02,4.981694267354825345e-01
9.500000000000000000e+01,-1.660000000000000000e+02,4.975537622259992854e-01,1.660000000000000000e+02,4.975537622259992854e-01,-1.660000000000000000e+02,4.975537622259992854e-01,1.660000000000000000e+02,4.975537622259992854e-01
1.000000000000000000e+02,-1.660000000000000000e+02,4.969255227112345241e-01,1.660000000000000000e+02,4.969255227112345241e-01,-1.660000000000000000e+02,4.969255227112345241e-01,1.660000000000000000e+02,4.969255227112345241e-01
1.050000000000000000e+02,-1.660000000000000000e+02,4.964343571821588363e-01,1.660000000000000000e+02,4.964343571821588363e-01,-1.660000000000000000e+02,4.964343571821588363e-01,1.660000000000000000e+02,4.964343571821588363e-01
