Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.732786e+04    52.73%
   2    1   1.869547e+03     5.69%
   3    5   1.732940e+03     5.27%
   4    6   1.473943e+03     4.49%
   5    2   1.186040e+03     3.61%
   6    7   1.051389e+03     3.20%
   7   10   8.276352e+02     2.52%
   8   12   6.316094e+02     1.92%
   9   17   4.770017e+02     1.45%
  10    3   4.759477e+02     1.45%
  11   24   4.527441e+02     1.38%
  12   18   4.192669e+02     1.28%
  13   15   3.995722e+02     1.22%
  14    4   3.631683e+02     1.11%
  15   42   2.892470e+02     0.88%
  16   23   2.581576e+02     0.79%
  17    9   2.220890e+02     0.68%
  18   20   2.121557e+02     0.65%
  19   13   1.906090e+02     0.58%
  20   14   1.726944e+02     0.53%
  21   48   1.457704e+02     0.44%
  22   21   1.393701e+02     0.42%
  23   32   1.296816e+02     0.39%
  24   30   1.262713e+02     0.38%
  25   11   1.225860e+02     0.37%
  26   25   1.222714e+02     0.37%
  27   58   1.184682e+02     0.36%
  28   27   1.082125e+02     0.33%
  29   47   9.796046e+01     0.30%
  30   34   9.295939e+01     0.28%
  31   26   8.336336e+01     0.25%
  32   38   8.143518e+01     0.25%
  33   49   8.100342e+01     0.25%
  34   50   7.921641e+01     0.24%
  35   40   7.878688e+01     0.24%
  36   67   7.866409e+01     0.24%
  37   16   7.736529e+01     0.24%
  38   68   7.390360e+01     0.22%
  39   51   7.386360e+01     0.22%
  40   44   7.158349e+01     0.22%
  41   28   6.850024e+01     0.21%
  42   33   6.438219e+01     0.20%
  43   36   5.724136e+01     0.17%
  44   66   5.023927e+01     0.15%
  45    8   4.962646e+01     0.15%
  46   43   4.926427e+01     0.15%
  47   19   4.614964e+01     0.14%
  48   57   4.493830e+01     0.14%
  49   22   4.397948e+01     0.13%
  50   76   3.189800e+01     0.10%
  51   39   2.524594e+01     0.08%
  52   29   2.420145e+01     0.07%
  53   41   2.339223e+01     0.07%
  54   31   2.271342e+01     0.07%
  55   63   2.162620e+01     0.07%
  56   46   2.038878e+01     0.06%
  57   45   1.798868e+01     0.05%
  58   78   1.667789e+01     0.05%
  59   52   1.661393e+01     0.05%
  60   56   1.520670e+01     0.05%
  61   37   1.404563e+01     0.04%
  62   35   1.210848e+01     0.04%
  63   74   1.201567e+01     0.04%
  64   70   1.126362e+01     0.03%
  65   64   1.117392e+01     0.03%
  66   71   1.113004e+01     0.03%
  67   53   1.025071e+01     0.03%
  68   54   8.916300e+00     0.03%
  69   59   8.847571e+00     0.03%
  70   73   8.232591e+00     0.03%
  71   62   7.303604e+00     0.02%
  72   65   5.923640e+00     0.02%
  73   72   4.997068e+00     0.02%
  74   69   2.480933e+00     0.01%
  75   55   1.950780e+00     0.01%
  76   77   1.382686e+00     0.00%
  77   60   8.443180e-01     0.00%
  78   61   8.437351e-01     0.00%
  79   75   4.884058e-01     0.00%
