distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999901497415351059e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999613850139515980e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.999128934680592273e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.998428739009670441e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.997524821928547301e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.996470991165665732e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.995315879601246456e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.994063360265305063e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.992693644981224255e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.991149462020840755e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.989310405104847579e-01
1.200000000000000000e+01,0.000000000000000000e+00,9.987084384515442226e-01
1.300000000000000000e+01,0.000000000000000000e+00,9.984513570144110117e-01
1.400000000000000000e+01,0.000000000000000000e+00,9.981738070192174295e-01
1.500000000000000000e+01,0.000000000000000000e+00,9.978906898386017410e-01
1.600000000000000000e+01,0.000000000000000000e+00,9.976147692198824579e-01
1.700000000000000000e+01,0.000000000000000000e+00,9.973557383127141795e-01
1.800000000000000000e+01,0.000000000000000000e+00,9.971181867396452514e-01
1.900000000000000000e+01,0.000000000000000000e+00,9.968973115403952923e-01
2.000000000000000000e+01,0.000000000000000000e+00,9.966745704442653286e-01
2.100000000000000000e+01,0.000000000000000000e+00,9.964234132171573277e-01
2.200000000000000000e+01,0.000000000000000000e+00,9.961259229270478244e-01
2.300000000000000000e+01,0.000000000000000000e+00,9.957857104737682929e-01
2.400000000000000000e+01,0.000000000000000000e+00,9.954240136566849806e-01
2.500000000000000000e+01,0.000000000000000000e+00,9.950612611105360550e-01
2.600000000000000000e+01,0.000000000000000000e+00,9.947004228139721960e-01
2.700000000000000000e+01,0.000000000000000000e+00,9.943269545924556807e-01
2.800000000000000000e+01,0.000000000000000000e+00,9.939237484526856070e-01
2.900000000000000000e+01,0.000000000000000000e+00,9.934832467817168444e-01
3.000000000000000000e+01,0.000000000000000000e+00,9.930047107843584797e-01
3.100000000000000000e+01,0.000000000000000000e+00,9.924878381235802127e-01
3.200000000000000000e+01,0.000000000000000000e+00,9.919370626993234685e-01
3.300000000000000000e+01,0.000000000000000000e+00,9.913711834613158080e-01
3.400000000000000000e+01,0.000000000000000000e+00,9.908206374898098634e-01
3.500000000000000000e+01,0.000000000000000000e+00,9.903069679984032314e-01
3.600000000000000000e+01,0.000000000000000000e+00,9.898217159470904525e-01
3.700000000000000000e+01,0.000000000000000000e+00,9.893248674010126642e-01
3.800000000000000000e+01,0.000000000000000000e+00,9.887667461779302558e-01
3.900000000000000000e+01,0.000000000000000000e+00,9.881204001236498780e-01
4.000000000000000000e+01,0.000000000000000000e+00,9.874018078994275527e-01
4.100000000000000000e+01,0.000000000000000000e+00,9.866609427869372784e-01
4.200000000000000000e+01,0.000000000000000000e+00,9.859487148816743485e-01
4.300000000000000000e+01,0.000000000000000000e+00,9.852836436973930745e-01
4.400000000000000000e+01,2.000000000000000000e+00,9.849291290026160883e-01
4.500000000000000000e+01,2.000000000000000000e+00,9.847177325779806756e-01
4.600000000000000000e+01,2.000000000000000000e+00,9.845179588464701981e-01
4.700000000000000000e+01,2.000000000000000000e+00,9.843103369590318064e-01
4.800000000000000000e+01,2.000000000000000000e+00,9.840832231546557951e-01
4.900000000000000000e+01,2.000000000000000000e+00,9.838308425580973848e-01
5.000000000000000000e+01,2.000000000000000000e+00,9.835660110071787754e-01
5.100000000000000000e+01,2.000000000000000000e+00,9.833069876564158873e-01
5.200000000000000000e+01,2.000000000000000000e+00,9.830400394952033549e-01
5.300000000000000000e+01,2.000000000000000000e+00,9.827308541121242413e-01
5.400000000000000000e+01,2.000000000000000000e+00,9.823597500273441030e-01
5.500000000000000000e+01,2.000000000000000000e+00,9.819208972464615881e-01
5.600000000000000000e+01,2.000000000000000000e+00,9.814096886593621782e-01
5.700000000000000000e+01,2.000000000000000000e+00,9.808263407131492251e-01
5.800000000000000000e+01,2.000000000000000000e+00,9.801793669176637191e-01
5.900000000000000000e+01,2.000000000000000000e+00,9.794751358240594286e-01
6.000000000000000000e+01,2.000000000000000000e+00,9.787169207838536389e-01
6.100000000000000000e+01,2.000000000000000000e+00,9.779287717912860112e-01
6.200000000000000000e+01,2.000000000000000000e+00,9.771709590319552774e-01
6.300000000000000000e+01,2.000000000000000000e+00,9.765104760447687049e-01
6.400000000000000000e+01,2.000000000000000000e+00,9.759663266886234867e-01
6.500000000000000000e+01,2.000000000000000000e+00,9.754886758591455598e-01
6.600000000000000000e+01,2.000000000000000000e+00,9.749962815186840048e-01
6.700000000000000000e+01,2.000000000000000000e+00,9.744360045568376538e-01
6.800000000000000000e+01,2.000000000000000000e+00,9.738159706358806567e-01
6.900000000000000000e+01,2.000000000000000000e+00,9.731964162327889634e-01
7.000000000000000000e+01,2.000000000000000000e+00,9.726510145509390526e-01
7.100000000000000000e+01,2.000000000000000000e+00,9.722171770687799697e-01
7.200000000000000000e+01,2.000000000000000000e+00,9.718648814917946188e-01
7.300000000000000000e+01,2.000000000000000000e+00,9.715239050485181549e-01
7.400000000000000000e+01,2.000000000000000000e+00,9.711585899947240419e-01
7.500000000000000000e+01,2.000000000000000000e+00,9.708056165615881472e-01
7.600000000000000000e+01,2.000000000000000000e+00,9.705194194723173462e-01
7.700000000000000000e+01,2.000000000000000000e+00,9.702871116200814106e-01
7.800000000000000000e+01,2.000000000000000000e+00,9.700185642007680409e-01
7.900000000000000000e+01,2.000000000000000000e+00,9.696229117227688210e-01
8.000000000000000000e+01,2.000000000000000000e+00,9.690847750408131400e-01
8.100000000000000000e+01,2.000000000000000000e+00,9.684720960365459375e-01
8.200000000000000000e+01,2.000000000000000000e+00,9.678816786949991924e-01
8.300000000000000000e+01,2.000000000000000000e+00,9.673685647907814822e-01
8.400000000000000000e+01,2.000000000000000000e+00,9.669083241841760490e-01
8.500000000000000000e+01,2.000000000000000000e+00,9.664198419917272576e-01
8.600000000000000000e+01,2.000000000000000000e+00,9.658288474286466085e-01
8.700000000000000000e+01,2.000000000000000000e+00,9.651160860844913980e-01
8.800000000000000000e+01,2.000000000000000000e+00,9.643154933390984951e-01
8.900000000000000000e+01,2.000000000000000000e+00,9.634820018414608223e-01
9.000000000000000000e+01,2.000000000000000000e+00,9.626678045568886066e-01
9.100000000000000000e+01,2.000000000000000000e+00,9.619174803250984951e-01
9.200000000000000000e+01,2.000000000000000000e+00,9.612656446816663092e-01
9.300000000000000000e+01,2.000000000000000000e+00,9.607235689233576403e-01
9.400000000000000000e+01,2.000000000000000000e+00,9.602617326719349311e-01
9.500000000000000000e+01,2.000000000000000000e+00,9.598142707828856146e-01
9.600000000000000000e+01,2.000000000000000000e+00,9.593186513359956979e-01
9.700000000000000000e+01,2.000000000000000000e+00,9.587600991012710239e-01
9.800000000000000000e+01,2.000000000000000000e+00,9.581727166245642691e-01
9.900000000000000000e+01,2.000000000000000000e+00,9.575955286260429133e-01
1.000000000000000000e+02,2.000000000000000000e+00,9.570334278262316863e-01
1.010000000000000000e+02,4.000000000000000000e+00,9.567646712705847323e-01
1.020000000000000000e+02,4.000000000000000000e+00,9.564583327911100330e-01
1.030000000000000000e+02,4.000000000000000000e+00,9.560057937393261485e-01
1.040000000000000000e+02,4.000000000000000000e+00,9.554263922850204649e-01
1.050000000000000000e+02,4.000000000000000000e+00,9.547775851121784729e-01
1.060000000000000000e+02,4.000000000000000000e+00,9.541257467769835854e-01
1.070000000000000000e+02,4.000000000000000000e+00,9.535256101784431726e-01
1.080000000000000000e+02,4.000000000000000000e+00,9.530183834986064584e-01
1.090000000000000000e+02,4.000000000000000000e+00,9.526340080515247610e-01
1.100000000000000000e+02,4.000000000000000000e+00,9.523838366936672184e-01
1.110000000000000000e+02,4.000000000000000000e+00,9.522451035962140597e-01
1.120000000000000000e+02,4.000000000000000000e+00,9.521530353195357677e-01
1.130000000000000000e+02,4.000000000000000000e+00,9.520184374876921041e-01
1.140000000000000000e+02,4.000000000000000000e+00,9.517676108217080211e-01
1.150000000000000000e+02,4.000000000000000000e+00,9.513823236716836274e-01
1.160000000000000000e+02,4.000000000000000000e+00,9.509117811348335447e-01
1.170000000000000000e+02,4.000000000000000000e+00,9.504456460818550001e-01
1.180000000000000000e+02,4.000000000000000000e+00,9.500643945126981960e-01
1.190000000000000000e+02,4.000000000000000000e+00,9.497976312672272714e-01
1.200000000000000000e+02,4.000000000000000000e+00,9.496262353556671476e-01
1.210000000000000000e+02,4.000000000000000000e+00,9.495256528270696883e-01
