image_index,wavelength_km,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,10.678718833360275,-0.5143996987667254,0.13801718936764318,0.7847413255266931,1.0,0.7570746626611455,0.07654305407667517,-0.5665301309230169
1,10.678718833360275,0.19386139476325148,0.7819320323091128,0.9978742933080185,0.6960166152061849,0.02896901150164366,-0.6739556137782052,-0.9820273751505465
2,10.079368399158986,0.7853640261641484,0.9958137684971609,0.6774136352806241,0.03828788016640239,-0.6112418424648294,-0.9856432359447203,-0.8594396984992596
3,10.678718833360277,0.9902109546846034,0.6535128302105764,-0.057957461834017066,-0.678080799209239,-0.9866223846794928,-0.8237413834303525,-0.24744076966886974
4,11.313708498984761,0.4257703249624807,-0.24393306011794424,-0.821682408071127,-0.9838673205450911,-0.753210153729416,-0.019022222866023064,0.5909647139484859
5,11.313708498984761,-0.305918497678733,-0.8238394760316416,-0.9393765076026355,-0.641647101803867,0.06398734158527608,0.7319395774482538,0.9395877415005027
6,11.313708498984761,-0.8556675341400801,-0.9307697124359344,-0.5387226423608236,0.1889180732974305,0.7378763861602329,0.9317865679584312,0.7008632697679515
7,11.313708498984761,-0.8565598975937652,-0.39010509043816566,0.4113940278376895,0.8779567388503309,0.9548456670218821,0.5965030324223395,-0.16863677036648217
8,11.313708498984761,-0.1904694275885176,0.45209438294535964,0.8722937033016704,0.828515050342626,0.4316528563565085,-0.38701691156328544,-0.7761375268360695
9,11.31370849898476,0.4022046421762586,0.8099699316186273,0.7814972035764423,0.37358266075386615,-0.30727343610791535,-0.7491714912109777,-0.7439520031382594
10,10.079368399158984,0.9506899315117667,0.8063331419041688,0.12206894707762928,-0.5187001814310401,-0.8821485070684032,-0.7387880246146394,-0.1497146697004259
