cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        9              20       1   0.173  0.224   6564     1.091           0.2       122.1       122.0      29.3      32.0
       10              20       1   0.273  0.692   6032     1.189           1.1       123.0       121.8      26.9      32.0
       11              20       1   0.191  0.217   6820     1.000           0.1       122.0       122.1      32.0      32.0
       12              20       1   0.047  0.528   3656     1.000          10.3       110.0       120.3      29.3      29.3
       13              19       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       14              19       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       15              26       0   0.001  0.059   1056     2.000          31.6        98.4       130.0      29.3      58.7
       16              32       1   0.114  0.127   1652     1.091           0.0       130.0       130.0      34.9      32.0
       17              25       1   0.095  0.173   6028     1.000           0.8       128.2       129.1      64.0      64.0
       18              23       0   0.032  0.422   3460     1.297           9.1       125.1       134.3      22.6      29.3
       19              19       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       20              33       1   0.393  0.434   2400     1.091           0.0       118.9       118.9      38.1      34.9
       21              19       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
