image_index,wavelength_km,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,20.15873679831797,-0.31493335479319395,0.29522788495288443,0.8015670089719178,1.0,0.8310038306088339,0.40147237036236794,-0.11102552376667296
1,26.908685288118868,-0.08210749740039935,0.5281417061330587,0.9147553852911032,0.9858159197304435,0.7433218340652601,0.28587939421958075,-0.23867542706621703
2,26.908685288118868,0.11158176535641995,0.6796492846019548,0.9703571175321188,0.9461226900414912,0.6321925101464163,0.1378957642065819,-0.3801848843980098
3,26.908685288118868,0.3130673615446711,0.7975705184464903,0.9943200786906121,0.8864371400374413,0.5176449418798905,0.004718130952584554,-0.5016532696026507
4,20.158736798317967,0.5339436886290592,0.9243362307301992,0.9737582735168142,0.6900515997874648,0.20135991394411668,-0.33598023161499346,-0.7476222464450449
5,20.158736798317967,0.7857326521186727,0.9996513973194177,0.8244198801949489,0.3510326651972475,-0.22304415127393995,-0.7103588636007347,-0.9657717562638206
6,20.158736798317967,0.9831073282570515,0.882240778986942,0.40548198611669983,-0.22874915048464806,-0.7562513429682858,-0.991289127153673,-0.8711715675408321
7,20.158736798317967,0.9888193486068233,0.6858497889759188,0.0974508210085181,-0.5218469535083509,-0.9244521740427416,-0.974003323626225,-0.6338980954045124
8,20.15873679831797,0.9474670362249333,0.5501357637213837,-0.07494479005835242,-0.660994019813903,-0.9757940039071269,-0.9062829573131932,-0.47775754031361195
9,20.15873679831797,0.9001378889012426,0.45415283992455513,-0.173339858655568,-0.7207258919745877,-0.9794263168374847,-0.8633999473204013,-0.42349082930247905
10,20.15873679831797,0.8000024269788177,0.274048279111351,-0.3509750373336179,-0.8238296650181292,-0.9809473398955983,-0.7634002541404752,-0.2861304583576604
