cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       58             947       1   0.128  0.153   9924     1.189           0.0        10.0        10.0      83.0      69.8
       59             923       1   0.086  0.455  23960     1.000           4.3        15.7        20.0     117.4     117.4
       60             919       1   0.052  0.165  13348     1.000           2.1         8.8         6.6      34.9      34.9
       61            1010       1   0.040  0.068   3320     1.000           0.7       140.0       140.7      69.8      69.8
       62             922       1   0.026  0.208  16612     1.000           7.0        12.6        19.6      98.7      98.7
       63            1010       0   0.006  0.140   3236     1.682          12.1       128.7       140.7     117.4      69.8
       64             974       1   0.257  0.281   3648     1.091           0.0       170.0       170.0      49.4      45.3
       65             924       1   0.004  0.051   3600     1.091          11.6         0.0       168.4      32.0      34.9
       66             933       1   0.028  0.405  13188     1.091          12.3        12.4        24.7      38.1      34.9
       67             926       1   0.275  0.300  21748     1.091           0.0       170.0       170.0      69.8      76.1
       68             953       1   0.128  0.509   4056     1.189           2.4        12.2         9.9      22.6      19.0
       69            1006       0   0.002  0.176   1312     1.091          77.4        90.5        13.1      26.9      24.7
       70             977       1   0.112  0.197   4200     1.000           0.8       150.0       150.8      69.8      69.8
       71             929       1   0.074  0.455   4648     1.000           5.1         5.1         0.0      29.3      29.3
       72             995       1   0.320  0.380   7152     1.000           0.2         0.0         0.2      53.8      53.8
       73            1030       0   0.009  0.222   3180     1.189          20.0       160.0         0.0      58.7      49.4
       74             929       1   0.038  0.459   3644     1.091          10.2        10.2         0.0      26.9      29.3
       75            1172       1   0.059  0.645   1068     1.000          10.0        20.0        30.0      16.0      16.0
       76             993       1   0.159  0.222   5460     1.091           0.3       159.7       160.0      76.1      83.0
       77            1051       1   0.012  0.144    980     1.000          11.3         1.3       170.0      49.4      49.4
       78             924       1   0.010  0.059   4188     1.189           3.9       169.3       165.5      49.4      41.5
       79            1010       1   0.100  0.168   2752     1.091           0.5       140.0       140.5      76.1      69.8
