Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   3.689190e+03    44.15%
   2    4   1.148575e+03    13.75%
   3    2   8.869244e+02    10.62%
   4    1   3.436133e+02     4.11%
   5   19   3.211300e+02     3.84%
   6   16   2.788867e+02     3.34%
   7   13   2.323551e+02     2.78%
   8    5   2.210570e+02     2.65%
   9    3   1.722117e+02     2.06%
  10    6   1.670276e+02     2.00%
  11   14   1.621042e+02     1.94%
  12    7   1.083957e+02     1.30%
  13   17   1.067406e+02     1.28%
  14    8   1.023123e+02     1.22%
  15   10   1.006014e+02     1.20%
  16   15   9.263592e+01     1.11%
  17   18   7.275200e+01     0.87%
  18   11   5.176059e+01     0.62%
  19    9   4.509022e+01     0.54%
  20   20   3.736850e+01     0.45%
  21   12   1.450398e+01     0.17%
