Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.985373e+03    26.96%
   2    7   1.495001e+03    20.30%
   3    4   9.352178e+02    12.70%
   4    3   6.887051e+02     9.35%
   5    2   3.652154e+02     4.96%
   6    6   3.624193e+02     4.92%
   7   12   2.831529e+02     3.85%
   8    1   2.759176e+02     3.75%
   9    5   2.007806e+02     2.73%
  10   17   1.585624e+02     2.15%
  11    8   1.209648e+02     1.64%
  12   11   1.168646e+02     1.59%
  13   15   9.691213e+01     1.32%
  14   16   7.504970e+01     1.02%
  15   18   6.273275e+01     0.85%
  16    9   4.862336e+01     0.66%
  17   13   3.390469e+01     0.46%
  18   10   2.890564e+01     0.39%
  19   14   2.868975e+01     0.39%
