Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 5775236
n_zero_after_scaled  = 21078335
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0019351008829599026
WPS_scaled min       = -0.9446897712876705
WPS_scaled median    = 0.0
WPS_scaled max       = 121.1389622452272
