Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   6.783747e+04    27.38%
   2    0   5.072091e+04    20.47%
   3    3   3.348322e+04    13.51%
   4    5   2.108071e+04     8.51%
   5    7   1.980888e+04     7.99%
   6    8   1.193702e+04     4.82%
   7    4   1.096393e+04     4.42%
   8   12   1.004007e+04     4.05%
   9    9   7.283721e+03     2.94%
  10   10   3.475005e+03     1.40%
  11   13   3.293308e+03     1.33%
  12    2   3.156413e+03     1.27%
  13   11   2.925361e+03     1.18%
  14    6   1.791938e+03     0.72%
