Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   7.408748e+05    68.21%
   2    2   9.339788e+04     8.60%
   3    1   5.677719e+04     5.23%
   4    3   4.010816e+04     3.69%
   5    7   3.294319e+04     3.03%
   6   10   2.129405e+04     1.96%
   7    8   2.078873e+04     1.91%
   8   12   1.717374e+04     1.58%
   9    9   1.458946e+04     1.34%
  10    4   1.287094e+04     1.18%
  11    5   7.572146e+03     0.70%
  12    6   6.173373e+03     0.57%
  13   15   4.797381e+03     0.44%
  14   19   2.534872e+03     0.23%
  15   14   2.124035e+03     0.20%
  16   11   2.120892e+03     0.20%
  17   13   1.408974e+03     0.13%
  18   32   8.510888e+02     0.08%
  19   23   7.826105e+02     0.07%
  20   36   6.432002e+02     0.06%
  21   16   5.221856e+02     0.05%
  22   18   4.056643e+02     0.04%
  23   33   3.977489e+02     0.04%
  24   39   3.866002e+02     0.04%
  25   37   3.038689e+02     0.03%
  26   24   3.008798e+02     0.03%
  27   66   2.760400e+02     0.03%
  28   28   1.885805e+02     0.02%
  29   42   1.776743e+02     0.02%
  30   76   1.711503e+02     0.02%
  31   40   1.559672e+02     0.01%
  32   41   1.328818e+02     0.01%
  33   80   1.123576e+02     0.01%
  34   61   1.038259e+02     0.01%
  35   54   9.167833e+01     0.01%
  36   17   9.116369e+01     0.01%
  37  125   7.900340e+01     0.01%
  38  106   7.767357e+01     0.01%
  39  105   7.422499e+01     0.01%
  40   30   7.411237e+01     0.01%
  41   60   7.273140e+01     0.01%
  42   65   7.119276e+01     0.01%
  43   20   6.920728e+01     0.01%
  44   56   6.707161e+01     0.01%
  45   99   6.356364e+01     0.01%
  46   69   6.046880e+01     0.01%
  47   93   6.009893e+01     0.01%
  48   58   5.962340e+01     0.01%
  49  118   5.938334e+01     0.01%
  50  117   5.254596e+01     0.00%
  51   51   5.074925e+01     0.00%
  52   79   4.917864e+01     0.00%
  53   97   4.634210e+01     0.00%
  54   35   4.583921e+01     0.00%
  55   38   4.421681e+01     0.00%
  56   21   4.368415e+01     0.00%
  57   71   4.119209e+01     0.00%
  58  111   3.919697e+01     0.00%
  59   53   3.775941e+01     0.00%
  60   26   3.769566e+01     0.00%
  61   31   3.708182e+01     0.00%
  62  131   3.679193e+01     0.00%
  63   68   3.674191e+01     0.00%
  64  129   3.671791e+01     0.00%
  65   89   3.636768e+01     0.00%
  66   59   3.543225e+01     0.00%
  67   34   3.395640e+01     0.00%
  68   96   3.327549e+01     0.00%
  69   75   3.137440e+01     0.00%
  70   25   2.988418e+01     0.00%
  71   50   2.980234e+01     0.00%
  72  112   2.963970e+01     0.00%
  73  104   2.938372e+01     0.00%
  74   46   2.812464e+01     0.00%
  75   48   2.637505e+01     0.00%
  76   47   2.411298e+01     0.00%
  77   55   2.407116e+01     0.00%
  78  108   2.270556e+01     0.00%
  79   70   2.202264e+01     0.00%
  80   90   2.199191e+01     0.00%
  81   63   2.164211e+01     0.00%
  82   52   2.008848e+01     0.00%
  83  127   1.971703e+01     0.00%
  84  113   1.954273e+01     0.00%
  85  109   1.908236e+01     0.00%
  86  119   1.890008e+01     0.00%
  87   95   1.884846e+01     0.00%
  88   29   1.814598e+01     0.00%
  89   22   1.685954e+01     0.00%
  90  114   1.640290e+01     0.00%
  91   85   1.603750e+01     0.00%
  92   64   1.589921e+01     0.00%
  93  122   1.584813e+01     0.00%
  94  132   1.510743e+01     0.00%
  95   77   1.403547e+01     0.00%
  96   84   1.394215e+01     0.00%
  97  115   1.364892e+01     0.00%
  98   49   1.351259e+01     0.00%
  99   44   1.343520e+01     0.00%
 100  100   1.288549e+01     0.00%
 101   27   1.271454e+01     0.00%
 102   92   1.254425e+01     0.00%
 103   88   1.244777e+01     0.00%
 104  130   1.192046e+01     0.00%
 105   82   1.145058e+01     0.00%
 106  107   1.126380e+01     0.00%
 107  121   1.122889e+01     0.00%
 108   73   1.104495e+01     0.00%
 109   91   1.097093e+01     0.00%
 110   43   1.021356e+01     0.00%
 111   57   1.010277e+01     0.00%
 112   62   9.347402e+00     0.00%
 113   74   9.333500e+00     0.00%
 114  128   9.079972e+00     0.00%
 115  123   8.613038e+00     0.00%
 116  102   8.280108e+00     0.00%
 117   45   8.230357e+00     0.00%
 118  120   8.157275e+00     0.00%
 119   87   7.954283e+00     0.00%
 120  126   7.349229e+00     0.00%
 121   72   6.988554e+00     0.00%
 122   83   6.919437e+00     0.00%
 123  110   6.899414e+00     0.00%
 124   98   6.869878e+00     0.00%
 125   86   6.112456e+00     0.00%
 126  124   5.836177e+00     0.00%
 127  103   5.501752e+00     0.00%
 128   94   5.310365e+00     0.00%
 129   81   5.126671e+00     0.00%
 130   67   4.643038e+00     0.00%
 131  101   4.042069e+00     0.00%
 132   78   3.683962e+00     0.00%
 133  116   2.141305e+00     0.00%
