image_index,wavelength_km,wavelength_error_km,angle_deg,angle_error_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,30.994479806630128,8.203442776834544,85.93846691811399,8.308732958010292,-0.8769598547525661,-0.295179994799299,0.5903736096453172,1.0,0.7513944204308798,-0.01812581557898907,-0.7782474509015808
1,31.10059332374657,8.270936972698859,85.89151581926092,8.33118670027698,-0.8675596102910383,-0.2963491448108133,0.5997838754469893,1.0,0.7439188794867466,-0.027735088023614796,-0.7858369104799929
2,31.233687419572522,8.424094493567887,85.8515064321112,8.55198993707229,-0.8638556287577901,-0.2917908094853586,0.6007378170114706,0.9994699393146942,0.7449511267658957,-0.01953629540111801,-0.7739479398620104
3,31.22624752013822,8.42915153037513,85.85425746256816,8.651708402912309,-0.8658962376758244,-0.28615622143325636,0.6005923252274579,0.992957607085067,0.734165167652495,-0.030368100366919726,-0.7802268639452975
4,31.188681806495183,8.466687968459173,85.68971752385013,8.710614996608657,-0.8536418143190821,-0.2717050619006135,0.6065418464958756,0.9987986613263364,0.7276573837785383,-0.040083582467494216,-0.7878923662074102
5,31.233628030939133,8.47148455996255,85.61373036466321,8.703911809651279,-0.8559621792971519,-0.2645443737503076,0.6108126954250637,0.9983978737413313,0.7230698758662095,-0.046770383667676496,-0.7925796190217769
6,31.230199484817295,8.47692466766061,85.62272891723465,8.701203831798896,-0.8491534690044334,-0.2544730193053345,0.6165971207047705,0.9976356004071281,0.7148377671612125,-0.05865820488383888,-0.8001557438477054
7,31.20835367173229,8.471599898428197,85.57224677303365,8.728112142360384,-0.8455783031495134,-0.25212192087836105,0.6183658198604702,0.9970853861289815,0.7253121136808514,-0.05989980253538563,-0.8041148631084298
8,31.218985272624273,8.475608559402053,85.57142036849092,8.724546517407735,-0.8388399195353083,-0.24445843141115553,0.622177283661898,0.9958624403863836,0.7141586055454379,-0.06570470770986747,-0.8077118086225183
9,31.173341964781432,8.497372980575635,85.60674103691738,8.74724123626808,-0.8355386515080504,-0.2392464505512958,0.6268825458580878,0.9952143601452244,0.7180120679437085,-0.06794642054619338,-0.8115329843040348
10,31.163169173371653,8.506674304004111,85.64970367853915,8.722952306547771,-0.8322216326133274,-0.2353849356608435,0.6305215504037454,0.994929042368516,0.7131810183276344,-0.07574907721748902,-0.8165102370372168
11,31.235663960492474,8.50886112833432,85.68540532550377,8.746343917009451,-0.8273621441088455,-0.22705970617140225,0.6369576937372472,0.9945124867463622,0.7085323302753377,-0.08069156589069071,-0.8178914869006408
