Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   3.480220e+05    28.71%
   2   12   3.103837e+05    25.61%
   3    7   1.268379e+05    10.46%
   4    1   5.510826e+04     4.55%
   5   29   3.100218e+04     2.56%
   6   19   2.895539e+04     2.39%
   7    5   2.455556e+04     2.03%
   8    3   1.938950e+04     1.60%
   9    2   1.854784e+04     1.53%
  10   23   1.691944e+04     1.40%
  11   69   1.585487e+04     1.31%
  12   50   1.448190e+04     1.19%
  13   57   1.427617e+04     1.18%
  14   17   1.137894e+04     0.94%
  15    6   1.084535e+04     0.89%
  16   13   9.476015e+03     0.78%
  17   65   9.367571e+03     0.77%
  18   10   8.743846e+03     0.72%
  19   47   8.317103e+03     0.69%
  20   20   6.748035e+03     0.56%
  21   14   6.330882e+03     0.52%
  22   44   6.090758e+03     0.50%
  23    4   6.074838e+03     0.50%
  24   15   5.840823e+03     0.48%
  25   16   5.737571e+03     0.47%
  26   61   5.532605e+03     0.46%
  27   46   5.374782e+03     0.44%
  28   67   4.950111e+03     0.41%
  29   51   4.720018e+03     0.39%
  30   45   4.540656e+03     0.37%
  31   30   4.162719e+03     0.34%
  32   18   3.876645e+03     0.32%
  33   41   3.869202e+03     0.32%
  34   31   3.849438e+03     0.32%
  35   48   3.364273e+03     0.28%
  36   34   3.018838e+03     0.25%
  37   21   2.870445e+03     0.24%
  38   27   2.781723e+03     0.23%
  39   74   2.354272e+03     0.19%
  40   52   2.337836e+03     0.19%
  41    9   2.291337e+03     0.19%
  42   72   2.280669e+03     0.19%
  43   36   2.167121e+03     0.18%
  44   75   1.872000e+03     0.15%
  45   22   1.844854e+03     0.15%
  46   58   1.801731e+03     0.15%
  47   71   1.603619e+03     0.13%
  48   24   1.537631e+03     0.13%
  49    8   1.480964e+03     0.12%
  50   73   1.436258e+03     0.12%
  51   33   1.280681e+03     0.11%
  52   40   1.268125e+03     0.10%
  53   25   1.186787e+03     0.10%
  54   26   1.108630e+03     0.09%
  55   11   1.061014e+03     0.09%
  56   53   1.028392e+03     0.08%
  57   49   9.194063e+02     0.08%
  58   66   8.370704e+02     0.07%
  59   68   7.162390e+02     0.06%
  60   32   6.902754e+02     0.06%
  61   28   6.734942e+02     0.06%
  62   43   6.538518e+02     0.05%
  63   38   6.389962e+02     0.05%
  64   39   6.274701e+02     0.05%
  65   35   6.033077e+02     0.05%
  66   56   5.466009e+02     0.05%
  67   54   4.592276e+02     0.04%
  68   63   4.511279e+02     0.04%
  69   37   4.197020e+02     0.03%
  70   64   3.669828e+02     0.03%
  71   59   2.826610e+02     0.02%
  72   60   2.631951e+02     0.02%
  73   62   2.493507e+02     0.02%
  74   42   2.034173e+02     0.02%
  75   70   1.854930e+02     0.02%
  76   55   1.612317e+02     0.01%
