roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,scout_roi_label,scout_roi_name,scout_frame,scout_peak_x,scout_peak_y,scout_roi_width,scout_roi_height,scout_peak_dx_from_center_px,scout_peak_dy_from_center_px,scout_wavelength_km,scout_angle_deg,smart_roi_label,smart_roi_threshold_px,out_dir
ROI_22,47.20669937133789,-80.5436782836914,85.61856079101562,26.17218589782715,583,86.84826574724852,571,595,25,7,0.5770833333333333,23.36513063723231,3.23747262351234,85.70170689787363,10.016378553594874,-1,30.035714285714302,-34.049564322986896,4.717907810989678,0.012264432819561194,AWE\01770\remap85_from_l7a\slice_004\cluster_000_global_00048\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\crest_relative_amplitude_evolution.csv,22,ROI_22_80x80,AWE\01770\remap85_from_l7a\slice_004\cluster_000_global_00048\awe_radiance_pre_interpolation_frames\awe_preinterp_0571.png,23,39,80,80,-17.0,-1.0,23.38643933870664,85.77155441065865,22,25.0,AWE\01770\remap85_from_l7a\slice_004\cluster_000_global_00048
