Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   5.729030e+03    36.58%
   2    3   1.919309e+03    12.25%
   3    1   1.306322e+03     8.34%
   4    6   9.817185e+02     6.27%
   5    2   6.760152e+02     4.32%
   6   17   6.753447e+02     4.31%
   7   11   5.837648e+02     3.73%
   8   16   4.129921e+02     2.64%
   9    4   3.541973e+02     2.26%
  10   23   3.421642e+02     2.18%
  11    7   3.056403e+02     1.95%
  12   15   2.942555e+02     1.88%
  13    8   2.454944e+02     1.57%
  14    5   2.381543e+02     1.52%
  15   21   2.162740e+02     1.38%
  16   29   1.659708e+02     1.06%
  17   10   1.629705e+02     1.04%
  18   25   1.536650e+02     0.98%
  19   27   1.334078e+02     0.85%
  20   24   1.059303e+02     0.68%
  21   28   8.188108e+01     0.52%
  22   26   7.946658e+01     0.51%
  23   22   7.876583e+01     0.50%
  24   12   7.512268e+01     0.48%
  25   30   7.016097e+01     0.45%
  26   13   6.854112e+01     0.44%
  27   19   6.454155e+01     0.41%
  28   18   5.415350e+01     0.35%
  29    9   4.401254e+01     0.28%
  30   14   3.062279e+01     0.20%
  31   20   1.191890e+01     0.08%
