Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   5.416298e+03    28.69%
   2    0   3.468520e+03    18.37%
   3    2   1.095833e+03     5.80%
   4   18   1.049555e+03     5.56%
   5    6   5.994650e+02     3.18%
   6   11   5.422058e+02     2.87%
   7   12   5.068871e+02     2.68%
   8    3   4.011113e+02     2.12%
   9    7   3.884223e+02     2.06%
  10    8   3.803980e+02     2.01%
  11   37   3.325748e+02     1.76%
  12   19   2.969750e+02     1.57%
  13    5   2.717097e+02     1.44%
  14   20   2.682160e+02     1.42%
  15   31   2.584904e+02     1.37%
  16   13   2.100774e+02     1.11%
  17   34   2.022916e+02     1.07%
  18   58   1.964267e+02     1.04%
  19   39   1.916619e+02     1.02%
  20   26   1.860281e+02     0.99%
  21    4   1.391716e+02     0.74%
  22    9   1.382752e+02     0.73%
  23   47   1.304662e+02     0.69%
  24   22   1.236851e+02     0.66%
  25   17   1.125465e+02     0.60%
  26   55   1.119357e+02     0.59%
  27   54   1.112833e+02     0.59%
  28   43   1.081181e+02     0.57%
  29   15   1.029910e+02     0.55%
  30   53   9.180751e+01     0.49%
  31   30   7.856318e+01     0.42%
  32   51   7.573404e+01     0.40%
  33   28   7.451574e+01     0.39%
  34   21   7.189777e+01     0.38%
  35   56   6.923260e+01     0.37%
  36   52   6.818186e+01     0.36%
  37   35   6.349399e+01     0.34%
  38   24   5.471332e+01     0.29%
  39   14   5.258185e+01     0.28%
  40   10   5.220341e+01     0.28%
  41   44   5.011958e+01     0.27%
  42   29   4.673392e+01     0.25%
  43   66   4.498930e+01     0.24%
  44   64   4.321343e+01     0.23%
  45   48   4.232086e+01     0.22%
  46   16   4.051351e+01     0.21%
  47   42   3.925368e+01     0.21%
  48   60   3.659282e+01     0.19%
  49   45   3.554893e+01     0.19%
  50   67   3.268550e+01     0.17%
  51   40   3.129297e+01     0.17%
  52   25   3.023257e+01     0.16%
  53   62   2.986179e+01     0.16%
  54   33   2.867167e+01     0.15%
  55   65   2.567489e+01     0.14%
  56   38   2.338620e+01     0.12%
  57   68   2.137016e+01     0.11%
  58   36   1.993354e+01     0.11%
  59   46   1.973690e+01     0.10%
  60   50   1.953201e+01     0.10%
  61   49   1.814146e+01     0.10%
  62   63   1.728549e+01     0.09%
  63   32   1.692862e+01     0.09%
  64   27   1.674277e+01     0.09%
  65   23   1.378726e+01     0.07%
  66   61   1.250390e+01     0.07%
  67   57   1.149081e+01     0.06%
  68   59   1.059480e+01     0.06%
  69   41   5.994901e+00     0.03%
