slice,cluster_in_slice,global_cluster_index,status,point_source,selection_method,selected_y,selected_x,raw_peak_y,raw_peak_x,selected_global_x,latitude,longitude,amplitude_K,target_wavelength_km,target_dominant_angle_deg,target_bearing_deg,target_true_angle_deg,temperature_K,u_navgem_m_per_s,v_navgem_m_per_s,NN_or_N2_navgem,intrinsic_speed_c_minus_w_m_per_s,m2_1_per_m2,lambda_z_km,New_MF_m2_s2,New_MF_u_m2_s2,New_MF_v_m2_s2,MF_m2_s2,MFz_m2_s2,MFm_m2_s2,finite_pixels,phase_speed_m_per_s,phase_speed_error_m_per_s,phase_direction,phase_avg_wavelength_km,phase_avg_wavelength_error_km,phase_avg_angle_deg,phase_avg_angle_error_deg,phase_closest_frame,phase_closest_distance_km,phase_fit_sse,excluded_from_mf_sums_sse_gt_threshold,phase_summary_csv,phase_output_dir,plot_path,file,orbit_tag,orbit_id,version,error_message
7,0,39,ok,saved representative point,0,198,0,198,0,4200,29.464157104492188,-93.94657135009766,1.7364305257797241,24.0,90.00000250447816,313.87451171875,43.8745002746582,187.5800018310547,-2.346634864807129,-35.677284240722656,0.0005233336705714464,-33.07997582370221,4.782426570613905e-07,9.08564393885729,2.808998112031371,-2.024892898561381,-1.946863925073218,4.044961929321289,2.1019182205200195,1.9430434703826904,18376,59.49882658342885,8.129662947495124,1,22.132166256317333,3.024043704618147,47.43086139363382,8.468856046856388,1033,94.69905349134832,1.7292000008819237,True,AWE\01772\remap85_from_l7a\slice_007\cluster_000_global_00039\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_21_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_000_global_00039,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_000_global_00039_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,1,40,ok,saved representative point,1,75,480,56,472,4680,21.51801109313965,-89.52993774414062,1.550204873085022,44.01619338989258,100.0000005060238,311.8575134277344,51.857513427734375,218.55999755859375,-18.201574325561523,-41.79397964477539,0.0010075514437630773,67.43628264279411,2.215541989046163e-07,13.348727753832087,0.6861845056061984,0.42380074933608936,0.5396685099171453,1.2948166131973267,0.49391233921051025,0.8009042739868164,22404,-23.324625633091557,3.0169890117012033,-1,39.58522178873253,5.120261351287186,51.13575565118948,9.878349018757735,1158,148.0202926849991,0.004694985337218638,False,AWE\01772\remap85_from_l7a\slice_007\cluster_001_global_00040\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_001_global_00040,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_001_global_00040_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,2,41,ok,saved representative point,0,124,18,124,18,4218,28.3201961517334,-94.76898193359375,1.7210288047790527,135.76449584960938,109.99999850756943,314.2740478515625,64.27405548095703,209.1999969482422,-6.18904972076416,-44.28391647338867,0.0004768201324623078,-2.3671637111343102,8.50938150860872e-05,0.681131351597765,0.032269104032165374,-0.01400695985271568,-0.02907060630126456,0.5647426843643188,0.10640554130077362,0.4583371579647064,30000,44.94814367486487,6.220851474214013,1,122.05347356740454,16.892277831694283,62.75444853344915,10.895691618079658,1038,51.33995413762182,0.01097411640506514,False,AWE\01772\remap85_from_l7a\slice_007\cluster_002_global_00041\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_120x120\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_002_global_00041,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_002_global_00041_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,3,42,ok,saved representative point,2,71,434,34,452,4634,22.100425720214844,-90.14606475830078,0.6215202212333679,37.0130615234375,90.00000250447816,312.11627197265625,42.11628723144531,214.4600067138672,-20.6864070892334,-42.396202087402344,0.0009933195542544127,83.74784157891847,1.4162559234086697e-07,16.695867855454743,0.1728330528858331,0.1282050319700913,0.11590829973468268,0.2570672631263733,0.14145007729530334,0.11561720073223114,5348,-39.97049080575226,5.488749990749197,-1,34.534504056169965,4.742279992007306,46.11071306815022,9.940980855872592,1146,155.91516255661682,0.01571950368104327,False,AWE\01772\remap85_from_l7a\slice_007\cluster_003_global_00042\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_23_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_003_global_00042,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_003_global_00042_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,4,-1,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,No amplitude data collected for ROI_22_80x80.
7,5,44,ok,saved representative point,0,134,504,134,504,4704,21.906314849853516,-88.39361572265625,1.366203784942627,24.0,79.99999767274336,311.4385986328125,31.4386043548584,217.00999450683594,-8.611273765563965,-42.24202346801758,0.0010416393633931875,95.33103186522736,1.1461693632879484e-07,18.559038405876763,1.333344097921329,1.1376086970901103,0.6954516056251393,1.8708723783493042,1.3619005680084229,0.5089717507362366,6144,-65.95111183146541,8.4922350701245,-1,19.58748021394523,2.5221938158269768,29.182045444875193,8.931357658928887,1165,30.14480797456129,0.5464963537746041,True,AWE\01772\remap85_from_l7a\slice_007\cluster_005_global_00044\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_005_global_00044,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_005_global_00044_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,6,45,ok,saved representative point,1,75,470,36,482,4670,21.66219711303711,-89.64338684082031,1.2275948524475098,114.16387939453125,90.00000250447816,311.92205810546875,41.92206954956055,219.50999450683594,-18.36295509338379,-41.961177825927734,0.0010054308222606778,71.52066376921641,1.9655727468478055e-07,14.172135872806662,0.1749845944350482,0.13019804960175618,0.11691054772558779,0.310353547334671,0.17181691527366638,0.13853663206100464,75196,-29.822563176529254,4.165335511513167,-1,103.06677833808511,14.395399527789506,43.435884552148366,10.236664560230471,1158,147.11891891506323,0.00115909626203438,False,AWE\01772\remap85_from_l7a\slice_007\cluster_006_global_00045\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_120x120\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_006_global_00045,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_006_global_00045_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
7,7,46,ok,saved representative point,1,224,4,230,4,4204,29.730430603027344,-93.50517272949219,1.22279953956604,26.17218589782715,109.99999850756943,313.6658020019531,63.665802001953125,187.83999633789062,0.018796423450112343,-33.01047134399414,0.0005356939509510994,0.5100902765523507,0.0020588402609428573,0.1384740971333867,0.018966626650852338,-0.008413713535310872,-0.016998304358333768,1.8343335390090942,0.36097195744514465,1.473361611366272,1140,29.066275701509483,3.6546270285064653,1,24.446538430720903,3.0737677237987127,61.30949784451701,11.362319813288085,1034,145.99185579858099,1.0765363373312027,True,AWE\01772\remap85_from_l7a\slice_007\cluster_007_global_00046\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_007\cluster_007_global_00046,plots_l7a_cluster_debug\01772\slice_007\awe_l7a_tmp_2024075T0844_01772_v23_slice_007_cluster_007_global_00046_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
8,0,47,ok,saved representative point,0,208,272,208,272,5072,17.6204776763916,-83.04597473144531,1.4676669836044312,80.72605895996094,60.000001669652114,309.5829772949219,9.582963943481445,200.3800048828125,-19.219039916992188,-26.711931228637695,0.00047980097588151693,102.89272243551306,4.532019921551921e-08,29.514400298371235,1.8524618379036857,1.8266117260082673,0.30839011543595235,0.7528638243675232,0.731998860836029,0.020864956080913544,52932,-79.49498309035889,10.294150584215963,-1,75.931690380982,9.83272433692347,15.127309749374831,5.0113034462299915,1260,114.42334633465444,0.1649985285942976,False,AWE\01772\remap85_from_l7a\slice_008\cluster_000_global_00047\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_120x120\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_008\cluster_000_global_00047,plots_l7a_cluster_debug\01772\slice_008\awe_l7a_tmp_2024075T0844_01772_v23_slice_008_cluster_000_global_00047_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
8,1,-1,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,No amplitude data collected for ROI_22_120x120.
8,2,49,ok,saved representative point,1,75,14,18,64,4814,19.67799949645996,-87.9153060913086,0.8718405365943909,28.540969848632812,100.0000005060238,311.20684814453125,51.206844329833984,217.25,-21.099395751953125,-26.590579986572266,0.0006648804410360754,67.05444392984026,1.4787284436748986e-07,16.339383079760964,0.6283792237709256,0.3936862768431007,0.48976684686937366,0.6392484903335571,0.2509150505065918,0.3883334696292877,7556,-33.110407801980244,4.357772170641744,-1,26.44380804622019,3.480358547040263,52.24486534992064,10.029432186979946,1193,148.01169818976746,0.03174661757029285,False,AWE\01772\remap85_from_l7a\slice_008\cluster_002_global_00049\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_008\cluster_002_global_00049,plots_l7a_cluster_debug\01772\slice_008\awe_l7a_tmp_2024075T0844_01772_v23_slice_008_cluster_002_global_00049_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
8,3,50,ok,saved representative point,0,76,74,76,74,4874,18.863431930541992,-87.1882095336914,1.375260353088379,135.76449584960938,60.000001669652114,310.92828369140625,10.928300857543945,211.0399932861328,-25.18791389465332,-20.973224639892578,0.00047328363871201873,70.35356544207124,9.562011627897846e-08,20.31913588121636,0.608529659624373,0.5974941213823144,0.11536516612969219,0.3543545603752136,0.34161877632141113,0.012735766358673573,57680,-41.64632044504176,5.958360298703761,-1,118.15123268945582,16.9039570981733,19.354094003453266,8.057541401959543,1211,145.11430015924003,0.0015190722532393603,False,AWE\01772\remap85_from_l7a\slice_008\cluster_003_global_00050\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_21_120x120\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_008\cluster_003_global_00050,plots_l7a_cluster_debug\01772\slice_008\awe_l7a_tmp_2024075T0844_01772_v23_slice_008_cluster_003_global_00050_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
8,4,51,ok,saved representative point,1,75,14,58,18,4814,19.67799949645996,-87.9153060913086,0.8699082136154175,31.124149322509766,100.0000005060238,311.20684814453125,51.206844329833984,217.25,-21.099395751953125,-26.590579986572266,0.0006648804410360754,68.0338108772918,1.436461400841665e-07,16.578028735324228,0.5820536730678127,0.36466282589325943,0.45366011698547476,0.5835978984832764,0.22907130420207977,0.3545265793800354,2764,-34.08977474943178,4.506685969252407,-1,27.930105105051698,3.6923744354978347,52.09928821496353,9.62557369992973,1193,148.01169818976746,0.031513289982884184,False,AWE\01772\remap85_from_l7a\slice_008\cluster_004_global_00051\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_008\cluster_004_global_00051,plots_l7a_cluster_debug\01772\slice_008\awe_l7a_tmp_2024075T0844_01772_v23_slice_008_cluster_004_global_00051_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
8,5,52,ok,saved representative point,1,75,16,50,24,4816,19.65130043029785,-87.8904800415039,1.0429539680480957,52.3443717956543,60.000001669652114,311.20751953125,11.207513809204102,216.3699951171875,-21.224597930908203,-26.360214233398438,0.000657878234051168,88.2176296377297,8.453464813686732e-08,21.61038448118929,0.6607346701901398,0.6481342286460752,0.12842245149750858,0.5028635263442993,0.4838668406009674,0.01899666152894497,8292,-62.27433875942303,8.239256033638485,-1,46.78698146794913,6.190188880924914,18.892211205241406,7.775330479802983,1194,148.05900456483553,0.0014813027769936364,False,AWE\01772\remap85_from_l7a\slice_008\cluster_005_global_00052\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_32_80x80\phase_speed_from_l7a_point_summary.csv,AWE\01772\remap85_from_l7a\slice_008\cluster_005_global_00052,plots_l7a_cluster_debug\01772\slice_008\awe_l7a_tmp_2024075T0844_01772_v23_slice_008_cluster_005_global_00052_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0844_01772_v23.nc,2024075T0844_01772,01772,v23,
