Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 6294813
n_zero_after_scaled  = 22569547
sMAD_WPS min         = 0.02911075497166445
sMAD_WPS median      = 0.03292461828871866
WPS_scaled min       = -0.6750433747017294
WPS_scaled median    = 0.0
WPS_scaled max       = 29.212301405303172
