roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_74,0.5520833333333333,13.368521759945262,1.8230516542366868,167.1185217460066,5.566485751334156,1,-34.49999999999998,18.637722361034793,2.5416071568430234,2.4079690429746465
