Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   5.729030e+03    48.55%
   2    3   1.919309e+03    16.27%
   3    1   1.306322e+03    11.07%
   4    6   9.817185e+02     8.32%
   5    2   6.760152e+02     5.73%
   6    4   3.541973e+02     3.00%
   7    7   3.056403e+02     2.59%
   8    8   2.454944e+02     2.08%
   9    5   2.381543e+02     2.02%
  10    9   4.401254e+01     0.37%
