Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   4.538023e+05    73.14%
   2    6   4.652064e+04     7.50%
   3   13   4.034726e+04     6.50%
   4    3   2.196596e+04     3.54%
   5   14   8.906283e+03     1.44%
   6    1   4.609325e+03     0.74%
   7    5   3.122223e+03     0.50%
   8    2   3.047754e+03     0.49%
   9   17   2.882365e+03     0.46%
  10   18   2.762084e+03     0.45%
  11   12   2.755969e+03     0.44%
  12    4   2.614620e+03     0.42%
  13   20   2.364779e+03     0.38%
  14   75   2.136207e+03     0.34%
  15   37   1.801406e+03     0.29%
  16   26   1.493328e+03     0.24%
  17   11   1.476430e+03     0.24%
  18   47   1.306351e+03     0.21%
  19   10   1.269227e+03     0.20%
  20   43   1.252508e+03     0.20%
  21   22   1.201331e+03     0.19%
  22   38   7.761547e+02     0.13%
  23    9   6.822322e+02     0.11%
  24   27   6.814891e+02     0.11%
  25   32   6.163473e+02     0.10%
  26   21   5.279663e+02     0.09%
  27   24   5.085891e+02     0.08%
  28   16   4.643031e+02     0.07%
  29   59   4.548653e+02     0.07%
  30   19   3.445694e+02     0.06%
  31   25   2.743115e+02     0.04%
  32   44   2.677468e+02     0.04%
  33   23   2.575594e+02     0.04%
  34   31   2.521547e+02     0.04%
  35   41   2.506779e+02     0.04%
  36   53   2.431811e+02     0.04%
  37   29   2.322062e+02     0.04%
  38   42   2.250894e+02     0.04%
  39   40   2.129204e+02     0.03%
  40   33   1.909034e+02     0.03%
  41   30   1.660868e+02     0.03%
  42   97   1.617912e+02     0.03%
  43   78   1.451116e+02     0.02%
  44   71   1.387434e+02     0.02%
  45   28   1.325529e+02     0.02%
  46  105   1.323777e+02     0.02%
  47   45   1.226726e+02     0.02%
  48   49   1.225883e+02     0.02%
  49   36   1.084802e+02     0.02%
  50   89   1.074738e+02     0.02%
  51   82   9.995551e+01     0.02%
  52  156   9.813282e+01     0.02%
  53   77   9.279187e+01     0.01%
  54  126   8.953832e+01     0.01%
  55   15   8.334051e+01     0.01%
  56  110   7.756488e+01     0.01%
  57   95   7.622743e+01     0.01%
  58  100   7.471471e+01     0.01%
  59   51   7.388127e+01     0.01%
  60   61   7.235539e+01     0.01%
  61    8   7.223386e+01     0.01%
  62   35   6.953601e+01     0.01%
  63   69   6.665347e+01     0.01%
  64   92   6.636987e+01     0.01%
  65   39   6.510375e+01     0.01%
  66   85   6.500006e+01     0.01%
  67   50   6.484457e+01     0.01%
  68   67   6.463606e+01     0.01%
  69  129   6.414227e+01     0.01%
  70   64   6.157245e+01     0.01%
  71  132   5.729346e+01     0.01%
  72   52   5.415358e+01     0.01%
  73  140   4.823564e+01     0.01%
  74  133   4.799399e+01     0.01%
  75  155   4.727429e+01     0.01%
  76   81   4.695615e+01     0.01%
  77   68   4.630047e+01     0.01%
  78   79   4.619414e+01     0.01%
  79   70   4.498516e+01     0.01%
  80  168   4.463642e+01     0.01%
  81  118   4.405640e+01     0.01%
  82   90   4.175209e+01     0.01%
  83  106   4.151179e+01     0.01%
  84  125   4.090177e+01     0.01%
  85   83   4.007074e+01     0.01%
  86  145   3.877483e+01     0.01%
  87  108   3.855890e+01     0.01%
  88  130   3.828425e+01     0.01%
  89   73   3.803299e+01     0.01%
  90  112   3.772772e+01     0.01%
  91   66   3.717707e+01     0.01%
  92   46   3.702377e+01     0.01%
  93    7   3.645102e+01     0.01%
  94  137   3.597197e+01     0.01%
  95   63   3.400764e+01     0.01%
  96   55   3.260190e+01     0.01%
  97  122   3.259810e+01     0.01%
  98  109   3.160111e+01     0.01%
  99  149   3.106830e+01     0.01%
 100  159   3.063364e+01     0.00%
 101   99   2.926886e+01     0.00%
 102  167   2.828379e+01     0.00%
 103  191   2.810754e+01     0.00%
 104  166   2.574011e+01     0.00%
 105  138   2.556580e+01     0.00%
 106   80   2.555434e+01     0.00%
 107  128   2.530880e+01     0.00%
 108  192   2.451120e+01     0.00%
 109  131   2.440302e+01     0.00%
 110  116   2.399802e+01     0.00%
 111  115   2.377908e+01     0.00%
 112   72   2.231275e+01     0.00%
 113   48   2.213724e+01     0.00%
 114  114   2.171538e+01     0.00%
 115   88   2.159331e+01     0.00%
 116  104   2.148457e+01     0.00%
 117  150   2.142574e+01     0.00%
 118  165   2.077945e+01     0.00%
 119   87   2.065158e+01     0.00%
 120   65   2.055906e+01     0.00%
 121   91   2.013395e+01     0.00%
 122   94   1.979448e+01     0.00%
 123  123   1.935485e+01     0.00%
 124  171   1.915222e+01     0.00%
 125   58   1.907269e+01     0.00%
 126   34   1.872487e+01     0.00%
 127   74   1.865142e+01     0.00%
 128  160   1.842830e+01     0.00%
 129   96   1.838246e+01     0.00%
 130   56   1.795380e+01     0.00%
 131  120   1.764870e+01     0.00%
 132  111   1.755489e+01     0.00%
 133   60   1.717503e+01     0.00%
 134  103   1.692860e+01     0.00%
 135   86   1.655798e+01     0.00%
 136  113   1.643297e+01     0.00%
 137  124   1.625610e+01     0.00%
 138  173   1.605137e+01     0.00%
 139   84   1.569867e+01     0.00%
 140  135   1.548691e+01     0.00%
 141   54   1.526760e+01     0.00%
 142   98   1.521084e+01     0.00%
 143  183   1.486468e+01     0.00%
 144  141   1.428414e+01     0.00%
 145  185   1.426262e+01     0.00%
 146   76   1.419464e+01     0.00%
 147  158   1.376704e+01     0.00%
 148  119   1.367680e+01     0.00%
 149  169   1.347574e+01     0.00%
 150  102   1.337405e+01     0.00%
 151   62   1.306459e+01     0.00%
 152  194   1.172395e+01     0.00%
 153  151   1.166428e+01     0.00%
 154  195   1.153040e+01     0.00%
 155  139   1.146978e+01     0.00%
 156  144   1.137212e+01     0.00%
 157   57   1.060080e+01     0.00%
 158   93   1.058954e+01     0.00%
 159  134   1.028577e+01     0.00%
 160  181   1.020534e+01     0.00%
 161  186   9.694790e+00     0.00%
 162  178   9.632223e+00     0.00%
 163  162   9.173677e+00     0.00%
 164  147   8.725626e+00     0.00%
 165  148   8.509237e+00     0.00%
 166  117   8.159328e+00     0.00%
 167  174   7.838931e+00     0.00%
 168  179   7.117583e+00     0.00%
 169  107   7.072893e+00     0.00%
 170  142   6.704867e+00     0.00%
 171  176   6.696239e+00     0.00%
 172  175   6.547987e+00     0.00%
 173  127   6.540423e+00     0.00%
 174  172   6.497156e+00     0.00%
 175  180   6.224420e+00     0.00%
