Cluster power ranking (clustered only)

name = amp0p15
MIN_AMP = 0.15
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   1.504348e+03    27.56%
   2    0   1.295715e+03    23.74%
   3    5   2.447913e+02     4.49%
   4    2   2.322988e+02     4.26%
   5    3   2.112749e+02     3.87%
   6    4   1.505634e+02     2.76%
   7    6   1.313872e+02     2.41%
   8   13   1.181180e+02     2.16%
   9   12   1.147735e+02     2.10%
  10   10   1.089079e+02     2.00%
  11   23   9.797540e+01     1.80%
  12    9   8.947959e+01     1.64%
  13    7   8.085172e+01     1.48%
  14   27   7.793957e+01     1.43%
  15   16   6.993223e+01     1.28%
  16   19   6.717793e+01     1.23%
  17   26   5.072029e+01     0.93%
  18   59   4.883200e+01     0.89%
  19   53   4.605432e+01     0.84%
  20   41   4.353823e+01     0.80%
  21   25   4.269999e+01     0.78%
  22   40   4.086368e+01     0.75%
  23    8   3.892039e+01     0.71%
  24   15   3.692355e+01     0.68%
  25   49   3.668105e+01     0.67%
  26   46   3.479508e+01     0.64%
  27   22   3.361529e+01     0.62%
  28   38   3.195213e+01     0.59%
  29   14   2.949774e+01     0.54%
  30   39   2.731784e+01     0.50%
  31   54   2.728152e+01     0.50%
  32   30   2.329373e+01     0.43%
  33   65   2.312272e+01     0.42%
  34   55   2.259317e+01     0.41%
  35   60   2.045062e+01     0.37%
  36   47   1.962143e+01     0.36%
  37   50   1.949986e+01     0.36%
  38   45   1.755065e+01     0.32%
  39   44   1.697268e+01     0.31%
  40   21   1.516523e+01     0.28%
  41   28   1.476781e+01     0.27%
  42   43   1.126836e+01     0.21%
  43   37   9.303354e+00     0.17%
  44   11   8.134365e+00     0.15%
  45   35   6.957611e+00     0.13%
  46   20   5.815404e+00     0.11%
  47   51   5.387078e+00     0.10%
  48   34   5.266577e+00     0.10%
  49   58   5.050631e+00     0.09%
  50   33   4.995683e+00     0.09%
  51   24   4.806145e+00     0.09%
  52   29   4.775766e+00     0.09%
  53   56   4.517029e+00     0.08%
  54   57   4.298920e+00     0.08%
  55   31   3.311799e+00     0.06%
  56   42   2.647417e+00     0.05%
  57   66   2.367704e+00     0.04%
  58   67   2.126674e+00     0.04%
  59   64   2.125197e+00     0.04%
  60   32   1.429498e+00     0.03%
  61   62   1.251157e+00     0.02%
  62   17   1.221328e+00     0.02%
  63   52   8.129495e-01     0.01%
  64   36   7.204685e-01     0.01%
  65   61   2.109314e-01     0.00%
  66   18   1.964836e-01     0.00%
  67   63   1.163208e-01     0.00%
  68   48   1.067908e-01     0.00%
