Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    5   3.317745e+04    26.05%
   2    2   1.859514e+04    14.60%
   3    0   1.769145e+04    13.89%
   4    1   1.135249e+04     8.91%
   5    6   8.247577e+03     6.48%
   6    4   6.486977e+03     5.09%
   7    8   5.278301e+03     4.14%
   8   11   5.035994e+03     3.95%
   9   15   2.777643e+03     2.18%
  10    7   2.433153e+03     1.91%
  11   19   2.175049e+03     1.71%
  12   18   1.993114e+03     1.56%
  13    9   1.896193e+03     1.49%
  14   16   1.796346e+03     1.41%
  15    3   1.752514e+03     1.38%
  16   13   1.722846e+03     1.35%
  17   14   1.660257e+03     1.30%
  18   20   1.154204e+03     0.91%
  19   21   1.044213e+03     0.82%
  20   17   5.715963e+02     0.45%
  21   12   3.228751e+02     0.25%
  22   10   1.982991e+02     0.16%
