image_index,wavelength_km,wavelength_error_km,angle_deg,angle_error_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,24.078299311787823,3.878253751979818,18.807610192934316,11.495929370513315,-0.21668786866695355,0.2510976332021746,0.830684256127723,1.0,0.8200870782617686,0.2935591832805706,-0.18964811156216066
1,24.000324597610955,3.9217554091406504,18.837940431094232,11.65490802902308,-0.2307846240383188,0.23479862807730179,0.8225057879057698,1.0,0.8317297215573585,0.30731925577402164,-0.17633227618704195
2,23.97649734482926,3.923334051804324,18.796181352153184,11.670073667612622,-0.24718857607355071,0.22647306643759912,0.8200870329115864,1.0,0.8349811876039435,0.3039585444939532,-0.18316089287972181
3,23.983253393457396,3.9167630918824186,18.702713333519675,11.653939415755135,-0.2373597439522558,0.2473245107449673,0.8274661352589001,0.9998899816372993,0.8283638178418291,0.2880287543610418,-0.20321814077366818
4,23.972166754621238,3.9244551108771617,18.626569594840593,11.679072970191854,-0.23065387397873327,0.2559578936350515,0.8289090921570932,1.0,0.8274031653089859,0.2876034926891702,-0.20398689152005645
5,24.046286117224003,3.886453888035868,18.441677319410633,11.527028450139582,-0.21576284861428918,0.27893400423674986,0.836482992304282,1.0,0.8161619359882293,0.26835678327385093,-0.22421461720080427
6,24.02469852179758,3.9118847249087607,18.405907334528766,11.572736103257666,-0.20187567391882089,0.2895990155119057,0.8377790975558377,1.0,0.8185884468510713,0.274890395745917,-0.21758201117117426
7,24.016309516267388,3.9197282985983404,18.272569068066765,11.59256126976771,-0.18648322029728692,0.3083029540502662,0.8470640282805255,0.9992841787133249,0.812578803905939,0.26633102371837625,-0.22543332428287388
8,24.005473367991087,3.9316046045313398,18.2405137814618,11.621601974366959,-0.16898232520323642,0.32716624406772676,0.8557774706066668,0.9988578120081542,0.8052673281572604,0.25042390250593005,-0.24242439279572892
9,24.024062590799875,3.932715383376753,18.304749135581538,11.647520735597748,-0.14080316269584248,0.3582040233275703,0.868221385333207,0.9964207191614489,0.7924198277339718,0.2318114632525381,-0.25933185333595743
10,24.033551445882324,3.9287533906472296,18.4043270140712,11.66957920732487,-0.11425135821320076,0.3948309980358604,0.8897643741403256,0.994696103949094,0.7714969931115989,0.2000899942997758,-0.28861330539865004
11,24.053278356359456,3.987560871399913,18.47247123612514,11.881120655611825,-0.10410128104327465,0.40803955162842054,0.891598221750495,0.9942478951063882,0.7604215170220876,0.17954137711958107,-0.31093688786941276
12,24.09481140133979,3.972615231209777,18.508750839634473,11.895247899820484,-0.06882668972723094,0.4449401333029128,0.9077750122865194,0.9903024374950289,0.7371951978037921,0.1478496747393243,-0.3390149363137567
13,24.010894912129313,3.951783660550424,18.801084743456542,11.866611533782986,-0.056766622382987575,0.4625358775437973,0.9114520818485532,0.9884874870774978,0.7286065353040445,0.13340680454892695,-0.3543025336927126
14,24.026212547676778,3.940929479787212,18.81409558536583,11.858908804584482,-0.045379683867325604,0.4790504371569486,0.9188166434724474,0.9839400592298826,0.713407379664768,0.10946463242394189,-0.3769060796083846
15,24.06021515049599,3.9277202541223413,18.730320107232256,11.830206076895506,-0.018503650270011884,0.5012897928189042,0.9263503075467248,0.9822734185888171,0.7029515494170226,0.09893061795556624,-0.38552677577389693
16,24.045275455505198,3.932194971732939,18.665845082312373,11.808144431605832,-1.7110743625647906e-05,0.5176154873889323,0.9328851844638111,0.9787789827367737,0.6899780596481038,0.08079750093447657,-0.40243990921305195
17,24.155257709106515,3.9163460542653064,18.42637613279399,11.72989806400245,0.040074541420275,0.5488386823619389,0.9444625710006174,0.9731516665333761,0.6811313479530914,0.07301758638246603,-0.40764181958252077
18,24.153589997939402,3.8895144841405287,18.326932160189976,11.622638891380367,0.06318384165539981,0.5675483269411155,0.9510534607022381,0.9662489558774314,0.6616116354649475,0.04996534415758869,-0.4278742439181662
19,24.167880386351083,3.8827118366536904,18.24133071426927,11.636830203365218,0.08363024551287901,0.5823615567936693,0.9562256723629521,0.9603758297937137,0.6430308744007358,0.03559626920653747,-0.43861869161552625
20,24.196358199243626,3.886268601923395,18.15719288735708,11.668288405659162,0.12531594147156566,0.6112964010436046,0.9653608310254793,0.9519856722938005,0.6190714245709696,0.014096338822320975,-0.4554186148630993
21,24.209590471747113,3.886177472838059,18.112196384037055,11.685822026518744,0.15472652696634626,0.6354754379441201,0.9717016878314582,0.9472320751429419,0.6061805072599076,8.247229825775193e-05,-0.46633730266008333
22,24.2113234132143,3.8934320666143325,18.09105892869201,11.723657910673712,0.1543228554181879,0.6370527558927797,0.9712528186905725,0.9475026459486771,0.6087101573461016,0.004269947648325889,-0.46218218313973614
23,24.237614606480157,3.89362039470536,18.06154149237826,11.74280003478898,0.1733220799382198,0.6499822539771005,0.971376841824682,0.9434880188030013,0.6043293466463342,-0.0033247691491444797,-0.46898580285984304
24,24.266583856705253,3.8848996421392057,18.027252965853926,11.752473158739793,0.1941556995625091,0.6676111194925354,0.976740201304027,0.9380996501800227,0.5865999756846239,-0.022500687124892726,-0.48475173578208464
25,24.296500313992894,3.8734772587585713,18.095739996230247,11.790446606621186,0.23186196401304882,0.6923590093802039,0.9814010620101237,0.9316483337815493,0.5739419106077912,-0.04083217370630643,-0.5013252565962794
26,24.321241152297606,3.8580137422330374,18.134187401561356,11.817021642127816,0.25806481273924575,0.7115630137452162,0.9890064893717503,0.9245453128580787,0.5558283698245658,-0.05880069205926686,-0.518275228664997
27,24.356680501003897,3.839848740451908,18.115459799510848,11.795870856499725,0.2819286311163909,0.7268661054941608,0.9915519271756723,0.9176448129302932,0.5433204484957062,-0.07606189524257345,-0.5354956157702977
