Cluster power ranking (clustered only)

name = amp0p15
MIN_AMP = 0.15
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   4.268541e+02    12.05%
   2    2   2.865291e+02     8.09%
   3    0   2.656003e+02     7.50%
   4    5   2.427831e+02     6.85%
   5    3   2.320442e+02     6.55%
   6    4   1.788791e+02     5.05%
   7    7   1.713725e+02     4.84%
   8   27   1.350636e+02     3.81%
   9   23   1.116317e+02     3.15%
  10    9   1.032805e+02     2.92%
  11   15   9.144226e+01     2.58%
  12   12   8.484916e+01     2.40%
  13   29   7.763742e+01     2.19%
  14    6   7.303122e+01     2.06%
  15   24   6.952215e+01     1.96%
  16   17   6.382864e+01     1.80%
  17   10   6.298447e+01     1.78%
  18   37   6.091152e+01     1.72%
  19   30   5.661263e+01     1.60%
  20   11   5.182363e+01     1.46%
  21   31   5.009299e+01     1.41%
  22   35   4.942169e+01     1.40%
  23   14   4.905026e+01     1.38%
  24   26   4.359973e+01     1.23%
  25   44   4.206030e+01     1.19%
  26   16   3.953991e+01     1.12%
  27   13   3.859577e+01     1.09%
  28   39   3.730634e+01     1.05%
  29   34   3.698342e+01     1.04%
  30   33   3.313276e+01     0.94%
  31   62   2.680721e+01     0.76%
  32   54   2.577358e+01     0.73%
  33   41   2.461749e+01     0.69%
  34   48   1.975805e+01     0.56%
  35   32   1.779813e+01     0.50%
  36   61   1.777365e+01     0.50%
  37   43   1.704208e+01     0.48%
  38   45   1.528501e+01     0.43%
  39   28   1.526266e+01     0.43%
  40   40   1.342390e+01     0.38%
  41   55   1.254909e+01     0.35%
  42   18   1.179703e+01     0.33%
  43   49   7.939633e+00     0.22%
  44   51   6.934483e+00     0.20%
  45   58   5.528848e+00     0.16%
  46   19   4.725227e+00     0.13%
  47   52   4.636975e+00     0.13%
  48   57   4.203735e+00     0.12%
  49   25   3.871297e+00     0.11%
  50   60   2.922204e+00     0.08%
  51   47   2.887613e+00     0.08%
  52   42   2.125520e+00     0.06%
  53   20   2.086552e+00     0.06%
  54   63   1.978005e+00     0.06%
  55   50   1.797994e+00     0.05%
  56   21   1.472468e+00     0.04%
  57   53   1.372534e+00     0.04%
  58   59   1.288100e+00     0.04%
  59    8   7.808718e-01     0.02%
  60   36   5.028624e-01     0.01%
  61   22   4.197248e-01     0.01%
  62   46   3.196198e-01     0.01%
  63   56   1.928995e-01     0.01%
  64   38   1.177645e-01     0.00%
