cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       67             568       0   0.024  0.098   1700     1.682           1.4        79.5        78.2      22.6      38.1
       68             547       1   0.013  0.234   2136     1.189          13.7       114.9       101.2      38.1      32.0
       69             564       0   0.004  0.263   3820     1.000          62.0       108.0       170.0      38.1      38.1
       70             571       0   0.005  0.009    184     1.993           0.0        90.0        90.0      38.1      19.1
       71             534       0   0.010  0.869   3068     1.091          78.3        17.3        95.6      26.9      29.3
       72             550       0   0.000  0.004     64     1.189          80.0       100.0         0.0      38.1      45.3
       73             568       1   0.032  0.092   1020     1.091           1.6        80.0        78.4      34.9      38.1
       74             538       0   0.015  0.604    488     1.000          40.1       130.2        90.1      16.0      16.0
       75             542       1   0.050  0.301   1056     1.000           5.1       100.6        95.5      20.7      20.7
       76             571       1   0.028  0.385    580     1.000          12.8       102.8        90.0      16.0      16.0
       77             534       1   0.012  0.194   1640     1.091          13.8        80.0        93.8      32.0      29.3
       78             568       0   0.013  0.453   1408     1.834          18.4        60.0        78.4      20.7      38.1
       79             547       0   0.008  0.761   2068     1.297          73.5        27.7       101.2      24.7      32.0
       80             568       0   0.037  0.228   1464     1.682           2.6        80.5        77.9      22.6      38.1
       81             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       82             547       0   0.009  0.840   2000     1.297          68.7       170.0       101.3      24.7      32.0
       83             534       0   0.017  0.577   2568     1.091          30.6        64.8        95.4      26.9      29.3
       84             547       0   0.007  0.819   1916     1.414          78.7         0.0       101.3      22.6      32.0
       85             571       0   0.004  0.317    400     1.000          70.0        20.0        90.0      16.0      16.0
       86             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       87             547       0   0.021  0.763   1768     1.542          22.3       123.3       100.9      20.7      32.0
       88             610       0   0.252  0.327    348     1.297           0.0       110.0       110.0      17.4      22.6
       89             573       1   0.144  0.297   2796     1.091           0.9        90.9        91.8      45.3      41.5
       90             596       0   0.001  0.138    684     4.362          39.1        80.9       120.0      17.4      76.1
       91             606       0   0.000  0.033    148     4.362          49.7       100.3       150.0      16.0      69.8
       92             547       1   0.034  0.506   2196     1.091          12.6       113.8       101.2      34.9      32.0
       93             547       0   0.021  0.542   2112     1.297          18.8       120.0       101.2      41.5      32.0
       94             542       0   0.009  0.538    968     1.189          49.8        45.3        95.1      24.7      20.7
       95             588       0   0.001  0.168   1016     2.594          77.1        92.9       170.0      26.9      69.8
       96             606       0   0.001  0.093    404     3.084          40.0       110.0       150.0      22.6      69.8
       97             580       0   0.007  0.403    332     1.091          52.9       142.9        90.0      16.0      17.4
       98             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       99             534       0   0.013  0.665   2204     1.091          45.6        50.0        95.6      32.0      29.3
      100             596       0   0.001  0.290    916     3.668          59.1        60.9       120.0      20.7      76.1
      101             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      102             557       1   0.559  0.609   1704     1.091           0.0       110.0       110.0      26.9      29.3
      103             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      104             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      105             606       0   0.000  0.070    308     3.364          60.0        90.0       150.0      20.7      69.8
      106             580       0   0.003  0.226    336     1.091          80.0       170.0        90.0      19.0      17.4
      107             606       0   0.000  0.094    404     4.000          70.0        80.0       150.0      17.4      69.8
      108             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      109             557       0   0.014  0.367    848     1.189          20.6       130.6       110.0      24.7      29.3
      110             596       0   0.003  0.361   1264     4.757          23.9        96.1       120.0      16.0      76.1
      111             580       0   0.003  0.092    112     1.542          20.0       110.0        90.0      24.7      16.0
      112             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      113             536       0   0.000  0.020    568     6.169          11.0        11.0         0.0      16.0      98.7
      114             571       0   0.005  0.199    216     1.241          30.0        60.0        90.0      16.7      20.7
      115             606       0   0.002  0.161    848     2.378          40.0       110.0       150.0      29.3      69.8
      116             542       0   0.007  0.455    640     1.091          56.3       152.5        96.1      19.0      20.7
      117             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      118             588       0   0.001  0.226   1356     2.181          74.4        95.6       170.0      32.0      69.8
      119             556       0   0.028  0.033    216     1.189           0.0       170.0       170.0      32.0      38.1
      120             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      121             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      122             552       0   0.000  0.017    168     6.727          46.5       123.5       170.0      16.0     107.6
      123             547       0   0.005  0.456   1060     2.000          48.2       150.2       102.0      19.0      38.1
      124             623       0   0.005  0.161    112     1.091          30.4        70.0       100.4      24.7      22.6
      125             529       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      126             571       0   0.002  0.149    264     1.189          80.0        10.0        90.0      24.7      20.7
      127             557       0   0.008  0.701   1832     1.189          70.6         0.6       110.0      34.9      29.3
      128             571       0   0.005  0.336    320     1.414          50.0        40.0        90.0      24.7      17.4
