cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        0              57       1   0.047  0.246   5120     1.000           4.2        95.0        99.2      19.0      19.0
        1              54       1   0.084  0.326  13680     1.091           2.6        93.9        96.4      24.7      26.9
        2              56       1   0.257  0.304   4552     1.091           0.1        88.8        88.9      17.4      19.0
        3              90       1   0.064  0.137   1680     1.189           0.8       101.4       100.6      22.6      26.9
        4              96       1   0.123  0.226    636     1.091           0.7        80.7        80.0      16.0      17.4
        5              61       1   0.050  0.234   1232     1.091           3.3       123.3       120.0      19.0      17.4
        6             182       0   0.199  0.515    204     2.594           0.0        90.0        90.0      17.4      45.3
        7              54       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        8              58       1   0.075  0.346  24600     1.091           3.2        95.8        92.6      64.0      69.8
        9             134       1   0.144  0.213    836     1.189           0.2       104.0       104.3      22.6      19.0
       10             133       1   0.015  0.127    364     1.000           7.5        90.0        82.5      16.0      16.0
       11             133       1   0.054  0.185    440     1.091           2.1        85.0        82.9      17.4      16.0
       12              55       1   0.015  0.080   1916     1.091           3.7       110.0       113.7      32.0      29.3
       13             200       1   0.050  0.055    100     1.091           0.0       110.0       110.0      17.4      19.0
       14              75       1   0.452  0.493   1508     1.091           0.0       110.0       110.0      22.6      24.7
       15              66       1   0.047  0.576  24412     1.000          11.3       120.2       131.5      64.0      64.0
       16             115       1   0.147  0.287    828     1.000           1.0        99.0       100.0      16.0      16.0
       17              54       0   0.003  0.022    940     1.297           4.6        97.7        93.1      26.9      34.9
       18             110       1   0.119  0.130    952     1.091           0.0       100.0       100.0      38.1      34.9
       19             120       1   0.042  0.297   1404     1.000           6.0        90.0        84.0      26.9      26.9
       20             106       1   0.170  0.274   5804     1.000           0.6       119.5       120.1      41.5      41.5
       21             120       1   0.047  0.267    964     1.189           3.8        85.7        81.9      22.6      26.9
       22              95       0   0.090  0.139   2428     1.542           0.0       110.0       110.0      64.0      41.5
       23             118       0   0.003  0.053    292     1.682          10.0       100.0       110.0      20.7      34.9
       24             125       1   0.004  0.052    228     1.091           9.7       100.0       109.7      26.9      24.7
       25              54       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26              54       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27             120       0   0.027  0.037    276     1.189           0.1        90.0        89.9      32.0      26.9
       28             145       1   0.459  0.500    284     1.091           0.0        80.0        80.0      16.0      17.4
