method,tag,N,mean_K,std_K,median_K,IQR_K,min_K,max_K,RMSE_K,MAE_K,corr_AWE_SABER,slope_OLS_SABER_vs_AWE,intercept_OLS,slope_TLS_SABER_vs_AWE,intercept_TLS,pct_|dT|<=3K,pct_|dT|<=5K,pct_|dT|<=10K,pct_|dT|<=15K,pct_|dT|>15K
Method 1,m1,13122,-0.6963785995105929,8.983065876377701,-0.406977185,11.29769701375,-45.05212068,50.65309805,9.00967624618601,6.976054923272671,0.7845538251997646,0.9675250216622411,5.686262136079736,1.304740979921441,-60.590250487751405,28.13595488492608,44.89407102575827,75.79637250419144,90.88553574150282,9.114464258497181
