Cluster power ranking (clustered only)

name = rednoise4
MIN_AMP = 1.2
THR = 0.25
WHITE_NOISE_THRESHOLD = 0.15
WPS_NOISE_THRESHOLD = 4.0

rank  kcl      P_abs           P_pct
   1    0   8.307960e+04    17.62%
   2    8   5.741883e+04    12.18%
   3   11   4.810371e+04    10.20%
   4   17   3.756937e+04     7.97%
   5    7   3.450420e+04     7.32%
   6   10   3.220495e+04     6.83%
   7    2   3.024887e+04     6.41%
   8    3   2.727859e+04     5.78%
   9    9   1.801164e+04     3.82%
  10    1   1.513043e+04     3.21%
  11   13   1.507990e+04     3.20%
  12   15   1.290917e+04     2.74%
  13   19   1.132872e+04     2.40%
  14   12   8.928597e+03     1.89%
  15    4   8.390117e+03     1.78%
  16    6   7.812972e+03     1.66%
  17   21   6.488099e+03     1.38%
  18   16   6.460032e+03     1.37%
  19    5   4.177680e+03     0.89%
  20   14   4.123672e+03     0.87%
  21   20   1.538780e+03     0.33%
  22   18   8.179973e+02     0.17%
