Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   9.143253e+04    29.27%
   2    3   4.609166e+04    14.76%
   3    4   2.307236e+04     7.39%
   4   18   2.236432e+04     7.16%
   5   16   1.667885e+04     5.34%
   6    6   1.567786e+04     5.02%
   7    7   1.467763e+04     4.70%
   8   14   1.446373e+04     4.63%
   9    2   1.362477e+04     4.36%
  10    1   1.188731e+04     3.81%
  11   12   7.260722e+03     2.32%
  12    5   6.395575e+03     2.05%
  13    8   5.551816e+03     1.78%
  14   17   4.769018e+03     1.53%
  15   23   4.120868e+03     1.32%
  16   21   2.750148e+03     0.88%
  17   20   2.687835e+03     0.86%
  18   10   2.328695e+03     0.75%
  19   15   2.192788e+03     0.70%
  20   13   1.267260e+03     0.41%
  21    9   9.961271e+02     0.32%
  22   22   9.285936e+02     0.30%
  23   11   7.693480e+02     0.25%
  24   19   3.611695e+02     0.12%
