distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999941855225312759e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999784720106574820e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.999499704626247931e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.999026885269597376e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.998334594798093944e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.997529262308232356e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.996944778977979729e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.996814192631944263e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.996874264173457592e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.996689546557431250e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.996142566907930682e-01
1.200000000000000000e+01,2.000000000000000000e+00,9.995832345163272459e-01
1.300000000000000000e+01,2.000000000000000000e+00,9.995855901426007328e-01
1.400000000000000000e+01,2.000000000000000000e+00,9.995793175843842304e-01
1.500000000000000000e+01,2.000000000000000000e+00,9.995685872406002703e-01
1.600000000000000000e+01,2.000000000000000000e+00,9.995498161668071591e-01
1.700000000000000000e+01,2.000000000000000000e+00,9.995185130092703041e-01
1.800000000000000000e+01,2.000000000000000000e+00,9.994768534423460471e-01
1.900000000000000000e+01,2.000000000000000000e+00,9.994326610395209975e-01
2.000000000000000000e+01,2.000000000000000000e+00,9.993906576644698836e-01
2.100000000000000000e+01,2.000000000000000000e+00,9.993478924778941286e-01
2.200000000000000000e+01,2.000000000000000000e+00,9.992978502471587809e-01
2.300000000000000000e+01,2.000000000000000000e+00,9.992369005458757725e-01
2.400000000000000000e+01,2.000000000000000000e+00,9.991687099304186193e-01
2.500000000000000000e+01,2.000000000000000000e+00,9.991005901871288231e-01
2.600000000000000000e+01,2.000000000000000000e+00,9.990309797102043810e-01
2.700000000000000000e+01,2.000000000000000000e+00,9.989461881830884460e-01
2.800000000000000000e+01,2.000000000000000000e+00,9.988359743019463721e-01
2.900000000000000000e+01,2.000000000000000000e+00,9.987099296189748676e-01
