image_index,dominant_wavelength_km,dominant_theta_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,28.508758980490857,175.0,-0.6381518291907267,0.015487771884107548,0.7050410886675254,1.0,0.7250970696097998,-0.0070478620759356625,-0.7085979542047578
1,28.508758980490857,175.0,-0.5968428825809731,0.052869768057318245,0.7239951821531874,0.999911441967011,0.7241865049718654,0.0015664251044735789,-0.6988341751151301
2,28.508758980490857,175.0,-0.656152117926454,-0.0076037293976074505,0.6946502562234729,0.999944272377624,0.7277739996291424,-0.008333656130277922,-0.7153023789202562
3,28.508758980490857,175.0,-0.6770720540318549,-0.05095312756169479,0.6632781085972963,0.9971295883838629,0.7465156261639352,0.011057005034918355,-0.7103860581811283
4,28.508758980490857,175.0,-0.7135322022192053,-0.12475957776239599,0.6171290967200032,0.9929789748864501,0.7545777281033075,0.0035391626379002172,-0.7228036425763307
5,28.508758980490857,175.0,-0.705250233733885,-0.11936726817344068,0.6189360287362629,0.9917700261816063,0.7515306438657015,0.0017812846108575808,-0.7183899576253878
6,28.508758980490857,175.0,-0.6830160153050265,-0.0784062749177068,0.639474660984483,0.9961597293448525,0.7628887784402096,0.028962474492919776,-0.6999348033710004
7,28.508758980490857,175.0,-0.7164964560696361,-0.13546876228532756,0.6102825130092664,0.9851602870520835,0.7534967237064412,0.008610185368302048,-0.7148706839441255
8,28.508758980490857,175.0,-0.7043583985952585,-0.09750038286332596,0.6394773763407344,0.9916036727233328,0.7317113927204477,-0.02683734558290085,-0.7390271698350741
9,28.508758980490857,175.0,-0.6977980463374729,-0.09996526518045168,0.6342131716372132,0.9920051531451441,0.7378326377909097,-0.017893192787166834,-0.7335746992979315
10,28.508758980490857,175.0,-0.6962218114970611,-0.09801576486130703,0.6359689799661106,0.9912601486041093,0.73625432616091,-0.019429078663337318,-0.733570211824387
11,28.508758980490857,175.0,-0.7602282219324801,-0.1800740652520334,0.6019195786810034,0.9801938397419587,0.7217447435666624,-0.05206100101155542,-0.7597122534555067
12,28.508758980490857,175.0,-0.7430439403772078,-0.16968355459119033,0.5922474350312203,0.990374617436361,0.7721925609868077,0.01938521219201328,-0.7211467669335618
13,28.508758980490857,175.0,-0.7718138750285877,-0.19375190119368646,0.5895596811813852,0.9901175108962619,0.7689696808577431,0.010492897234129162,-0.7294335959157905
14,30.20397800581419,175.0,-0.7666032682762194,-0.18709593507555566,0.590396688964981,0.9894866781358065,0.7750105418285851,0.02356623612210118,-0.7199116042448848
15,30.20397800581419,175.0,-0.7619046490133283,-0.19024983096454606,0.5832837588782049,0.9881177414576683,0.7802820240377546,0.029574877621666884,-0.7179818658747492
16,30.20397800581419,175.0,-0.7420713373460406,-0.1468306254841122,0.613141922576679,0.9634758772575425,0.709144271611954,-0.04561049697112707,-0.7407683905294616
17,30.20397800581419,175.0,-0.7455046119893389,-0.13883465673770823,0.6252284866760689,0.9890628465067781,0.7582511394456157,0.015929427567709098,-0.7102038817888799
18,30.20397800581419,175.0,-0.7828552416202021,-0.20606902507265235,0.5895536846046094,0.9664793491970305,0.7145837425253456,-0.05675472835825124,-0.75797766552804
