image_index,dominant_wavelength_km,dominant_theta_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
19,30.20397800581419,175.0,-0.7860548765741726,-0.20644154325470676,0.5899504021256026,0.9769297611469496,0.739976735761801,-0.02882412793229605,-0.743131606509809
20,30.20397800581419,175.0,-0.8287331642437118,-0.261204458264066,0.561971351165937,0.9842316790983596,0.7880567150292384,0.03615118479418755,-0.7122707454443036
21,30.20397800581419,175.0,-0.790658446920953,-0.24083052208302513,0.5642316467146336,0.9527249246438736,0.6976459966086566,-0.08502049567355208,-0.768827199805803
22,30.20397800581419,175.0,-0.7739411978983064,-0.22987551030726794,0.5634190140647961,0.9368442286564547,0.6646953886930653,-0.1131075338282701,-0.7757957379068722
23,30.20397800581419,175.0,-0.7500334602980264,-0.284575621502157,0.5108223911719696,0.8745552023488223,0.5618598162831387,-0.23084580294143808,-0.801455419558441
24,30.20397800581419,175.0,-0.7470543013350717,-0.19180718876477898,0.5801226103139043,0.935776413163526,0.6591929681447781,-0.11702388189415758,-0.7722039435537678
25,30.20397800581419,175.0,-0.7706178345845242,-0.19748164190915585,0.5890966148465049,0.9679487304011745,0.7203901285629288,-0.05285789659653273,-0.7542158340695773
26,30.20397800581419,175.0,-0.7873544093839752,-0.2529114443015701,0.5580112721236947,0.9347771627877919,0.6398010446374576,-0.15881216749544036,-0.8001081341942606
27,30.20397800581419,175.0,-0.754096533705324,-0.16826369381452,0.6008722671970244,0.9727047533408806,0.7419327618126423,-0.004288697069647074,-0.7246143058075001
28,30.20397800581419,175.0,-0.775011166355563,-0.21434845970541117,0.5767564756758978,0.9698999769362329,0.7355156630129633,-0.037937089207722874,-0.747830409156397
29,30.20397800581419,175.0,-0.746639807708224,-0.13948447741066416,0.6234602428161033,0.9905668937887506,0.7725095808641467,0.038716923729747776,-0.6940601831756009
30,30.20397800581419,175.0,-0.7211002523536778,-0.10844005614218633,0.6316570665832746,0.99316217122728,0.7770810006478686,0.05307654251320271,-0.6787364374987951
31,30.20397800581419,175.0,-0.7525350917252221,-0.21956695674709048,0.5520595619534285,0.91814028111657,0.6434092406760765,-0.13116161876752486,-0.7757628773470134
32,30.20397800581419,175.0,-0.7688765595132416,-0.21995039808179484,0.5649525036848622,0.9552020803298706,0.705094388465312,-0.0718821465755094,-0.7625297397282759
33,30.20397800581419,175.0,-0.7079558167246238,-0.08971114936022151,0.6405369542163728,0.9930399381250601,0.7709347387345447,0.04904416672884393,-0.6766566965352492
34,30.20397800581419,175.0,-0.7073412513582584,-0.09149382244365944,0.6405050071431564,0.9919004845755373,0.7564324834896536,0.019564889665532936,-0.703735743547568
35,30.20397800581419,175.0,-0.6194458721988783,0.01315799682315033,0.6929112335990657,0.9952388163602872,0.7646317838952703,0.06190775179607555,-0.6500292728088363
36,30.20397800581419,175.0,-0.604455127398498,0.03489673801567594,0.7051590787148387,0.9942357093874901,0.761448883095341,0.06208004080665064,-0.6453386582654039
37,30.20397800581419,175.0,-0.6028282282438934,0.04202806711673657,0.710546006982449,0.9982092508711591,0.7614192852215058,0.05757730301528796,-0.6490060015705845
38,30.20397800581419,175.0,-0.6146128783867464,0.021018535737732602,0.6937112236510623,0.9945168465970362,0.7684499482959204,0.07010608842222021,-0.6426379441336757
39,30.20397800581419,175.0,-0.6242447034645988,0.020600005267923605,0.7042807429713818,0.998179519807668,0.7449939184127528,0.02023390184804663,-0.681059467538764
40,30.20397800581419,175.0,-0.6211230728146184,0.019807270669328636,0.6988421357376486,0.9978077993272068,0.7624101661296498,0.054531045556483804,-0.654297339846325
41,30.20397800581419,175.0,-0.5683311747248068,0.0773580046816893,0.7267469748212034,0.9929528945244392,0.7532824673593439,0.05271626547838193,-0.6440087136343563
42,30.20397800581419,175.0,-0.5730619495409446,0.0782240466355495,0.7330042934022054,0.9957848178555049,0.7552860182888812,0.04768041312057436,-0.6416529952989243
43,30.20397800581419,175.0,-0.5609206282472123,0.08433127975400079,0.7292697739186138,0.9946677669357806,0.7613003396598552,0.06498992365737633,-0.6238959128871073
44,30.20397800581419,175.0,-0.5381869861449011,0.11132858242801147,0.7479491991929779,0.9965612185132122,0.7464465784770418,0.03418609118594995,-0.6507023859786003
45,30.20397800581419,175.0,-0.53020462667993,0.12856910311228065,0.7627308032144051,0.9997535107776889,0.7389643743441232,0.02509860695344157,-0.6613789418472249
46,30.20397800581419,175.0,-0.5195840387529997,0.13345011039268573,0.7642280333190337,0.995937121995103,0.7362050627340821,0.02865930610590106,-0.6553758964209497
47,30.20397800581419,175.0,-0.516726337853721,0.1404121338514468,0.7690289857959645,0.9998784149302897,0.7318363087340736,0.016714157283853392,-0.660005758809623
48,30.20397800581419,175.0,-0.5165979732574254,0.14747086832753764,0.7782103386038237,0.9958240761110355,0.7243817490059659,0.00251793398506317,-0.6700376028726753
49,30.20397800581419,175.0,-0.5242993170027663,0.1417368356194273,0.7776873501580444,0.999514056888372,0.7220224595423861,0.0024712358078371466,-0.6750706254449225
50,30.20397800581419,175.0,-0.5136643107814747,0.1377319407623594,0.7650424958315563,0.9974855313796605,0.7295974277137567,0.01355892208524212,-0.6751463990978603
