cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      219             307       0   0.053  0.198   8240     2.828           0.3         0.8         0.5      22.6      64.0
      220             309       1   0.049  0.640  35232     1.189          10.0         0.0       170.0     117.4      98.7
      221             309       0   0.022  0.139   7356     3.668           0.7       169.3       170.0      20.7      76.1
      222             309       0   0.130  0.238  12592     1.834           0.0       170.0       170.0      45.3      83.0
      223             309       0   0.482  0.625  33164     1.297           0.0       170.0       170.0     117.4      90.5
      224             307       0   0.000  0.140   6352     3.668          87.9        96.2         4.1      17.4      64.0
      225             307       0   0.000  0.051   2132     4.000          86.9        91.0         4.1      16.0      64.0
      226             307       0   0.000  0.132   5708     3.668          84.5        90.1         5.5      22.6      83.0
      227             307       0   0.000  0.060   2572     4.000          63.4       121.5         4.9      16.0      64.0
      228             307       0   0.003  0.031   1296     5.657           1.1         8.9        10.0      16.0      90.5
      229             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      230             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      231             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      232             309       0   0.001  0.009    476     6.169           1.6       168.4       170.0      17.4     107.6
      233             308       0   0.000  0.005    280     4.362          90.0        90.0         0.0      20.7      90.5
      234             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      235             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      236             308       0   0.000  0.019   1156     5.657          77.3       102.7         0.0      17.4      98.7
      237             307       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
