roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_31,0,0,29,0.0,29.0,0.08333333333333333,25.027890910800277,3.7930479755826845,10.349447599574138,6.935424585669283,-1,3.285714285714308,-5.266812060353593,0.7982003315620126,0.05410422811075081
ROI_31,1,5,34,5.0,34.0,0.08333333333333333,24.957060971926197,3.8391525188943962,10.30103363407641,6.968071622599128,-1,42.66071428571429,-5.251906770186488,0.8079024660973054,0.05350270792487635
ROI_31,2,10,39,10.0,39.0,0.09583333333333333,24.8506543372418,3.9139197267705486,10.23198248381482,6.995621925633138,1,-0.07142857142857714,6.013942021849339,0.9471817520593708,0.04973398907053054
ROI_31,3,15,44,15.0,44.0,0.08958333333333332,24.728380253375985,3.996389834630584,10.197282287626061,6.9920745086357625,1,-0.21428571428571672,5.5940675026050455,0.9040654613274152,0.10126460191465488
