Cluster power ranking (clustered only)

name = wnoisep1
MIN_AMP = 1.2
THR = 0.25
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    2   4.006395e+04    20.34%
   2    0   1.817577e+04     9.23%
   3    7   1.764837e+04     8.96%
   4    1   1.680821e+04     8.53%
   5   13   1.428381e+04     7.25%
   6   30   1.177027e+04     5.97%
   7   23   8.687818e+03     4.41%
   8   12   8.627221e+03     4.38%
   9   15   6.489197e+03     3.29%
  10   24   6.348440e+03     3.22%
  11    4   5.977644e+03     3.03%
  12   17   5.829114e+03     2.96%
  13   11   4.568155e+03     2.32%
  14    3   3.941963e+03     2.00%
  15   19   3.627884e+03     1.84%
  16   27   3.561373e+03     1.81%
  17   14   3.390772e+03     1.72%
  18    6   2.990733e+03     1.52%
  19   21   2.784882e+03     1.41%
  20    8   2.512112e+03     1.28%
  21   10   1.818907e+03     0.92%
  22   26   1.215250e+03     0.62%
  23   22   1.106278e+03     0.56%
  24    5   9.855973e+02     0.50%
  25   29   8.983274e+02     0.46%
  26   25   6.845318e+02     0.35%
  27   28   6.391845e+02     0.32%
  28   20   5.323350e+02     0.27%
  29   18   4.610659e+02     0.23%
  30   16   3.255668e+02     0.17%
  31    9   2.424930e+02     0.12%
