shift_minutes,correlation
-2.000000000000000000e+02,9.175267673549892811e-01
-1.980000000000000000e+02,9.145119026025300135e-01
-1.960000000000000000e+02,9.108248354954231463e-01
-1.940000000000000000e+02,9.067979572304508684e-01
-1.920000000000000000e+02,9.029389453026066548e-01
-1.900000000000000000e+02,8.997181785309309454e-01
-1.880000000000000000e+02,8.973951225368109741e-01
-1.860000000000000000e+02,8.959492030805119578e-01
-1.840000000000000000e+02,8.952306663551473642e-01
-1.820000000000000000e+02,8.952106307903796578e-01
-1.800000000000000000e+02,8.959860209336731884e-01
-1.780000000000000000e+02,8.975853728388220043e-01
-1.760000000000000000e+02,8.998523010445228509e-01
-1.740000000000000000e+02,9.025352640596231435e-01
-1.720000000000000000e+02,9.054700961533589387e-01
-1.700000000000000000e+02,9.085903143112190605e-01
-1.680000000000000000e+02,9.118189858768541711e-01
-1.660000000000000000e+02,9.151121915874379509e-01
-1.640000000000000000e+02,9.185314844145798796e-01
-1.620000000000000000e+02,9.221202615441275174e-01
-1.600000000000000000e+02,9.257920957845540144e-01
-1.580000000000000000e+02,9.294187896404352278e-01
-1.560000000000000000e+02,9.329533550366979622e-01
-1.540000000000000000e+02,9.364369180102358747e-01
-1.520000000000000000e+02,9.398994578370961639e-01
-1.500000000000000000e+02,9.432909217710830907e-01
-1.480000000000000000e+02,9.465354955748427335e-01
-1.460000000000000000e+02,9.495985616317434985e-01
-1.440000000000000000e+02,9.524669917376658024e-01
-1.420000000000000000e+02,9.550992436897608462e-01
-1.400000000000000000e+02,9.574113339818410839e-01
-1.380000000000000000e+02,9.592968334630632699e-01
-1.360000000000000000e+02,9.606704633576110819e-01
-1.340000000000000000e+02,9.614818205914419380e-01
-1.320000000000000000e+02,9.616614543060657549e-01
-1.300000000000000000e+02,9.611143965072254103e-01
-1.280000000000000000e+02,9.597827771096689720e-01
-1.260000000000000000e+02,9.576681654302829916e-01
-1.240000000000000000e+02,9.548180832115275019e-01
-1.220000000000000000e+02,9.512919734011218154e-01
-1.200000000000000000e+02,9.471095352462747252e-01
-1.180000000000000000e+02,9.422582913486988732e-01
-1.160000000000000000e+02,9.367530385477003119e-01
-1.140000000000000000e+02,9.306546660190091469e-01
-1.120000000000000000e+02,9.240439340363346687e-01
-1.100000000000000000e+02,9.169970189806156968e-01
-1.080000000000000000e+02,9.095751320737609502e-01
-1.060000000000000000e+02,9.018360674521329612e-01
-1.040000000000000000e+02,8.938734589091289484e-01
-1.020000000000000000e+02,8.858482634784946574e-01
-1.000000000000000000e+02,8.779769788540159325e-01
-9.800000000000000000e+01,8.704952191789641081e-01
-9.600000000000000000e+01,8.636128909271370002e-01
-9.400000000000000000e+01,8.574691472696763794e-01
-9.200000000000000000e+01,8.521209735104735561e-01
-9.000000000000000000e+01,8.475821357242245835e-01
-8.800000000000000000e+01,8.438813274837506651e-01
-8.600000000000000000e+01,8.410655840430144581e-01
-8.400000000000000000e+01,8.391457020904272701e-01
-8.200000000000000000e+01,8.380785590615785763e-01
-8.000000000000000000e+01,8.377949818189975861e-01
-7.800000000000000000e+01,8.382279386774220686e-01
-7.600000000000000000e+01,8.393389687414062328e-01
-7.400000000000000000e+01,8.411142729229778014e-01
-7.200000000000000000e+01,8.435271004753355228e-01
-7.000000000000000000e+01,8.465181259253271584e-01
-6.800000000000000000e+01,8.500040627710799823e-01
-6.600000000000000000e+01,8.538898884818375556e-01
-6.400000000000000000e+01,8.580824156827155935e-01
-6.200000000000000000e+01,8.625098689065420210e-01
-6.000000000000000000e+01,8.671407271204842893e-01
-5.800000000000000000e+01,8.719925413691725913e-01
-5.600000000000000000e+01,8.771069345682596108e-01
-5.400000000000000000e+01,8.825075174786707333e-01
-5.200000000000000000e+01,8.881811872734037827e-01
-5.000000000000000000e+01,8.940699672785900054e-01
-4.800000000000000000e+01,9.000813242916692047e-01
-4.600000000000000000e+01,9.061213973694781654e-01
-4.400000000000000000e+01,9.121205282743889420e-01
-4.200000000000000000e+01,9.180463354368000317e-01
-4.000000000000000000e+01,9.239058452266518673e-01
-3.800000000000000000e+01,9.297292484560878423e-01
-3.600000000000000000e+01,9.355479870874999770e-01
-3.400000000000000000e+01,9.413878031689244530e-01
-3.200000000000000000e+01,9.472689459391308020e-01
-3.000000000000000000e+01,9.531748489216083087e-01
-2.800000000000000000e+01,9.589974410245382108e-01
-2.600000000000000000e+01,9.645571621054231937e-01
-2.400000000000000000e+01,9.696987566869487152e-01
-2.200000000000000000e+01,9.743479367141337777e-01
-2.000000000000000000e+01,9.785042978576441453e-01
-1.800000000000000000e+01,9.822099465882015989e-01
-1.600000000000000000e+01,9.855181829973935770e-01
-1.400000000000000000e+01,9.884759333829936656e-01
-1.200000000000000000e+01,9.911215886621946858e-01
-1.000000000000000000e+01,9.934865176644508411e-01
-8.000000000000000000e+00,9.955814636874701362e-01
-6.000000000000000000e+00,9.973733620660673038e-01
-4.000000000000000000e+00,9.987800304614741220e-01
-2.000000000000000000e+00,9.996879258060750173e-01
0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,9.996879258060750173e-01
4.000000000000000000e+00,9.987800304614741220e-01
6.000000000000000000e+00,9.973733620660673038e-01
8.000000000000000000e+00,9.955814636874701362e-01
1.000000000000000000e+01,9.934865176644508411e-01
1.200000000000000000e+01,9.911215886621946858e-01
1.400000000000000000e+01,9.884759333829936656e-01
1.600000000000000000e+01,9.855181829973935770e-01
1.800000000000000000e+01,9.822099465882015989e-01
2.000000000000000000e+01,9.785042978576441453e-01
2.200000000000000000e+01,9.743479367141337777e-01
2.400000000000000000e+01,9.696987566869487152e-01
2.600000000000000000e+01,9.645571621054231937e-01
2.800000000000000000e+01,9.589974410245382108e-01
3.000000000000000000e+01,9.531748489216083087e-01
3.200000000000000000e+01,9.472689459391308020e-01
3.400000000000000000e+01,9.413878031689244530e-01
3.600000000000000000e+01,9.355479870874999770e-01
3.800000000000000000e+01,9.297292484560878423e-01
4.000000000000000000e+01,9.239058452266518673e-01
4.200000000000000000e+01,9.180463354368000317e-01
4.400000000000000000e+01,9.121205282743889420e-01
4.600000000000000000e+01,9.061213973694781654e-01
4.800000000000000000e+01,9.000813242916692047e-01
5.000000000000000000e+01,8.940699672785900054e-01
5.200000000000000000e+01,8.881811872734037827e-01
5.400000000000000000e+01,8.825075174786707333e-01
5.600000000000000000e+01,8.771069345682596108e-01
5.800000000000000000e+01,8.719925413691725913e-01
6.000000000000000000e+01,8.671407271204842893e-01
6.200000000000000000e+01,8.625098689065420210e-01
6.400000000000000000e+01,8.580824156827155935e-01
6.600000000000000000e+01,8.538898884818375556e-01
6.800000000000000000e+01,8.500040627710799823e-01
7.000000000000000000e+01,8.465181259253271584e-01
7.200000000000000000e+01,8.435271004753355228e-01
7.400000000000000000e+01,8.411142729229778014e-01
7.600000000000000000e+01,8.393389687414062328e-01
7.800000000000000000e+01,8.382279386774220686e-01
8.000000000000000000e+01,8.377949818189975861e-01
8.200000000000000000e+01,8.380785590615785763e-01
8.400000000000000000e+01,8.391457020904272701e-01
8.600000000000000000e+01,8.410655840430144581e-01
8.800000000000000000e+01,8.438813274837506651e-01
9.000000000000000000e+01,8.475821357242245835e-01
9.200000000000000000e+01,8.521209735104735561e-01
9.400000000000000000e+01,8.574691472696763794e-01
9.600000000000000000e+01,8.636128909271370002e-01
9.800000000000000000e+01,8.704952191789641081e-01
1.000000000000000000e+02,8.779769788540159325e-01
1.020000000000000000e+02,8.858482634784946574e-01
1.040000000000000000e+02,8.938734589091289484e-01
1.060000000000000000e+02,9.018360674521329612e-01
1.080000000000000000e+02,9.095751320737609502e-01
1.100000000000000000e+02,9.169970189806156968e-01
1.120000000000000000e+02,9.240439340363346687e-01
1.140000000000000000e+02,9.306546660190091469e-01
1.160000000000000000e+02,9.367530385477003119e-01
1.180000000000000000e+02,9.422582913486988732e-01
1.200000000000000000e+02,9.471095352462747252e-01
1.220000000000000000e+02,9.512919734011218154e-01
1.240000000000000000e+02,9.548180832115275019e-01
1.260000000000000000e+02,9.576681654302829916e-01
1.280000000000000000e+02,9.597827771096689720e-01
1.300000000000000000e+02,9.611143965072254103e-01
1.320000000000000000e+02,9.616614543060657549e-01
1.340000000000000000e+02,9.614818205914419380e-01
1.360000000000000000e+02,9.606704633576110819e-01
1.380000000000000000e+02,9.592968334630632699e-01
1.400000000000000000e+02,9.574113339818410839e-01
1.420000000000000000e+02,9.550992436897608462e-01
1.440000000000000000e+02,9.524669917376658024e-01
1.460000000000000000e+02,9.495985616317434985e-01
1.480000000000000000e+02,9.465354955748427335e-01
1.500000000000000000e+02,9.432909217710830907e-01
1.520000000000000000e+02,9.398994578370961639e-01
1.540000000000000000e+02,9.364369180102358747e-01
1.560000000000000000e+02,9.329533550366979622e-01
1.580000000000000000e+02,9.294187896404352278e-01
1.600000000000000000e+02,9.257920957845540144e-01
1.620000000000000000e+02,9.221202615441275174e-01
1.640000000000000000e+02,9.185314844145798796e-01
1.660000000000000000e+02,9.151121915874379509e-01
