cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      353             919       1   0.204  0.374   2168     1.189           0.5       116.6       116.1      26.9      22.6
      354             928       1   0.161  0.299  11976     1.091           0.7       160.2       160.9      58.7      53.8
      355             925       1   0.047  0.488   3136     1.189           7.7        95.3       103.0      22.6      26.9
      356             925       1   0.035  0.220   2536     1.091           4.8        98.2       103.0      26.9      29.3
      357             929       1   0.100  0.369   1300     1.000           2.7       117.3       120.0      22.6      22.6
      358             921       0   0.016  0.347   2544     1.682          12.1       134.3       122.2      53.8      32.0
      359             925       1   0.006  0.062    772     1.091           7.9        90.0        97.9      24.7      26.9
      360             981       1   0.030  0.300   2508     1.091           8.0       132.0       140.0      34.9      38.1
      361             926       0   0.000  0.002     12     3.668          30.0        90.0        60.0      19.0      69.8
      362             920       1   0.105  0.429   7448     1.091           2.8       129.5       126.8      58.7      64.0
