angle_deg,uncorrected_left_shift_minutes,uncorrected_left_correlation,uncorrected_right_shift_minutes,uncorrected_right_correlation,corrected_left_shift_minutes,corrected_left_correlation,corrected_right_shift_minutes,corrected_right_correlation
0.000000000000000000e+00,-1.240000000000000000e+02,9.681264683659446257e-01,1.240000000000000000e+02,9.681264683659446257e-01,-1.240000000000000000e+02,9.681264683659446257e-01,1.240000000000000000e+02,9.681264683659446257e-01
5.000000000000000000e+00,-1.240000000000000000e+02,9.680533469262365687e-01,1.240000000000000000e+02,9.680533469262365687e-01,-1.240000000000000000e+02,9.680533469262365687e-01,1.240000000000000000e+02,9.680533469262365687e-01
1.000000000000000000e+01,-1.240000000000000000e+02,9.680193492604910466e-01,1.240000000000000000e+02,9.680193492604910466e-01,-1.240000000000000000e+02,9.680193492604910466e-01,1.240000000000000000e+02,9.680193492604910466e-01
1.500000000000000000e+01,-1.240000000000000000e+02,9.680691691224164730e-01,1.240000000000000000e+02,9.680691691224164730e-01,-1.240000000000000000e+02,9.680691691224164730e-01,1.240000000000000000e+02,9.680691691224164730e-01
2.000000000000000000e+01,-1.240000000000000000e+02,9.681990787657982489e-01,1.240000000000000000e+02,9.681990787657982489e-01,-1.240000000000000000e+02,9.681990787657982489e-01,1.240000000000000000e+02,9.681990787657982489e-01
2.500000000000000000e+01,-1.240000000000000000e+02,9.683731163314706070e-01,1.240000000000000000e+02,9.683731163314706070e-01,-1.240000000000000000e+02,9.683731163314706070e-01,1.240000000000000000e+02,9.683731163314706070e-01
3.000000000000000000e+01,-1.240000000000000000e+02,9.685042966702122058e-01,1.240000000000000000e+02,9.685042966702122058e-01,-1.240000000000000000e+02,9.685042966702122058e-01,1.240000000000000000e+02,9.685042966702122058e-01
3.500000000000000000e+01,-1.240000000000000000e+02,9.686184671267588087e-01,1.240000000000000000e+02,9.686184671267588087e-01,-1.240000000000000000e+02,9.686184671267588087e-01,1.240000000000000000e+02,9.686184671267588087e-01
4.000000000000000000e+01,-1.240000000000000000e+02,9.687923528658647365e-01,1.240000000000000000e+02,9.687923528658647365e-01,-1.240000000000000000e+02,9.687923528658647365e-01,1.240000000000000000e+02,9.687923528658647365e-01
4.500000000000000000e+01,-1.240000000000000000e+02,9.689599245767552826e-01,1.240000000000000000e+02,9.689599245767552826e-01,-1.240000000000000000e+02,9.689599245767552826e-01,1.240000000000000000e+02,9.689599245767552826e-01
