distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999913327670836294e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999656791624235153e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.999199281212446389e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.998478989830985597e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.997453517314088822e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.996052614994731522e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.994093119639982925e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.991309449764026462e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.987469215521534993e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.982468195049737369e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.976380024522358836e-01
1.200000000000000000e+01,0.000000000000000000e+00,9.969460028752765712e-01
1.300000000000000000e+01,0.000000000000000000e+00,9.962061657699267103e-01
1.400000000000000000e+01,0.000000000000000000e+00,9.954478038827628827e-01
1.500000000000000000e+01,0.000000000000000000e+00,9.946868910059285529e-01
1.600000000000000000e+01,0.000000000000000000e+00,9.939419252436537677e-01
1.700000000000000000e+01,0.000000000000000000e+00,9.932657472242988339e-01
1.800000000000000000e+01,0.000000000000000000e+00,9.927641215624894988e-01
1.900000000000000000e+01,0.000000000000000000e+00,9.925645107241591880e-01
2.000000000000000000e+01,0.000000000000000000e+00,9.927346660813352042e-01
2.100000000000000000e+01,0.000000000000000000e+00,9.932173687861871603e-01
2.200000000000000000e+01,0.000000000000000000e+00,9.938485714100622204e-01
2.300000000000000000e+01,0.000000000000000000e+00,9.944440408847396995e-01
2.400000000000000000e+01,0.000000000000000000e+00,9.948867220812978029e-01
2.500000000000000000e+01,0.000000000000000000e+00,9.951625510112940276e-01
2.600000000000000000e+01,0.000000000000000000e+00,9.953287540430524327e-01
2.700000000000000000e+01,0.000000000000000000e+00,9.954459945096457707e-01
2.800000000000000000e+01,0.000000000000000000e+00,9.955317390526564614e-01
2.900000000000000000e+01,0.000000000000000000e+00,9.955622223748266109e-01
3.000000000000000000e+01,0.000000000000000000e+00,9.955050216750221947e-01
3.100000000000000000e+01,0.000000000000000000e+00,9.953466099848722326e-01
3.200000000000000000e+01,0.000000000000000000e+00,9.951021584183329383e-01
3.300000000000000000e+01,0.000000000000000000e+00,9.948284536269880185e-01
3.400000000000000000e+01,0.000000000000000000e+00,9.946300486920665040e-01
3.500000000000000000e+01,0.000000000000000000e+00,9.946103166110217275e-01
3.600000000000000000e+01,0.000000000000000000e+00,9.947947150535481065e-01
3.700000000000000000e+01,0.000000000000000000e+00,9.951138903046183870e-01
3.800000000000000000e+01,0.000000000000000000e+00,9.954570537478452108e-01
3.900000000000000000e+01,0.000000000000000000e+00,9.957319444180364743e-01
4.000000000000000000e+01,0.000000000000000000e+00,9.958857549260913267e-01
4.100000000000000000e+01,0.000000000000000000e+00,9.958884276560481252e-01
4.200000000000000000e+01,0.000000000000000000e+00,9.957108802079402965e-01
4.300000000000000000e+01,0.000000000000000000e+00,9.953386750118107251e-01
4.400000000000000000e+01,2.000000000000000000e+00,9.949636614379584465e-01
4.500000000000000000e+01,2.000000000000000000e+00,9.951909118976878244e-01
4.600000000000000000e+01,2.000000000000000000e+00,9.952243627845721585e-01
4.700000000000000000e+01,2.000000000000000000e+00,9.951862517863245827e-01
4.800000000000000000e+01,2.000000000000000000e+00,9.951673262682204646e-01
4.900000000000000000e+01,2.000000000000000000e+00,9.951682103097706511e-01
5.000000000000000000e+01,2.000000000000000000e+00,9.951090715363647421e-01
5.100000000000000000e+01,2.000000000000000000e+00,9.948910088156117659e-01
5.200000000000000000e+01,2.000000000000000000e+00,9.944508018953456263e-01
5.300000000000000000e+01,2.000000000000000000e+00,9.937646489631315472e-01
5.400000000000000000e+01,2.000000000000000000e+00,9.928161943093191111e-01
5.500000000000000000e+01,2.000000000000000000e+00,9.915834699463501600e-01
5.600000000000000000e+01,2.000000000000000000e+00,9.900585035858019411e-01
5.700000000000000000e+01,0.000000000000000000e+00,9.885179172536181502e-01
5.800000000000000000e+01,0.000000000000000000e+00,9.873134292514003096e-01
5.900000000000000000e+01,0.000000000000000000e+00,9.862333226436268419e-01
6.000000000000000000e+01,0.000000000000000000e+00,9.853582835494175685e-01
6.100000000000000000e+01,0.000000000000000000e+00,9.848402783312374398e-01
6.200000000000000000e+01,0.000000000000000000e+00,9.847851739573277863e-01
6.300000000000000000e+01,0.000000000000000000e+00,9.851493419402583829e-01
6.400000000000000000e+01,0.000000000000000000e+00,9.857791263215671673e-01
6.500000000000000000e+01,0.000000000000000000e+00,9.865222340571174753e-01
6.600000000000000000e+01,0.000000000000000000e+00,9.872817738505462737e-01
6.700000000000000000e+01,0.000000000000000000e+00,9.879975313049691454e-01
6.800000000000000000e+01,0.000000000000000000e+00,9.886209887846332256e-01
6.900000000000000000e+01,0.000000000000000000e+00,9.891186955956310367e-01
7.000000000000000000e+01,0.000000000000000000e+00,9.894778344982130269e-01
7.100000000000000000e+01,0.000000000000000000e+00,9.896904549292220299e-01
7.200000000000000000e+01,0.000000000000000000e+00,9.897396030504552744e-01
7.300000000000000000e+01,0.000000000000000000e+00,9.896135342217231567e-01
7.400000000000000000e+01,0.000000000000000000e+00,9.893278224425848810e-01
7.500000000000000000e+01,0.000000000000000000e+00,9.889184657738350204e-01
7.600000000000000000e+01,0.000000000000000000e+00,9.884050745874610744e-01
7.700000000000000000e+01,0.000000000000000000e+00,9.877628869456863692e-01
7.800000000000000000e+01,0.000000000000000000e+00,9.869381942321693302e-01
7.900000000000000000e+01,0.000000000000000000e+00,9.858989339063289892e-01
8.000000000000000000e+01,2.000000000000000000e+00,9.855976283696344931e-01
8.100000000000000000e+01,2.000000000000000000e+00,9.854454424790852762e-01
8.200000000000000000e+01,2.000000000000000000e+00,9.853440082183587689e-01
8.300000000000000000e+01,2.000000000000000000e+00,9.853902358590895805e-01
8.400000000000000000e+01,2.000000000000000000e+00,9.856409036295362691e-01
8.500000000000000000e+01,2.000000000000000000e+00,9.860683912360576064e-01
8.600000000000000000e+01,2.000000000000000000e+00,9.865391292967190529e-01
8.700000000000000000e+01,2.000000000000000000e+00,9.868475974596198075e-01
8.800000000000000000e+01,2.000000000000000000e+00,9.868010345379358839e-01
8.900000000000000000e+01,2.000000000000000000e+00,9.862986458051863359e-01
9.000000000000000000e+01,2.000000000000000000e+00,9.853502799607645191e-01
9.100000000000000000e+01,2.000000000000000000e+00,9.840357137704380808e-01
9.200000000000000000e+01,2.000000000000000000e+00,9.824465238775981213e-01
9.300000000000000000e+01,2.000000000000000000e+00,9.806511906696105951e-01
9.400000000000000000e+01,2.000000000000000000e+00,9.787222263427822755e-01
9.500000000000000000e+01,2.000000000000000000e+00,9.768339323867737400e-01
9.600000000000000000e+01,2.000000000000000000e+00,9.753367680179935162e-01
9.700000000000000000e+01,2.000000000000000000e+00,9.746474062670597016e-01
9.800000000000000000e+01,2.000000000000000000e+00,9.749589713869517560e-01
9.900000000000000000e+01,2.000000000000000000e+00,9.760648940244206484e-01
1.000000000000000000e+02,2.000000000000000000e+00,9.775158351221995279e-01
1.010000000000000000e+02,2.000000000000000000e+00,9.789158494995442439e-01
1.020000000000000000e+02,2.000000000000000000e+00,9.800688666532344495e-01
1.030000000000000000e+02,2.000000000000000000e+00,9.809513603507438173e-01
1.040000000000000000e+02,2.000000000000000000e+00,9.816290442486699241e-01
1.050000000000000000e+02,2.000000000000000000e+00,9.821907127562861106e-01
1.060000000000000000e+02,2.000000000000000000e+00,9.827035034800358781e-01
1.070000000000000000e+02,2.000000000000000000e+00,9.831697396052607729e-01
1.080000000000000000e+02,2.000000000000000000e+00,9.834971590526373486e-01
1.090000000000000000e+02,2.000000000000000000e+00,9.835189225937863711e-01
1.100000000000000000e+02,2.000000000000000000e+00,9.830681277596127199e-01
1.110000000000000000e+02,2.000000000000000000e+00,9.820706942704187092e-01
1.120000000000000000e+02,2.000000000000000000e+00,9.806181753912174281e-01
1.130000000000000000e+02,2.000000000000000000e+00,9.789834717529429797e-01
1.140000000000000000e+02,2.000000000000000000e+00,9.775325475245100204e-01
1.150000000000000000e+02,2.000000000000000000e+00,9.765484947276816818e-01
1.160000000000000000e+02,2.000000000000000000e+00,9.760963322317187663e-01
1.170000000000000000e+02,2.000000000000000000e+00,9.760402338578532122e-01
1.180000000000000000e+02,2.000000000000000000e+00,9.761715758987163927e-01
1.190000000000000000e+02,2.000000000000000000e+00,9.763242831501098840e-01
1.200000000000000000e+02,2.000000000000000000e+00,9.764104826026508421e-01
1.210000000000000000e+02,2.000000000000000000e+00,9.763907105005699139e-01
1.220000000000000000e+02,2.000000000000000000e+00,9.762440422424181197e-01
1.230000000000000000e+02,2.000000000000000000e+00,9.759840407194902978e-01
1.240000000000000000e+02,2.000000000000000000e+00,9.756756576820863058e-01
1.250000000000000000e+02,2.000000000000000000e+00,9.753931083365240395e-01
1.260000000000000000e+02,2.000000000000000000e+00,9.751550998884006560e-01
1.270000000000000000e+02,2.000000000000000000e+00,9.749199235710829248e-01
1.280000000000000000e+02,2.000000000000000000e+00,9.746403541756338829e-01
1.290000000000000000e+02,2.000000000000000000e+00,9.742891167341901637e-01
1.300000000000000000e+02,2.000000000000000000e+00,9.738199794687429911e-01
1.310000000000000000e+02,2.000000000000000000e+00,9.731528770278344842e-01
1.320000000000000000e+02,2.000000000000000000e+00,9.722532769601589520e-01
1.330000000000000000e+02,2.000000000000000000e+00,9.712274533122898790e-01
1.340000000000000000e+02,2.000000000000000000e+00,9.702979238256087546e-01
1.350000000000000000e+02,2.000000000000000000e+00,9.696612846872425528e-01
1.360000000000000000e+02,2.000000000000000000e+00,9.693831543603462775e-01
1.370000000000000000e+02,2.000000000000000000e+00,9.694211252530301470e-01
1.380000000000000000e+02,2.000000000000000000e+00,9.696746790499277679e-01
1.390000000000000000e+02,2.000000000000000000e+00,9.699576342212243851e-01
1.400000000000000000e+02,2.000000000000000000e+00,9.699818647301415853e-01
1.410000000000000000e+02,2.000000000000000000e+00,9.694743741500714274e-01
1.420000000000000000e+02,2.000000000000000000e+00,9.683651465000953085e-01
1.430000000000000000e+02,2.000000000000000000e+00,9.668757774642489089e-01
1.440000000000000000e+02,2.000000000000000000e+00,9.654036594171074848e-01
