roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_32,0,0,29,0.0,29.0,0.34062499999999996,45.06463098674533,10.14789919181847,47.56003020036931,12.712336469866065,-1,23.500000000000007,-38.76297962085891,8.72885899548779,1.3264944389336626
ROI_32,1,5,34,5.0,34.0,0.65,44.916835287523035,10.22177547067297,47.80552609062049,12.919177675621137,-1,34.66071428571427,-73.72712862851003,16.778166807922805,1.6038190587163514
ROI_32,2,10,39,10.0,39.0,1.203125,44.61974805015974,10.39867771775631,48.227205786944666,13.213986183781111,-1,34.57142857142857,-135.56347063850615,31.593204871655455,1.000568921770296
ROI_85,0,0,29,0.0,29.0,0.7625,38.93331398361627,11.114249295338997,53.96285449267831,14.687605850156935,-1,41.142857142857146,-74.96629270835203,21.400543150747435,0.28377873866324904
ROI_85,1,5,34,5.0,34.0,0.771875,38.99323056857227,11.02596704497422,54.19305634159791,14.726987680570499,-1,40.94642857142859,-76.00479758867858,21.49158664858453,0.23685940384392037
ROI_85,2,10,39,10.0,39.0,0.6875,39.115346635927146,10.867423477825652,54.2798231374188,14.74256201692435,-1,40.80357142857143,-67.90858790959574,18.867054649002867,0.18773031661011785
