Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   6.871663e+03    59.02%
   2   10   1.424934e+03    12.24%
   3    8   6.679481e+02     5.74%
   4    6   6.239925e+02     5.36%
   5    1   5.269389e+02     4.53%
   6    2   4.603061e+02     3.95%
   7    4   3.291278e+02     2.83%
   8    9   2.640820e+02     2.27%
   9   13   1.188489e+02     1.02%
  10   12   1.154770e+02     0.99%
  11    3   9.959836e+01     0.86%
  12    5   8.689435e+01     0.75%
  13    7   2.916700e+01     0.25%
  14   11   2.478900e+01     0.21%
