Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.104249e+05    39.16%
   2    3   2.243817e+04     7.96%
   3    7   2.040234e+04     7.24%
   4    4   1.709396e+04     6.06%
   5   11   1.704643e+04     6.05%
   6   10   1.292096e+04     4.58%
   7    2   1.054148e+04     3.74%
   8    9   5.077617e+03     1.80%
   9    5   4.727287e+03     1.68%
  10   13   4.018523e+03     1.43%
  11   18   3.200289e+03     1.14%
  12   25   3.067632e+03     1.09%
  13   15   2.372767e+03     0.84%
  14   42   2.041163e+03     0.72%
  15   24   1.747369e+03     0.62%
  16   28   1.667300e+03     0.59%
  17    6   1.601494e+03     0.57%
  18    1   1.504483e+03     0.53%
  19   26   1.395407e+03     0.49%
  20   65   1.298890e+03     0.46%
  21    8   1.246938e+03     0.44%
  22   27   1.187752e+03     0.42%
  23   37   1.052479e+03     0.37%
  24   29   1.029851e+03     0.37%
  25   61   9.050690e+02     0.32%
  26   16   8.441358e+02     0.30%
  27   67   8.181067e+02     0.29%
  28   31   7.942720e+02     0.28%
  29   62   7.012120e+02     0.25%
  30   53   6.824533e+02     0.24%
  31   38   6.677105e+02     0.24%
  32   75   6.547800e+02     0.23%
  33   79   6.544949e+02     0.23%
  34   34   6.456813e+02     0.23%
  35   19   6.435032e+02     0.23%
  36   20   6.015746e+02     0.21%
  37   36   5.939563e+02     0.21%
  38   22   5.808150e+02     0.21%
  39   33   5.688927e+02     0.20%
  40  133   5.371308e+02     0.19%
  41   68   4.945050e+02     0.18%
  42   72   4.539725e+02     0.16%
  43   30   4.484705e+02     0.16%
  44   14   4.476963e+02     0.16%
  45   99   4.421753e+02     0.16%
  46   73   4.304046e+02     0.15%
  47  103   4.205375e+02     0.15%
  48   49   4.109890e+02     0.15%
  49   23   3.865276e+02     0.14%
  50   45   3.722437e+02     0.13%
  51   64   3.714517e+02     0.13%
  52   71   3.711354e+02     0.13%
  53   98   3.612902e+02     0.13%
  54  107   3.529309e+02     0.13%
  55   12   3.327990e+02     0.12%
  56   54   3.216550e+02     0.11%
  57   57   3.095777e+02     0.11%
  58  126   3.085809e+02     0.11%
  59   39   2.871908e+02     0.10%
  60   50   2.823368e+02     0.10%
  61   17   2.793303e+02     0.10%
  62   40   2.750178e+02     0.10%
  63   60   2.724568e+02     0.10%
  64   43   2.614880e+02     0.09%
  65   52   2.590011e+02     0.09%
  66   76   2.522216e+02     0.09%
  67   59   2.455348e+02     0.09%
  68   97   2.453873e+02     0.09%
  69   32   2.384329e+02     0.08%
  70   56   2.327770e+02     0.08%
  71   46   2.240197e+02     0.08%
  72  119   2.176538e+02     0.08%
  73  165   2.125446e+02     0.08%
  74   47   2.073822e+02     0.07%
  75   81   2.006177e+02     0.07%
  76   89   1.988409e+02     0.07%
  77  188   1.866233e+02     0.07%
  78  122   1.765278e+02     0.06%
  79  111   1.757743e+02     0.06%
  80   58   1.722903e+02     0.06%
  81   55   1.714762e+02     0.06%
  82   69   1.567296e+02     0.06%
  83   51   1.564691e+02     0.06%
  84  145   1.553309e+02     0.06%
  85   35   1.538139e+02     0.05%
  86  157   1.451369e+02     0.05%
  87  118   1.411104e+02     0.05%
  88   44   1.379576e+02     0.05%
  89   80   1.357733e+02     0.05%
  90  139   1.345210e+02     0.05%
  91  211   1.245684e+02     0.04%
  92  189   1.217655e+02     0.04%
  93   41   1.216651e+02     0.04%
  94  136   1.208958e+02     0.04%
  95  106   1.189659e+02     0.04%
  96  160   1.149877e+02     0.04%
  97  154   1.116422e+02     0.04%
  98  100   1.094962e+02     0.04%
  99  262   1.074202e+02     0.04%
 100  113   1.056658e+02     0.04%
 101  224   1.036153e+02     0.04%
 102  152   1.025185e+02     0.04%
 103  232   1.015068e+02     0.04%
 104   63   9.898709e+01     0.04%
 105  120   9.331165e+01     0.03%
 106  176   9.142571e+01     0.03%
 107   78   9.093304e+01     0.03%
 108  251   8.903513e+01     0.03%
 109   85   8.468176e+01     0.03%
 110  267   8.409500e+01     0.03%
 111  115   8.398540e+01     0.03%
 112  181   8.338779e+01     0.03%
 113  278   8.264407e+01     0.03%
 114  249   7.926253e+01     0.03%
 115   83   7.844580e+01     0.03%
 116  214   7.741253e+01     0.03%
 117  253   7.738634e+01     0.03%
 118   74   7.516971e+01     0.03%
 119  247   7.382381e+01     0.03%
 120  151   7.351932e+01     0.03%
 121  170   7.316275e+01     0.03%
 122  182   7.255078e+01     0.03%
 123  244   7.218203e+01     0.03%
 124  226   7.104668e+01     0.03%
 125  112   7.094907e+01     0.03%
 126  229   7.031440e+01     0.02%
 127   77   6.910714e+01     0.02%
 128  309   6.609051e+01     0.02%
 129  193   6.510068e+01     0.02%
 130  117   6.361240e+01     0.02%
 131  194   6.050827e+01     0.02%
 132   21   6.046755e+01     0.02%
 133  271   5.852441e+01     0.02%
 134  169   5.807214e+01     0.02%
 135  215   5.786752e+01     0.02%
 136  123   5.694250e+01     0.02%
 137  162   5.450444e+01     0.02%
 138  217   5.402697e+01     0.02%
 139  102   5.326642e+01     0.02%
 140  340   5.319782e+01     0.02%
 141  116   5.112134e+01     0.02%
 142  141   5.040334e+01     0.02%
 143  209   4.904872e+01     0.02%
 144  392   4.879102e+01     0.02%
 145  245   4.787218e+01     0.02%
 146  190   4.699912e+01     0.02%
 147  221   4.659471e+01     0.02%
 148   86   4.602413e+01     0.02%
 149   95   4.561766e+01     0.02%
 150   48   4.544196e+01     0.02%
 151  166   4.348445e+01     0.02%
 152  110   4.331039e+01     0.02%
 153  335   4.326294e+01     0.02%
 154  124   4.249655e+01     0.02%
 155   87   4.222519e+01     0.01%
 156  175   4.128221e+01     0.01%
 157  180   4.077807e+01     0.01%
 158  213   4.058171e+01     0.01%
 159   66   4.053724e+01     0.01%
 160  210   4.018750e+01     0.01%
 161  398   4.002407e+01     0.01%
 162  230   3.773022e+01     0.01%
 163  121   3.619958e+01     0.01%
 164  135   3.598199e+01     0.01%
 165  220   3.569648e+01     0.01%
 166  108   3.567352e+01     0.01%
 167  416   3.554900e+01     0.01%
 168  161   3.535780e+01     0.01%
 169  203   3.465167e+01     0.01%
 170  234   3.453127e+01     0.01%
 171  296   3.448498e+01     0.01%
 172  237   3.423174e+01     0.01%
 173  142   3.411266e+01     0.01%
 174   82   3.344324e+01     0.01%
 175  270   3.317554e+01     0.01%
 176  312   3.313019e+01     0.01%
 177  248   3.278475e+01     0.01%
 178  250   3.263699e+01     0.01%
 179  263   3.172491e+01     0.01%
 180  127   3.162523e+01     0.01%
 181   84   3.156358e+01     0.01%
 182  299   3.082365e+01     0.01%
 183  101   3.064604e+01     0.01%
 184  164   3.061013e+01     0.01%
 185  306   3.056075e+01     0.01%
 186  191   3.023768e+01     0.01%
 187  159   3.017549e+01     0.01%
 188  105   2.994259e+01     0.01%
 189  130   2.887692e+01     0.01%
 190  158   2.827602e+01     0.01%
 191  129   2.732881e+01     0.01%
 192  261   2.693142e+01     0.01%
 193  257   2.690800e+01     0.01%
 194  155   2.670280e+01     0.01%
 195  254   2.635883e+01     0.01%
 196  281   2.630809e+01     0.01%
 197  365   2.575992e+01     0.01%
 198  351   2.564001e+01     0.01%
 199  323   2.557017e+01     0.01%
 200  177   2.548525e+01     0.01%
 201  422   2.534146e+01     0.01%
 202  128   2.527733e+01     0.01%
 203  380   2.485278e+01     0.01%
 204  206   2.463915e+01     0.01%
 205  386   2.449275e+01     0.01%
 206  408   2.391754e+01     0.01%
 207  168   2.384801e+01     0.01%
 208  196   2.372996e+01     0.01%
 209  125   2.371334e+01     0.01%
 210  345   2.348689e+01     0.01%
 211  200   2.319082e+01     0.01%
 212  144   2.312097e+01     0.01%
 213  199   2.287412e+01     0.01%
 214  202   2.278731e+01     0.01%
 215  300   2.274238e+01     0.01%
 216  192   2.232095e+01     0.01%
 217  131   2.230524e+01     0.01%
 218  305   2.191552e+01     0.01%
 219  143   2.171708e+01     0.01%
 220  185   2.165587e+01     0.01%
 221  147   2.069464e+01     0.01%
 222  295   2.060420e+01     0.01%
 223  425   2.055228e+01     0.01%
 224  219   2.021261e+01     0.01%
 225  287   2.002795e+01     0.01%
 226  375   1.978254e+01     0.01%
 227  134   1.976922e+01     0.01%
 228  150   1.958284e+01     0.01%
 229  138   1.946798e+01     0.01%
 230  187   1.936827e+01     0.01%
 231  114   1.921777e+01     0.01%
 232  258   1.891185e+01     0.01%
 233  223   1.888401e+01     0.01%
 234  243   1.863693e+01     0.01%
 235  132   1.858420e+01     0.01%
 236  320   1.821687e+01     0.01%
 237  277   1.816311e+01     0.01%
 238  279   1.814881e+01     0.01%
 239  216   1.814844e+01     0.01%
 240  195   1.789247e+01     0.01%
 241  104   1.755378e+01     0.01%
 242  184   1.740665e+01     0.01%
 243  183   1.698888e+01     0.01%
 244  367   1.689010e+01     0.01%
 245  179   1.665999e+01     0.01%
 246  222   1.619279e+01     0.01%
 247  366   1.616243e+01     0.01%
 248  353   1.567249e+01     0.01%
 249  414   1.553993e+01     0.01%
 250  307   1.532788e+01     0.01%
 251   70   1.529590e+01     0.01%
 252  382   1.442664e+01     0.01%
 253  225   1.440764e+01     0.01%
 254  172   1.436072e+01     0.01%
 255   88   1.430367e+01     0.01%
 256  146   1.423132e+01     0.01%
 257  264   1.418753e+01     0.01%
 258  318   1.418706e+01     0.01%
 259  350   1.371612e+01     0.00%
 260  197   1.369181e+01     0.00%
 261  207   1.368143e+01     0.00%
 262  235   1.367602e+01     0.00%
 263  282   1.362518e+01     0.00%
 264  349   1.335529e+01     0.00%
 265  273   1.315327e+01     0.00%
 266  387   1.309582e+01     0.00%
 267  238   1.279702e+01     0.00%
 268  298   1.271703e+01     0.00%
 269  272   1.237968e+01     0.00%
 270  292   1.228653e+01     0.00%
 271  288   1.216206e+01     0.00%
 272  212   1.211526e+01     0.00%
 273  322   1.186243e+01     0.00%
 274  266   1.164786e+01     0.00%
 275  369   1.148319e+01     0.00%
 276  201   1.119991e+01     0.00%
 277  236   1.118883e+01     0.00%
 278  343   1.112945e+01     0.00%
 279   92   1.102802e+01     0.00%
 280  265   1.098441e+01     0.00%
 281  294   1.089574e+01     0.00%
 282  153   1.073344e+01     0.00%
 283  137   1.069479e+01     0.00%
 284  297   1.013583e+01     0.00%
 285  173   9.991687e+00     0.00%
 286  415   9.864515e+00     0.00%
 287  357   9.819434e+00     0.00%
 288  198   9.601865e+00     0.00%
 289  149   9.442316e+00     0.00%
 290  246   9.269365e+00     0.00%
 291   93   9.242224e+00     0.00%
 292  259   9.141797e+00     0.00%
 293   90   9.081011e+00     0.00%
 294  434   8.984317e+00     0.00%
 295  231   8.883687e+00     0.00%
 296  148   8.821989e+00     0.00%
 297  285   8.694176e+00     0.00%
 298  283   8.322881e+00     0.00%
 299  317   8.268813e+00     0.00%
 300  301   8.016826e+00     0.00%
 301  334   7.903769e+00     0.00%
 302  311   7.782460e+00     0.00%
 303  256   7.776072e+00     0.00%
 304  315   7.753552e+00     0.00%
 305  326   7.629357e+00     0.00%
 306  163   7.434566e+00     0.00%
 307  156   7.400768e+00     0.00%
 308  399   7.387592e+00     0.00%
 309  429   7.339650e+00     0.00%
 310  346   7.174010e+00     0.00%
 311  389   7.173350e+00     0.00%
 312  393   7.048152e+00     0.00%
 313  383   6.929507e+00     0.00%
 314  174   6.458905e+00     0.00%
 315  336   6.427464e+00     0.00%
 316  348   6.281474e+00     0.00%
 317  374   6.238397e+00     0.00%
 318  205   6.234526e+00     0.00%
 319  420   6.205514e+00     0.00%
 320  356   6.164749e+00     0.00%
 321  370   6.008071e+00     0.00%
 322   94   5.962503e+00     0.00%
 323   91   5.747651e+00     0.00%
 324  430   5.747264e+00     0.00%
 325  362   5.406917e+00     0.00%
 326  427   5.377492e+00     0.00%
 327  341   5.357218e+00     0.00%
 328  290   5.301370e+00     0.00%
 329  218   5.179372e+00     0.00%
 330  433   5.167156e+00     0.00%
 331  421   5.077548e+00     0.00%
 332  186   5.024306e+00     0.00%
 333  339   4.964719e+00     0.00%
 334  255   4.772053e+00     0.00%
 335  302   4.632840e+00     0.00%
 336  385   4.582314e+00     0.00%
 337  286   4.570811e+00     0.00%
 338  394   4.562515e+00     0.00%
 339  360   4.541349e+00     0.00%
 340  239   4.537000e+00     0.00%
 341  384   4.535529e+00     0.00%
 342  342   4.321937e+00     0.00%
 343  419   4.026333e+00     0.00%
 344  377   3.972162e+00     0.00%
 345  411   3.937758e+00     0.00%
 346  407   3.898825e+00     0.00%
 347  372   3.876125e+00     0.00%
 348  284   3.817741e+00     0.00%
 349  424   3.716710e+00     0.00%
 350  269   3.658233e+00     0.00%
 351  325   3.610731e+00     0.00%
 352  368   3.567649e+00     0.00%
 353  330   3.510504e+00     0.00%
 354  331   3.414639e+00     0.00%
 355  204   3.397602e+00     0.00%
 356  167   3.340158e+00     0.00%
 357  333   3.268477e+00     0.00%
 358  321   3.232965e+00     0.00%
 359  410   3.213232e+00     0.00%
 360  364   3.176011e+00     0.00%
 361  227   3.175092e+00     0.00%
 362  291   3.124224e+00     0.00%
 363  396   3.078104e+00     0.00%
 364  303   3.058326e+00     0.00%
 365  403   2.984637e+00     0.00%
 366  304   2.977510e+00     0.00%
 367  289   2.793494e+00     0.00%
 368  428   2.784785e+00     0.00%
 369  268   2.756309e+00     0.00%
 370  171   2.727744e+00     0.00%
 371   96   2.727238e+00     0.00%
 372  293   2.721409e+00     0.00%
 373  280   2.701477e+00     0.00%
 374  252   2.695517e+00     0.00%
 375  260   2.651980e+00     0.00%
 376  390   2.547342e+00     0.00%
 377  400   2.499637e+00     0.00%
 378  395   2.431417e+00     0.00%
 379  337   2.392922e+00     0.00%
 380  391   2.349556e+00     0.00%
 381  378   2.329256e+00     0.00%
 382  352   2.326802e+00     0.00%
 383  324   2.314273e+00     0.00%
 384  409   2.261932e+00     0.00%
 385  347   2.230541e+00     0.00%
 386  354   2.128087e+00     0.00%
 387  313   2.077693e+00     0.00%
 388  381   2.057769e+00     0.00%
 389  379   1.947932e+00     0.00%
 390  228   1.866517e+00     0.00%
 391  376   1.851353e+00     0.00%
 392  373   1.807273e+00     0.00%
 393  359   1.792465e+00     0.00%
 394  332   1.792453e+00     0.00%
 395  344   1.569644e+00     0.00%
 396  327   1.501634e+00     0.00%
 397  338   1.483339e+00     0.00%
 398  274   1.428474e+00     0.00%
 399  328   1.353286e+00     0.00%
 400  233   1.350666e+00     0.00%
 401  426   1.286119e+00     0.00%
 402  371   1.283287e+00     0.00%
 403  319   1.243644e+00     0.00%
 404  140   1.219457e+00     0.00%
 405  401   1.163930e+00     0.00%
 406  178   1.054222e+00     0.00%
 407  329   1.051792e+00     0.00%
 408  109   1.046084e+00     0.00%
 409  423   9.784813e-01     0.00%
 410  208   9.749235e-01     0.00%
 411  432   9.286375e-01     0.00%
 412  310   8.856148e-01     0.00%
 413  276   8.596682e-01     0.00%
 414  388   8.228976e-01     0.00%
 415  431   6.961155e-01     0.00%
 416  402   6.361151e-01     0.00%
 417  275   6.150041e-01     0.00%
 418  316   5.957061e-01     0.00%
 419  404   5.912748e-01     0.00%
 420  397   5.102281e-01     0.00%
 421  308   4.911866e-01     0.00%
 422  405   4.646659e-01     0.00%
 423  314   4.340902e-01     0.00%
 424  240   3.514047e-01     0.00%
 425  242   3.503269e-01     0.00%
 426  406   3.391716e-01     0.00%
 427  355   2.892843e-01     0.00%
 428  358   2.404484e-01     0.00%
 429  361   2.391661e-01     0.00%
 430  413   2.089492e-01     0.00%
 431  412   1.680509e-01     0.00%
 432  417   1.665416e-01     0.00%
