angle_deg,uncorrected_slope_min_per_km,uncorrected_intercept_minutes,uncorrected_speed_km_per_min,uncorrected_speed_m_per_s,uncorrected_r_squared,uncorrected_number_of_fit_points,corrected_slope_min_per_km,corrected_intercept_minutes,corrected_speed_km_per_min,corrected_speed_m_per_s,corrected_r_squared,corrected_number_of_fit_points
1.100000000000000000e+02,1.712009106431419030e-03,1.722253841775754246e+00,5.841090425531908750e+02,9.735150709219848068e+03,4.166532408589773695e-03,2.510000000000000000e+02,1.712009106431419030e-03,1.722253841775754246e+00,5.841090425531908750e+02,9.735150709219848068e+03,4.166532408589773695e-03,2.510000000000000000e+02
1.150000000000000000e+02,1.160159362549800614e-02,9.402390438247011373e-01,8.619505494505496301e+01,1.436584249084249223e+03,3.226363636363634990e-01,2.510000000000000000e+02,1.160159362549800614e-02,9.402390438247011373e-01,8.619505494505496301e+01,1.436584249084249223e+03,3.226363636363634990e-01,2.510000000000000000e+02
1.200000000000000000e+02,1.931929425156516875e-02,3.340922026180991877e-01,5.176172519443789355e+01,8.626954199072982874e+02,7.743080363863141802e-01,2.510000000000000000e+02,1.931929425156516875e-02,3.340922026180991877e-01,5.176172519443789355e+01,8.626954199072982874e+02,7.743080363863141802e-01,2.510000000000000000e+02
1.250000000000000000e+02,2.160500853727945203e-02,1.439954467842915753e-01,4.628556375131717715e+01,7.714260625219528720e+02,8.301541212691039284e-01,2.510000000000000000e+02,2.160500853727945203e-02,1.439954467842915753e-01,4.628556375131717715e+01,7.714260625219528720e+02,8.301541212691039284e-01,2.510000000000000000e+02
1.300000000000000000e+02,2.575298804780876832e-02,-1.992031872509953949e-01,3.883044554455445052e+01,6.471740924092408704e+02,8.444806898675700779e-01,2.510000000000000000e+02,2.575298804780876832e-02,-1.992031872509953949e-01,3.883044554455445052e+01,6.471740924092408704e+02,8.444806898675700779e-01,2.510000000000000000e+02
1.350000000000000000e+02,3.194536141149686981e-02,-7.023335230506544402e-01,3.130344925883694529e+01,5.217241543139491569e+02,9.353185419767552355e-01,2.510000000000000000e+02,3.194536141149686981e-02,-7.023335230506544402e-01,3.130344925883694529e+01,5.217241543139491569e+02,9.353185419767552355e-01,2.510000000000000000e+02
1.400000000000000000e+02,3.507645608044013957e-02,-1.149497249098842433e+00,2.850915148630522467e+01,4.751525247717537468e+02,9.354766081948162615e-01,2.510000000000000000e+02,3.507645608044013957e-02,-1.149497249098842433e+00,2.850915148630522467e+01,4.751525247717537468e+02,9.354766081948162615e-01,2.510000000000000000e+02
1.450000000000000000e+02,3.305482830582432557e-02,-1.127869474483019552e+00,3.025276642637402702e+01,5.042127737729004480e+02,9.211809861732984661e-01,2.510000000000000000e+02,3.305482830582432557e-02,-1.127869474483019552e+00,3.025276642637402702e+01,5.042127737729004480e+02,9.211809861732984661e-01,2.510000000000000000e+02
1.500000000000000000e+02,3.165699108328590139e-02,-1.200151773856952486e+00,3.158859909866718141e+01,5.264766516444529998e+02,8.994859408855587768e-01,2.510000000000000000e+02,3.165699108328590139e-02,-1.200151773856952486e+00,3.158859909866718141e+01,5.264766516444529998e+02,8.994859408855587768e-01,2.510000000000000000e+02
1.550000000000000000e+02,2.878239423259342997e-02,-1.143616012141908111e+00,3.474346129508543157e+01,5.790576882514237695e+02,8.859261295682495652e-01,2.510000000000000000e+02,2.878239423259342997e-02,-1.143616012141908111e+00,3.474346129508543157e+01,5.790576882514237695e+02,8.859261295682495652e-01,2.510000000000000000e+02
1.600000000000000000e+02,2.343388351356479049e-02,-1.008916714095996481e+00,4.267325129533678307e+01,7.112208549222797274e+02,8.549537724413458495e-01,2.510000000000000000e+02,2.343388351356479049e-02,-1.008916714095996481e+00,4.267325129533678307e+01,7.112208549222797274e+02,8.549537724413458495e-01,2.510000000000000000e+02
1.650000000000000000e+02,2.049857712009106256e-02,-8.810472396129760408e-01,4.878387383385162224e+01,8.130645638975270231e+02,8.459982886361264720e-01,2.510000000000000000e+02,2.049857712009106256e-02,-8.810472396129760408e-01,4.878387383385162224e+01,8.130645638975270231e+02,8.459982886361264720e-01,2.510000000000000000e+02
1.700000000000000000e+02,1.541567065073041337e-02,-8.273572377158032731e-01,6.486905582356995126e+01,1.081150930392832606e+03,7.665760058255961518e-01,2.510000000000000000e+02,1.541567065073041337e-02,-8.273572377158032731e-01,6.486905582356995126e+01,1.081150930392832606e+03,7.665760058255961518e-01,2.510000000000000000e+02
1.750000000000000000e+02,1.145892619996205682e-02,-6.355530259912728352e-01,8.726821192052979370e+01,1.454470198675496476e+03,7.190476190476190466e-01,2.510000000000000000e+02,1.145892619996205682e-02,-6.355530259912728352e-01,8.726821192052979370e+01,1.454470198675496476e+03,7.190476190476190466e-01,2.510000000000000000e+02
