angle_deg,uncorrected_slope_min_per_km,uncorrected_intercept_minutes,uncorrected_speed_km_per_min,uncorrected_speed_m_per_s,uncorrected_r_squared,uncorrected_number_of_fit_points,corrected_slope_min_per_km,corrected_intercept_minutes,corrected_speed_km_per_min,corrected_speed_m_per_s,corrected_r_squared,corrected_number_of_fit_points
0.000000000000000000e+00,1.149686966420034040e-02,-2.418895845190663085e-01,8.698019801980198906e+01,1.449669966996699713e+03,7.214285714285714191e-01,2.510000000000000000e+02,1.149686966420034040e-02,-2.418895845190663085e-01,8.698019801980198906e+01,1.449669966996699713e+03,7.214285714285714191e-01,2.510000000000000000e+02
5.000000000000000000e+00,1.742970973249857725e-02,-5.293113261240749434e-01,5.737330198537095072e+01,9.562216997561824883e+02,8.320227117874176015e-01,2.510000000000000000e+02,1.742970973249857725e-02,-5.293113261240749434e-01,5.737330198537095072e+01,9.562216997561824883e+02,8.320227117874176015e-01,2.510000000000000000e+02
1.000000000000000000e+01,2.076266363118952143e-02,-5.953329538986904534e-01,4.816337719298247322e+01,8.027229532163745489e+02,8.876038702333522989e-01,2.510000000000000000e+02,2.076266363118952143e-02,-5.953329538986904534e-01,4.816337719298247322e+01,8.027229532163745489e+02,8.876038702333522989e-01,2.510000000000000000e+02
1.500000000000000000e+01,2.093113261240751172e-02,-4.490608992601025085e-01,4.777572329780291938e+01,7.962620549633819564e+02,8.841457230717736371e-01,2.510000000000000000e+02,2.093113261240751172e-02,-4.490608992601025085e-01,4.777572329780291938e+01,7.962620549633819564e+02,8.841457230717736371e-01,2.510000000000000000e+02
2.000000000000000000e+01,2.074596850692467936e-02,-2.585847087839116543e-01,4.820213622064526504e+01,8.033689370107545074e+02,8.700158598226364060e-01,2.510000000000000000e+02,2.074596850692467936e-02,-2.585847087839116543e-01,4.820213622064526504e+01,8.033689370107545074e+02,8.700158598226364060e-01,2.510000000000000000e+02
2.500000000000000000e+01,2.081274900398406499e-02,-1.474103585657368098e-01,4.804747320061255778e+01,8.007912200102092584e+02,8.491384002655161245e-01,2.510000000000000000e+02,2.081274900398406499e-02,-1.474103585657368098e-01,4.804747320061255778e+01,8.007912200102092584e+02,8.491384002655161245e-01,2.510000000000000000e+02
3.000000000000000000e+01,2.562246253082906683e-02,-4.139631948396885197e-01,3.902825494609643187e+01,6.504709157682738123e+02,9.089187416184703050e-01,2.510000000000000000e+02,2.562246253082906683e-02,-4.139631948396885197e-01,3.902825494609643187e+01,6.504709157682738123e+02,9.089187416184703050e-01,2.510000000000000000e+02
3.500000000000000000e+01,2.680326313792449205e-02,-4.101688484158599879e-01,3.730889014722536956e+01,6.218148357870894642e+02,9.226078802024630932e-01,2.510000000000000000e+02,2.680326313792449205e-02,-4.101688484158599879e-01,3.730889014722536956e+01,6.218148357870894642e+02,9.226078802024630932e-01,2.510000000000000000e+02
4.000000000000000000e+01,2.321229368241320770e-02,-8.081957882754657596e-02,4.308061985092192714e+01,7.180103308486987999e+02,8.755572624522039993e-01,2.510000000000000000e+02,2.321229368241320770e-02,-8.081957882754657596e-02,4.308061985092192714e+01,7.180103308486987999e+02,8.755572624522039993e-01,2.510000000000000000e+02
4.500000000000000000e+01,1.985960918231834127e-02,2.745209637639917100e-01,5.035345815819641757e+01,8.392243026366069216e+02,8.068082915715393266e-01,2.510000000000000000e+02,1.985960918231834127e-02,2.745209637639917100e-01,5.035345815819641757e+01,8.392243026366069216e+02,8.068082915715393266e-01,2.510000000000000000e+02
5.000000000000000000e+01,1.894896604059950404e-02,3.803832289888070539e-01,5.277332799359231785e+01,8.795554665598720021e+02,7.844258665156947918e-01,2.510000000000000000e+02,1.894896604059950404e-02,3.803832289888070539e-01,5.277332799359231785e+01,8.795554665598720021e+02,7.844258665156947918e-01,2.510000000000000000e+02
5.500000000000000000e+01,1.872737620944792125e-02,4.479225953329538656e-01,5.339776318988572967e+01,8.899627198314287853e+02,7.705025620004097853e-01,2.510000000000000000e+02,1.872737620944792125e-02,4.479225953329538656e-01,5.339776318988572967e+01,8.899627198314287853e+02,7.705025620004097853e-01,2.510000000000000000e+02
6.000000000000000000e+01,1.727945361411496739e-02,5.890722822993742502e-01,5.787220026350461666e+01,9.645366710584102066e+02,6.700642054574638129e-01,2.510000000000000000e+02,1.727945361411496739e-02,5.890722822993742502e-01,5.787220026350461666e+01,9.645366710584102066e+02,6.700642054574638129e-01,2.510000000000000000e+02
6.500000000000000000e+01,1.217833428191993951e-02,1.019540884082716703e+00,8.211303589232302613e+01,1.368550598205383722e+03,3.603799224773656107e-01,2.510000000000000000e+02,1.217833428191993951e-02,1.019540884082716703e+00,8.211303589232302613e+01,1.368550598205383722e+03,3.603799224773656107e-01,2.510000000000000000e+02
7.000000000000000000e+01,9.812179852020487883e-03,1.147979510529312019e+00,1.019141531322505898e+02,1.698569218870843088e+03,2.513317879241608876e-01,2.510000000000000000e+02,9.812179852020487883e-03,1.147979510529312019e+00,1.019141531322505898e+02,1.698569218870843088e+03,2.513317879241608876e-01,2.510000000000000000e+02
7.500000000000000000e+01,5.085941946499716350e-03,1.475811041548093172e+00,1.966204118173679092e+02,3.277006863622798392e+03,6.120923273155409738e-02,2.510000000000000000e+02,5.085941946499716350e-03,1.475811041548093172e+00,1.966204118173679092e+02,3.277006863622798392e+03,6.120923273155409738e-02,2.510000000000000000e+02
8.000000000000000000e+01,-9.667994687915003674e-04,1.873837981407702635e+00,-1.034340659340659613e+03,-1.723901098901099249e+04,1.718610098135231468e-03,2.510000000000000000e+02,-9.667994687915003674e-04,1.873837981407702635e+00,-1.034340659340659613e+03,-1.723901098901099249e+04,1.718610098135231468e-03,2.510000000000000000e+02
8.500000000000000000e+01,-5.944981976854482077e-03,2.185353822804021906e+00,-1.682090885882053897e+02,-2.803484809803423104e+03,5.186807907885571112e-02,2.510000000000000000e+02,-5.944981976854482077e-03,2.185353822804021906e+00,-1.682090885882053897e+02,-2.803484809803423104e+03,5.186807907885571112e-02,2.510000000000000000e+02
9.000000000000000000e+01,-7.169797002466325210e-03,2.242838171125023816e+00,-1.394739627434377667e+02,-2.324566045723962816e+03,7.199939344957806409e-02,2.510000000000000000e+02,-7.169797002466325210e-03,2.242838171125023816e+00,-1.394739627434377667e+02,-2.324566045723962816e+03,7.199939344957806409e-02,2.510000000000000000e+02
9.500000000000000000e+01,-9.836463669132987017e-03,2.456649592107758906e+00,-1.016625520752970715e+02,-1.694375867921618010e+03,1.085981131294955215e-01,2.510000000000000000e+02,-9.836463669132987017e-03,2.456649592107758906e+00,-1.016625520752970715e+02,-1.694375867921618010e+03,1.085981131294955215e-01,2.510000000000000000e+02
1.000000000000000000e+02,-8.695124264845380258e-03,2.393663441472206443e+00,-1.150069820212951726e+02,-1.916783033688252999e+03,7.528362813538991283e-02,2.510000000000000000e+02,-8.695124264845380258e-03,2.393663441472206443e+00,-1.150069820212951726e+02,-1.916783033688252999e+03,7.528362813538991283e-02,2.510000000000000000e+02
1.050000000000000000e+02,-1.469170935306389958e-03,1.904761904761904656e+00,-6.806559917355388052e+02,-1.134426652892564744e+04,2.986226106022615845e-03,2.510000000000000000e+02,-1.469170935306389958e-03,1.904761904761904656e+00,-6.806559917355388052e+02,-1.134426652892564744e+04,2.986226106022615845e-03,2.510000000000000000e+02
