Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 21060000
n_zero_after_white   = 6966577
n_zero_after_scaled  = 18533649
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.004917253842116982
WPS_scaled min       = -0.6744907594765953
WPS_scaled median    = 3.9257538576791014e-17
WPS_scaled max       = 1063.133107060865
