cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        2         99       0   0.006  0.141   1544     2.000          11.3        81.3        70.0      34.9      69.8
        2         70       0   0.002  0.110   2960     3.084          20.5        89.1        68.6      38.1     117.4
        2         83       0   0.000  0.013    156     2.594          50.0       100.0        50.0      41.5     107.6
        2         75       0   0.000  0.004     72     2.828          50.0       100.0        50.0      41.5     117.4
        2         69       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         71       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         72       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         73       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         74       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         76       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         77       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         78       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         79       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         80       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         81       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         82       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         84       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         85       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         86       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         87       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         88       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         89       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         90       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         91       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         92       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         93       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         94       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         95       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         96       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         97       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         98       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        100       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        101       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        102       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        103       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        104       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         71       1   0.076  0.354   9672     1.000           3.7        88.7        92.4     117.4     117.4
        3         76       0   0.054  0.177   4808     1.834           0.8        89.9        89.1     117.4      64.0
        3         77       1   0.013  0.147   3716     1.000          10.0        90.0       100.0     117.4     117.4
        3         70       1   0.004  0.077   3188     1.091          14.7        80.0        65.3     107.6     117.4
        3         87       0   0.003  0.087   2472     2.000          15.1        83.5        68.4     117.4      58.7
        3         79       0   0.000  0.082   2280     2.594          72.2        80.0       152.2     107.6      41.5
        3         92       0   0.000  0.074   1880     3.668          52.6        88.4        35.9     117.4      32.0
        3         69       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         72       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         73       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         74       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         75       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         78       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         80       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         81       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         82       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         83       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         84       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         85       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         86       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         88       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         89       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         90       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         91       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         93       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         94       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         95       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         96       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         97       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         98       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         99       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        100       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        101       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
