distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999864138171770112e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999477134691064917e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.998974267144203898e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.998557776755109261e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.998302709494500951e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.998042089026006884e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.997448629073911741e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.996202260055119249e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.994138182707114071e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.991400663022899087e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.988553381400731013e-01
1.200000000000000000e+01,0.000000000000000000e+00,9.986396801833056225e-01
1.300000000000000000e+01,0.000000000000000000e+00,9.985445007049797983e-01
1.400000000000000000e+01,0.000000000000000000e+00,9.985586160073622874e-01
1.500000000000000000e+01,0.000000000000000000e+00,9.986339311105217886e-01
1.600000000000000000e+01,0.000000000000000000e+00,9.987319760867910956e-01
1.700000000000000000e+01,0.000000000000000000e+00,9.988380176818325573e-01
1.800000000000000000e+01,0.000000000000000000e+00,9.989455113141781917e-01
1.900000000000000000e+01,0.000000000000000000e+00,9.990416530647352467e-01
2.000000000000000000e+01,0.000000000000000000e+00,9.991102258998325603e-01
2.100000000000000000e+01,0.000000000000000000e+00,9.991423449251553013e-01
2.200000000000000000e+01,0.000000000000000000e+00,9.991379060823608604e-01
2.300000000000000000e+01,0.000000000000000000e+00,9.991016105444470163e-01
2.400000000000000000e+01,0.000000000000000000e+00,9.990446482692835195e-01
2.500000000000000000e+01,0.000000000000000000e+00,9.989822900468878775e-01
2.600000000000000000e+01,0.000000000000000000e+00,9.989186810980150710e-01
2.700000000000000000e+01,0.000000000000000000e+00,9.988361429413354919e-01
2.800000000000000000e+01,0.000000000000000000e+00,9.987040248135408138e-01
2.900000000000000000e+01,0.000000000000000000e+00,9.984961794006267377e-01
3.000000000000000000e+01,0.000000000000000000e+00,9.982015045236511952e-01
3.100000000000000000e+01,0.000000000000000000e+00,9.978235576226943682e-01
3.200000000000000000e+01,0.000000000000000000e+00,9.973727204882952835e-01
3.300000000000000000e+01,0.000000000000000000e+00,9.968614307473032676e-01
3.400000000000000000e+01,0.000000000000000000e+00,9.963105898091972890e-01
3.500000000000000000e+01,0.000000000000000000e+00,9.957574976351550866e-01
3.600000000000000000e+01,0.000000000000000000e+00,9.952481636119632213e-01
3.700000000000000000e+01,0.000000000000000000e+00,9.948141068208788962e-01
3.800000000000000000e+01,0.000000000000000000e+00,9.944529695969553940e-01
3.900000000000000000e+01,0.000000000000000000e+00,9.941297360390088933e-01
