Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   1.279403e+05    83.22%
   2   14   3.227435e+03     2.10%
   3   16   2.354868e+03     1.53%
   4   18   2.163583e+03     1.41%
   5   11   1.926294e+03     1.25%
   6   38   1.099170e+03     0.71%
   7   15   9.875839e+02     0.64%
   8    1   9.323566e+02     0.61%
   9    5   7.885860e+02     0.51%
  10   23   7.514277e+02     0.49%
  11    6   6.975004e+02     0.45%
  12    9   6.750747e+02     0.44%
  13   22   6.340911e+02     0.41%
  14   47   4.860924e+02     0.32%
  15   58   4.689652e+02     0.31%
  16   20   4.397617e+02     0.29%
  17    2   4.206662e+02     0.27%
  18   50   3.870735e+02     0.25%
  19   75   3.733567e+02     0.24%
  20   56   3.438304e+02     0.22%
  21    3   3.004264e+02     0.20%
  22   48   2.929431e+02     0.19%
  23   13   2.822981e+02     0.18%
  24   60   2.593890e+02     0.17%
  25   19   2.593390e+02     0.17%
  26   37   2.483688e+02     0.16%
  27   26   2.448133e+02     0.16%
  28   17   2.069419e+02     0.13%
  29   36   1.971213e+02     0.13%
  30   81   1.953593e+02     0.13%
  31   70   1.904791e+02     0.12%
  32   86   1.826723e+02     0.12%
  33   57   1.802879e+02     0.12%
  34   63   1.786356e+02     0.12%
  35   35   1.776004e+02     0.12%
  36   10   1.628665e+02     0.11%
  37   59   1.437368e+02     0.09%
  38   42   1.384971e+02     0.09%
  39    4   1.381855e+02     0.09%
  40   55   1.252632e+02     0.08%
  41   27   1.240473e+02     0.08%
  42   78   1.237530e+02     0.08%
  43   72   1.190417e+02     0.08%
  44   84   1.091565e+02     0.07%
  45   43   1.005890e+02     0.07%
  46   74   9.453465e+01     0.06%
  47    7   9.097473e+01     0.06%
  48   25   8.098719e+01     0.05%
  49   67   7.802864e+01     0.05%
  50   45   7.583332e+01     0.05%
  51    8   7.014444e+01     0.05%
  52   33   6.856582e+01     0.04%
  53   31   6.835669e+01     0.04%
  54   80   5.919543e+01     0.04%
  55   92   5.711755e+01     0.04%
  56   96   5.687852e+01     0.04%
  57   94   5.294147e+01     0.03%
  58   89   5.260644e+01     0.03%
  59   29   5.244592e+01     0.03%
  60   21   5.077093e+01     0.03%
  61   85   5.002908e+01     0.03%
  62   71   4.882118e+01     0.03%
  63   83   4.837740e+01     0.03%
  64   32   4.680527e+01     0.03%
  65   87   4.637980e+01     0.03%
  66   34   4.569615e+01     0.03%
  67   39   4.566308e+01     0.03%
  68   12   4.295939e+01     0.03%
  69   54   3.790506e+01     0.02%
  70   49   3.786227e+01     0.02%
  71   41   3.489591e+01     0.02%
  72   44   3.437521e+01     0.02%
  73   30   3.158070e+01     0.02%
  74   64   2.964306e+01     0.02%
  75   51   2.726280e+01     0.02%
  76   69   2.642437e+01     0.02%
  77   91   2.531682e+01     0.02%
  78   93   2.390925e+01     0.02%
  79   24   2.278623e+01     0.01%
  80   79   2.235428e+01     0.01%
  81   28   2.215640e+01     0.01%
  82   61   2.196544e+01     0.01%
  83   77   1.969916e+01     0.01%
  84   90   1.733121e+01     0.01%
  85   68   1.651868e+01     0.01%
  86   52   1.615291e+01     0.01%
  87   95   1.271250e+01     0.01%
  88   46   1.194733e+01     0.01%
  89   76   1.157037e+01     0.01%
  90   66   1.112945e+01     0.01%
  91   53   9.488055e+00     0.01%
  92   82   9.258822e+00     0.01%
  93   62   9.091295e+00     0.01%
  94   97   6.785247e+00     0.00%
  95   40   6.352940e+00     0.00%
  96   73   6.164749e+00     0.00%
  97   65   4.321937e+00     0.00%
  98   88   4.133455e+00     0.00%
