roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_85,0.7062499999999999,38.956009987712974,11.007378879700113,53.89292484065905,14.626637007337909,-1,41.1964285714286,-69.47646983288455,19.631215489364145,0.35929630060397433
