roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_85,0,0,29,0.0,29.0,0.771875,38.96140387036793,11.08709739149252,53.81432368514767,14.615462336836474,-1,41.392857142857146,-75.94276164757638,21.610740654187595,0.2471205224020624
ROI_85,1,5,34,5.0,34.0,0.7999999999999999,38.93708652875344,11.04762697151779,54.0773105428375,14.671242109478458,-1,41.19642857142856,-78.66078086616855,22.318438326298562,0.20068580553407211
ROI_85,2,10,39,10.0,39.0,0.725,39.021913121367426,10.902079870089477,54.15694058134794,14.680049430406923,-1,41.142857142857146,-71.44163387119036,19.959615923774923,0.15058985241889006
