cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      102             230       1   0.160  0.438   1688     1.000           1.7        27.8        29.6      29.3      29.3
      103             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      104             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      105             243       0   0.000  0.079    888     5.187          40.0        90.0        50.0      19.0      98.7
      106             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      107             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      108             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      109             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      110             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      111             250       0   0.000  0.059    268     3.364          38.8        81.2       120.0      17.4      58.7
      112             219       0   0.001  0.064    516     6.727          17.8       107.8        90.0      17.4     117.4
      113             255       0   0.002  0.074    612     6.169           4.9        95.1       100.0      19.0     117.4
      114             255       0   0.000  0.049    416     6.727          45.8        54.2       100.0      17.4     117.4
      115             243       0   0.001  0.072    844     4.000          30.0        80.0        50.0      26.9     107.6
      116             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      117             220       1   0.189  0.202    588     1.000           0.1         1.3         1.2      19.0      19.0
      118             243       0   0.000  0.009     96     4.362          50.0       100.0        50.0      22.6      98.7
      119             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      120             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      121             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      122             216       1   0.026  0.267   8952     1.000           9.2       160.0       150.8      76.1      76.1
      123             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      124             273       0   0.009  0.010      4     1.091           0.0       160.0       160.0      24.7      22.6
      125             243       0   0.001  0.128   1888     2.000          50.0       100.0        50.0      49.4      98.7
      126             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      127             216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
